YearWeekISO,ReportingCountry,TotalDoses,TargetGroup,TotalDosesSum
2021-W10,IT,296336,Age25_49,15316994
2021-W10,IT,194851,Age50_59,15511845
2021-W10,IT,119984,Age60_69,15631829
2021-W10,IT,46697,Age70_79,15678526
2021-W10,IT,595060,Age80+,16273586
2021-W10,IT,157699,HCW,16431285
2021-W10,IT,79011,LTCF,16510296
2021-W10,LI,648,ALL,3766
2021-W10,LT,56338,ALL,640860
2021-W10,LT,328,Age18_24,641188
2021-W10,LT,2364,Age25_49,643552
2021-W10,LT,3142,Age50_59,646694
2021-W10,LT,12118,Age60_69,658812
2021-W10,LT,27128,Age70_79,685940
2021-W10,LT,11251,Age80+,697191
2021-W10,LT,7,AgeUNK,697198
2021-W10,LU,12342,ALL,118746
2021-W10,LU,179,Age18_24,118925
2021-W10,LU,637,Age25_49,119562
2021-W10,LU,391,Age50_59,119953
2021-W10,LU,962,Age60_69,120915
2021-W10,LU,3245,Age70_79,124160
2021-W10,LU,6385,Age80+,130545
2021-W10,LU,573,HCW,131118
2021-W10,LU,350,LTCF,131468
2021-W10,LV,14983,ALL,179213
2021-W10,LV,97,Age18_24,179310
2021-W10,LV,540,Age25_49,179850
2021-W10,LV,485,Age50_59,180335
2021-W10,LV,1365,Age60_69,181700
2021-W10,LV,7272,Age70_79,188972
2021-W10,LV,3992,Age80+,192964
2021-W10,LV,1,AgeUNK,192965
2021-W10,LV,984,HCW,193949
2021-W10,LV,247,LTCF,194196
2021-W10,MT,15538,ALL,229170
2021-W10,MT,569,Age18_24,229739
2021-W10,MT,3958,Age25_49,233697
2021-W10,MT,1412,Age50_59,235109
2021-W10,MT,2291,Age60_69,237400
2021-W10,MT,4746,Age70_79,242146
2021-W10,MT,2563,Age80+,244709
2021-W10,MT,0,AgeUNK,244709
2021-W10,MT,0,HCW,244709
2021-W10,MT,0,LTCF,244709
2021-W10,NL,290267,ALL,1924592
2021-W10,NO,97706,ALL,1214245
2021-W10,NO,3793,Age18_24,1218038
2021-W10,NO,17712,Age25_49,1235750
2021-W10,NO,10510,Age50_59,1246260
2021-W10,NO,9180,Age60_69,1255440
2021-W10,NO,19985,Age70_79,1275425
2021-W10,NO,36549,Age80+,1311974
2021-W10,PL,532304,ALL,9194254
2021-W10,PL,13257,Age18_24,9207511
2021-W10,PL,77657,Age25_49,9285168
2021-W10,PL,32897,Age50_59,9318065
2021-W10,PL,49996,Age60_69,9368061
2021-W10,PL,238885,Age70_79,9606946
2021-W10,PL,119284,Age80+,9726230
2021-W10,PL,328,AgeUNK,9726558
2021-W10,PL,20930,HCW,9747488
2021-W10,PT,140242,ALL,2282879
2021-W10,PT,1778,Age18_24,2284657
2021-W10,PT,19639,Age25_49,2304296
2021-W10,PT,15784,Age50_59,2320080
2021-W10,PT,13541,Age60_69,2333621
2021-W10,PT,13537,Age70_79,2347158
2021-W10,PT,75940,Age80+,2423098
2021-W10,RO,151150,1_Age60+,4394452
2021-W10,RO,182262,1_Age<60,4576714
2021-W10,RO,333412,ALL,4910126
2021-W10,RO,17012,HCW,4927138
2021-W10,RO,1993,LTCF,4929131
2021-W10,SE,216454,ALL,2397558
2021-W10,SE,4920,Age18_24,2402478
2021-W10,SE,38071,Age25_49,2440549
2021-W10,SE,19365,Age50_59,2459914
2021-W10,SE,18866,Age60_69,2478780
2021-W10,SE,28869,Age70_79,2507649
2021-W10,SE,106360,Age80+,2614009
2021-W10,SE,1020,LTCF,2615029
2021-W10,SI,51045,ALL,517106
2021-W10,SI,436,Age18_24,517542
2021-W10,SI,8938,Age25_49,526480
2021-W10,SI,8793,Age50_59,535273
2021-W10,SI,9075,Age60_69,544348
2021-W10,SI,5814,Age70_79,550162
2021-W10,SI,17981,Age80+,568143
2021-W10,SI,8,AgeUNK,568151
2021-W10,SI,1063,HCW,569214
2021-W10,SK,112510,ALL,756427
2021-W10,SK,14307,Age80+,770734
2021-W11,AT,150783,1_Age60+,3451587
2021-W11,AT,79136,1_Age<60,3530723
2021-W11,AT,229919,ALL,3760642
2021-W11,AT,5862,Age18_24,3766504
2021-W11,AT,42763,Age25_49,3809267
2021-W11,AT,30096,Age50_59,3839363
2021-W11,AT,30470,Age60_69,3869833
2021-W11,AT,51376,Age70_79,3921209
2021-W11,AT,68937,Age80+,3990146
2021-W11,BE,170542,1_Age60+,4847684
2021-W11,BE,111361,1_Age<60,4959045
2021-W11,BE,281903,ALL,5240948
2021-W11,BE,12585,Age18_24,5253533
2021-W11,BE,62749,Age25_49,5316282
2021-W11,BE,35778,Age50_59,5352060
2021-W11,BE,36471,Age60_69,5388531
2021-W11,BE,48093,Age70_79,5436624
2021-W11,BE,85978,Age80+,5522602
2021-W11,BE,0,AgeUNK,5522602
2021-W11,BE,49706,HCW,5572308
2021-W11,BE,3518,LTCF,5575826
2021-W11,BG,30026,ALL,782507
2021-W11,BG,696,Age18_24,783203
2021-W11,BG,10989,Age25_49,794192
2021-W11,BG,7041,Age50_59,801233
2021-W11,BG,6768,Age60_69,808001
2021-W11,BG,3525,Age70_79,811526
2021-W11,BG,964,Age80+,812490
2021-W11,BG,43,AgeUNK,812533
2021-W11,BG,3862,HCW,816395
2021-W11,BG,145,LTCF,816540
2021-W11,CY,7468,1_Age60+,247969
2021-W11,CY,7775,ALL,255744
2021-W11,CY,241,AgeUNK,255985
2021-W11,CY,27,HCW,256012
2021-W11,CY,39,LTCF,256051
2021-W11,CZ,190964,1_Age60+,3941539
2021-W11,CZ,63696,1_Age<60,4005235
2021-W11,CZ,254660,ALL,4259895
2021-W11,CZ,3468,Age18_24,4263363
2021-W11,CZ,36801,Age25_49,4300164
2021-W11,CZ,23315,Age50_59,4323479
2021-W11,CZ,17729,Age60_69,4341208
2021-W11,CZ,120766,Age70_79,4461974
2021-W11,CZ,52469,Age80+,4514443
2021-W11,CZ,25549,HCW,4539992
2021-W11,CZ,13443,LTCF,4553435
2021-W11,DE,1443988,ALL,10987540
2021-W11,DK,108167,ALL,2241685
2021-W11,DK,2022,Age18_24,2243707
2021-W11,DK,11762,Age25_49,2255469
2021-W11,DK,9263,Age50_59,2264732
2021-W11,DK,14516,Age60_69,2279248
2021-W11,DK,18069,Age70_79,2297317
2021-W11,DK,52535,Age80+,2349852
2021-W11,DK,10651,HCW,2360503
2021-W11,DK,449,LTCF,2360952
2021-W11,EE,37267,ALL,437513
2021-W11,EE,1032,Age18_24,438545
2021-W11,EE,7086,Age25_49,445631
2021-W11,EE,4689,Age50_59,450320
2021-W11,EE,6270,Age60_69,456590
2021-W11,EE,10064,Age70_79,466654
2021-W11,EE,8110,Age80+,474764
2021-W11,EE,16,AgeUNK,474780
2021-W11,EE,794,HCW,475574
2021-W11,EE,843,LTCF,476417
2021-W11,EL,135206,1_Age60+,4218661
2021-W11,EL,15731,1_Age<60,4234392
2021-W11,EL,150991,ALL,4385383
2021-W11,EL,607,Age18_24,4385990
2021-W11,EL,10996,Age25_49,4396986
2021-W11,EL,4128,Age50_59,4401114
2021-W11,EL,35581,Age60_69,4436695
2021-W11,EL,56838,Age70_79,4493533
2021-W11,EL,42787,Age80+,4536320
2021-W11,EL,54,AgeUNK,4536374
2021-W11,EL,6822,HCW,4543196
2021-W11,ES,523614,1_Age60+,15551132
2021-W11,ES,160983,1_Age<60,15712115
2021-W11,ES,684597,ALL,16396712
2021-W11,ES,0,AgeUNK,16396712
2021-W11,ES,145189,HCW,16541901
2021-W11,ES,10830,LTCF,16552731
2021-W11,FI,126043,ALL,1527023
2021-W11,FI,856,Age18_24,1527879
2021-W11,FI,8628,Age25_49,1536507
2021-W11,FI,11536,Age50_59,1548043
2021-W11,FI,18928,Age60_69,1566971
2021-W11,FI,69292,Age70_79,1636263
2021-W11,FI,16803,Age80+,1653066
2021-W11,FI,0,AgeUNK,1653066
2021-W11,FR,1219056,ALL,18786086
2021-W11,FR,9304,Age18_24,18795390
2021-W11,FR,93717,Age25_49,18889107
2021-W11,FR,102627,Age50_59,18991734
2021-W11,FR,202473,Age60_69,19194207
2021-W11,FR,431158,Age70_79,19625365
2021-W11,FR,381075,Age80+,20006440
2021-W11,FR,284,AgeUNK,20006724
2021-W11,FR,80676,HCW,20087400
2021-W11,FR,21746,LTCF,20109146
2021-W11,HR,63751,ALL,824076
2021-W11,HR,383,Age18_24,824459
2021-W11,HR,5872,Age25_49,830331
2021-W11,HR,5917,Age50_59,836248
2021-W11,HR,16307,Age60_69,852555
2021-W11,HR,24717,Age70_79,877272
2021-W11,HR,10544,Age80+,887816
2021-W11,HR,4680,HCW,892496
2021-W11,HR,0,LTCF,892496
2021-W11,HU,325536,ALL,4297397
2021-W11,HU,4379,Age18_24,4301776
2021-W11,HU,39228,Age25_49,4341004
2021-W11,HU,34732,Age50_59,4375736
2021-W11,HU,97959,Age60_69,4473695
2021-W11,HU,103243,Age70_79,4576938
2021-W11,HU,45760,Age80+,4622698
2021-W11,HU,235,AgeUNK,4622933
2021-W11,HU,12800,HCW,4635733
2021-W11,HU,1815,LTCF,4637548
2021-W11,IE,62976,ALL,1830503
2021-W11,IE,737,Age18_24,1831240
2021-W11,IE,3745,Age25_49,1834985
2021-W11,IE,1925,Age50_59,1836910
2021-W11,IE,2193,Age60_69,1839103
2021-W11,IE,20066,Age70_79,1859169
2021-W11,IE,33524,Age80+,1892693
2021-W11,IE,748,AgeUNK,1893441
2021-W11,IE,6037,HCW,1899478
2021-W11,IE,1919,LTCF,1901397
2021-W11,IS,5944,ALL,116327
2021-W11,IS,51,Age18_24,116378
2021-W11,IS,406,Age25_49,116784
2021-W11,IS,195,Age50_59,116979
2021-W11,IS,516,Age60_69,117495
2021-W11,IS,3886,Age70_79,121381
2021-W11,IS,885,Age80+,122266
2021-W11,IS,5,AgeUNK,122271
2021-W11,IS,0,HCW,122271
2021-W11,IS,0,LTCF,122271
2021-W11,IT,1102104,ALL,17612400
2021-W11,IT,16582,Age18_24,17628982
2021-W11,IT,145952,Age25_49,17774934
2021-W11,IT,90878,Age50_59,17865812
2021-W11,IT,72651,Age60_69,17938463
2021-W11,IT,88983,Age70_79,18027446
2021-W11,IT,686739,Age80+,18714185
2021-W11,IT,95202,HCW,18809387
2021-W11,IT,56930,LTCF,18866317
2021-W11,LI,569,ALL,4335
2021-W11,LT,26968,ALL,724166
2021-W11,LT,103,Age18_24,724269
2021-W11,LT,1047,Age25_49,725316
2021-W11,LT,1190,Age50_59,726506
2021-W11,LT,6186,Age60_69,732692
2021-W11,LT,9797,Age70_79,742489
2021-W11,LT,8638,Age80+,751127
2021-W11,LT,7,AgeUNK,751134
2021-W11,LU,15202,ALL,146670
2021-W11,LU,160,Age18_24,146830
2021-W11,LU,608,Age25_49,147438
2021-W11,LU,430,Age50_59,147868
2021-W11,LU,569,Age60_69,148437
2021-W11,LU,8665,Age70_79,157102
2021-W11,LU,4491,Age80+,161593
2021-W11,LU,341,HCW,161934
2021-W11,LU,1725,LTCF,163659
2021-W11,LV,5379,ALL,199575
2021-W11,LV,73,Age18_24,199648
2021-W11,LV,322,Age25_49,199970
2021-W11,LV,242,Age50_59,200212
2021-W11,LV,523,Age60_69,200735
2021-W11,LV,2521,Age70_79,203256
2021-W11,LV,1242,Age80+,204498
2021-W11,LV,0,AgeUNK,204498
2021-W11,LV,449,HCW,204947
2021-W11,LV,7,LTCF,204954
2021-W11,MT,19434,ALL,264143
2021-W11,MT,761,Age18_24,264904
2021-W11,MT,3751,Age25_49,268655
2021-W11,MT,1484,Age50_59,270139
2021-W11,MT,5689,Age60_69,275828
2021-W11,MT,5858,Age70_79,281686
2021-W11,MT,1938,Age80+,283624
2021-W11,MT,0,AgeUNK,283624
2021-W11,MT,0,HCW,283624
2021-W11,MT,0,LTCF,283624
2021-W11,NL,207240,ALL,2131832
2021-W11,NO,61487,ALL,1373461
2021-W11,NO,310,Age18_24,1373771
2021-W11,NO,2418,Age25_49,1376189
2021-W11,NO,1325,Age50_59,1377514
2021-W11,NO,2659,Age60_69,1380173
2021-W11,NO,34729,Age70_79,1414902
2021-W11,NO,20035,Age80+,1434937
2021-W11,PL,486561,ALL,10234049
2021-W11,PL,9532,Age18_24,10243581
2021-W11,PL,41979,Age25_49,10285560
2021-W11,PL,18550,Age50_59,10304110
2021-W11,PL,60780,Age60_69,10364890
2021-W11,PL,256613,Age70_79,10621503
2021-W11,PL,98707,Age80+,10720210
2021-W11,PL,400,AgeUNK,10720610
2021-W11,PL,14037,HCW,10734647
2021-W11,PT,185597,ALL,2608695
2021-W11,PT,541,Age18_24,2609236
2021-W11,PT,6507,Age25_49,2615743
2021-W11,PT,3904,Age50_59,2619647
2021-W11,PT,5881,Age60_69,2625528
2021-W11,PT,19194,Age70_79,2644722
2021-W11,PT,149544,Age80+,2794266
2021-W11,PT,2,AgeUNK,2794268
2021-W11,RO,174654,1_Age60+,5103785
2021-W11,RO,186325,1_Age<60,5290110
2021-W11,RO,360979,ALL,5651089
2021-W11,RO,15953,HCW,5667042
2021-W11,RO,2685,LTCF,5669727
2021-W11,SE,172589,ALL,2787618
2021-W11,SE,1649,Age18_24,2789267
2021-W11,SE,11976,Age25_49,2801243
2021-W11,SE,7271,Age50_59,2808514
2021-W11,SE,10322,Age60_69,2818836
2021-W11,SE,35113,Age70_79,2853949
2021-W11,SE,106251,Age80+,2960200
2021-W11,SE,672,LTCF,2960872
2021-W11,SI,30504,ALL,599718
2021-W11,SI,64,Age18_24,599782
2021-W11,SI,1601,Age25_49,601383
2021-W11,SI,1316,Age50_59,602699
2021-W11,SI,868,Age60_69,603567
2021-W11,SI,16993,Age70_79,620560
2021-W11,SI,9626,Age80+,630186
2021-W11,SI,36,AgeUNK,630222
2021-W11,SI,258,HCW,630480
2021-W11,SK,130693,ALL,901427
2021-W12,AT,162314,1_Age60+,4152460
2021-W12,AT,73808,1_Age<60,4226268
2021-W12,AT,236122,ALL,4462390
2021-W12,AT,5504,Age18_24,4467894
2021-W12,AT,38999,Age25_49,4506893
2021-W12,AT,28980,Age50_59,4535873
2021-W12,AT,27538,Age60_69,4563411
2021-W12,AT,48804,Age70_79,4612215
2021-W12,AT,85972,Age80+,4698187
2021-W12,BE,221304,1_Age60+,5797130
2021-W12,BE,82034,1_Age<60,5879164
2021-W12,BE,303338,ALL,6182502
2021-W12,BE,8856,Age18_24,6191358
2021-W12,BE,46154,Age25_49,6237512
2021-W12,BE,26807,Age50_59,6264319
2021-W12,BE,32376,Age60_69,6296695
2021-W12,BE,68320,Age70_79,6365015
2021-W12,BE,120608,Age80+,6485623
2021-W12,BE,0,AgeUNK,6485623
2021-W12,BE,48606,HCW,6534229
2021-W12,BE,13634,LTCF,6547863
2021-W12,BG,67637,ALL,884177
2021-W12,BG,1779,Age18_24,885956
2021-W12,BG,22022,Age25_49,907978
2021-W12,BG,13649,Age50_59,921627
2021-W12,BG,15713,Age60_69,937340
2021-W12,BG,11361,Age70_79,948701
2021-W12,BG,3028,Age80+,951729
2021-W12,BG,85,AgeUNK,951814
2021-W12,BG,3327,HCW,955141
2021-W12,BG,90,LTCF,955231
2021-W12,CY,15503,1_Age60+,271554
2021-W12,CY,16301,ALL,287855
2021-W12,CY,550,AgeUNK,288405
2021-W12,CY,243,HCW,288648
2021-W12,CY,5,LTCF,288653
2021-W12,CZ,163591,1_Age60+,4717026
2021-W12,CZ,61168,1_Age<60,4778194
2021-W12,CZ,224759,ALL,5002953
2021-W12,CZ,2884,Age18_24,5005837
2021-W12,CZ,35620,Age25_49,5041457
2021-W12,CZ,22591,Age50_59,5064048
2021-W12,CZ,22553,Age60_69,5086601
2021-W12,CZ,97468,Age70_79,5184069
2021-W12,CZ,43570,Age80+,5227639
2021-W12,CZ,22540,HCW,5250179
2021-W12,CZ,10009,LTCF,5260188
2021-W12,DE,2022826,ALL,13010366
2021-W12,DK,106176,ALL,2467128
2021-W12,DK,1739,Age18_24,2468867
2021-W12,DK,10907,Age25_49,2479774
2021-W12,DK,9146,Age50_59,2488920
2021-W12,DK,16733,Age60_69,2505653
2021-W12,DK,27320,Age70_79,2532973
2021-W12,DK,40331,Age80+,2573304
2021-W12,DK,6451,HCW,2579755
2021-W12,DK,1100,LTCF,2580855
2021-W12,EE,34469,ALL,510886
2021-W12,EE,486,Age18_24,511372
2021-W12,EE,4665,Age25_49,516037
2021-W12,EE,3446,Age50_59,519483
2021-W12,EE,6297,Age60_69,525780
2021-W12,EE,11569,Age70_79,537349
2021-W12,EE,7998,Age80+,545347
2021-W12,EE,8,AgeUNK,545355
2021-W12,EE,454,HCW,545809
2021-W12,EE,159,LTCF,545968
2021-W12,EL,149996,1_Age60+,4693192
2021-W12,EL,17402,1_Age<60,4710594
2021-W12,EL,168293,ALL,4878887
2021-W12,EL,721,Age18_24,4879608
2021-W12,EL,11845,Age25_49,4891453
2021-W12,EL,4836,Age50_59,4896289
2021-W12,EL,37681,Age60_69,4933970
2021-W12,EL,50726,Age70_79,4984696
2021-W12,EL,61589,Age80+,5046285
2021-W12,EL,895,AgeUNK,5047180
2021-W12,EL,8672,HCW,5055852
2021-W12,ES,838695,1_Age60+,17391426
2021-W12,ES,363984,1_Age<60,17755410
2021-W12,ES,1202679,ALL,18958089
2021-W12,ES,0,AgeUNK,18958089
2021-W12,ES,137274,HCW,19095363
2021-W12,ES,11188,LTCF,19106551
2021-W12,FI,108406,ALL,1761472
2021-W12,FI,227,Age18_24,1761699
2021-W12,FI,2026,Age25_49,1763725
2021-W12,FI,2083,Age50_59,1765808
2021-W12,FI,6682,Age60_69,1772490
2021-W12,FI,88073,Age70_79,1860563
2021-W12,FI,9315,Age80+,1869878
2021-W12,FI,0,AgeUNK,1869878
2021-W12,FR,1800612,ALL,21909758
2021-W12,FR,14969,Age18_24,21924727
2021-W12,FR,138227,Age25_49,22062954
2021-W12,FR,192948,Age50_59,22255902
2021-W12,FR,426023,Age60_69,22681925
2021-W12,FR,633551,Age70_79,23315476
2021-W12,FR,396688,Age80+,23712164
2021-W12,FR,367,AgeUNK,23712531
2021-W12,FR,125853,HCW,23838384
2021-W12,FR,11399,LTCF,23849783
2021-W12,HR,58199,ALL,950695
2021-W12,HR,305,Age18_24,951000
2021-W12,HR,4981,Age25_49,955981
2021-W12,HR,5626,Age50_59,961607
2021-W12,HR,17000,Age60_69,978607
2021-W12,HR,22095,Age70_79,1000702
2021-W12,HR,8186,Age80+,1008888
2021-W12,HR,3012,HCW,1011900
2021-W12,HR,0,LTCF,1011900
2021-W12,HU,533498,ALL,5171046
2021-W12,HU,4375,Age18_24,5175421
2021-W12,HU,54374,Age25_49,5229795
2021-W12,HU,55167,Age50_59,5284962
2021-W12,HU,217279,Age60_69,5502241
2021-W12,HU,165229,Age70_79,5667470
2021-W12,HU,36921,Age80+,5704391
2021-W12,HU,319,AgeUNK,5704710
2021-W12,HU,9411,HCW,5714121
2021-W12,HU,2079,LTCF,5716200
2021-W12,IE,125834,ALL,2027231
2021-W12,IE,3829,Age18_24,2031060
2021-W12,IE,19049,Age25_49,2050109
2021-W12,IE,9728,Age50_59,2059837
2021-W12,IE,9020,Age60_69,2068857
2021-W12,IE,44059,Age70_79,2112916
2021-W12,IE,38761,Age80+,2151677
2021-W12,IE,1205,AgeUNK,2152882
2021-W12,IE,22414,HCW,2175296
2021-W12,IE,4703,LTCF,2179999
2021-W12,IS,13131,ALL,135402
2021-W12,IS,155,Age18_24,135557
2021-W12,IS,901,Age25_49,136458
2021-W12,IS,393,Age50_59,136851
2021-W12,IS,423,Age60_69,137274
2021-W12,IS,6400,Age70_79,143674
2021-W12,IS,4852,Age80+,148526
2021-W12,IS,7,AgeUNK,148533
2021-W12,IS,0,HCW,148533
2021-W12,IS,0,LTCF,148533
2021-W12,IT,1538359,ALL,20404676
2021-W12,IT,22848,Age18_24,20427524
2021-W12,IT,224897,Age25_49,20652421
2021-W12,IT,147479,Age50_59,20799900
2021-W12,IT,137995,Age60_69,20937895
2021-W12,IT,254541,Age70_79,21192436
2021-W12,IT,750125,Age80+,21942561
2021-W12,IT,81793,HCW,22024354
2021-W12,IT,52055,LTCF,22076409
2021-W12,LI,1124,ALL,5459
2021-W12,LT,74686,ALL,825820
2021-W12,LT,956,Age18_24,826776
2021-W12,LT,6526,Age25_49,833302
2021-W12,LT,5556,Age50_59,838858
2021-W12,LT,19012,Age60_69,857870
2021-W12,LT,28248,Age70_79,886118
2021-W12,LT,14369,Age80+,900487
2021-W12,LT,19,AgeUNK,900506
2021-W12,LU,12305,ALL,175964
2021-W12,LU,175,Age18_24,176139
2021-W12,LU,974,Age25_49,177113
2021-W12,LU,434,Age50_59,177547
2021-W12,LU,392,Age60_69,177939
2021-W12,LU,7631,Age70_79,185570
2021-W12,LU,1971,Age80+,187541
2021-W12,LU,747,HCW,188288
2021-W12,LU,262,LTCF,188550
2021-W12,LV,23956,ALL,228910
2021-W12,LV,198,Age18_24,229108
2021-W12,LV,1381,Age25_49,230489
2021-W12,LV,1695,Age50_59,232184
2021-W12,LV,4231,Age60_69,236415
2021-W12,LV,8868,Age70_79,245283
2021-W12,LV,4409,Age80+,249692
2021-W12,LV,2,AgeUNK,249694
2021-W12,LV,2444,HCW,252138
2021-W12,LV,728,LTCF,252866
2021-W12,MT,23452,ALL,307076
2021-W12,MT,625,Age18_24,307701
2021-W12,MT,2702,Age25_49,310403
2021-W12,MT,2477,Age50_59,312880
2021-W12,MT,7893,Age60_69,320773
2021-W12,MT,9252,Age70_79,330025
2021-W12,MT,503,Age80+,330528
2021-W12,MT,0,AgeUNK,330528
2021-W12,MT,0,HCW,330528
2021-W12,MT,0,LTCF,330528
2021-W12,NL,281829,ALL,2413661
2021-W12,NO,116067,ALL,1551004
2021-W12,NO,1688,Age18_24,1552692
2021-W12,NO,13971,Age25_49,1566663
2021-W12,NO,6502,Age50_59,1573165
2021-W12,NO,8223,Age60_69,1581388
2021-W12,NO,74235,Age70_79,1655623
2021-W12,NO,11430,Age80+,1667053
2021-W12,PL,843827,ALL,11578474
2021-W12,PL,5424,Age18_24,11583898
2021-W12,PL,54027,Age25_49,11637925
2021-W12,PL,27589,Age50_59,11665514
2021-W12,PL,344544,Age60_69,12010058
2021-W12,PL,313763,Age70_79,12323821
2021-W12,PL,98225,Age80+,12422046
2021-W12,PL,255,AgeUNK,12422301
2021-W12,PL,17510,HCW,12439811
2021-W12,PT,297822,ALL,3092090
2021-W12,PT,3975,Age18_24,3096065
2021-W12,PT,49570,Age25_49,3145635
2021-W12,PT,27087,Age50_59,3172722
2021-W12,PT,21927,Age60_69,3194649
2021-W12,PT,47481,Age70_79,3242130
2021-W12,PT,147717,Age80+,3389847
2021-W12,PT,0,AgeUNK,3389847
2021-W12,RO,194857,1_Age60+,5864584
2021-W12,RO,197386,1_Age<60,6061970
2021-W12,RO,392243,ALL,6454213
2021-W12,RO,12766,HCW,6466979
2021-W12,RO,1816,LTCF,6468795
2021-W12,SE,192462,ALL,3153334
2021-W12,SE,1110,Age18_24,3154444
2021-W12,SE,7554,Age25_49,3161998
2021-W12,SE,5032,Age50_59,3167030
2021-W12,SE,10005,Age60_69,3177035
2021-W12,SE,63138,Age70_79,3240173
2021-W12,SE,105614,Age80+,3345787
2021-W12,SE,482,LTCF,3346269
2021-W12,SI,53506,ALL,683986
2021-W12,SI,568,Age18_24,684554
2021-W12,SI,8767,Age25_49,693321
2021-W12,SI,7276,Age50_59,700597
2021-W12,SI,7166,Age60_69,707763
2021-W12,SI,25474,Age70_79,733237
2021-W12,SI,4241,Age80+,737478
2021-W12,SI,14,AgeUNK,737492
2021-W12,SI,479,HCW,737971
2021-W12,SK,126191,ALL,1027618
2021-W13,AT,170249,1_Age60+,4868436
2021-W13,AT,43544,1_Age<60,4911980
2021-W13,AT,213793,ALL,5125773
2021-W13,AT,3552,Age18_24,5129325
2021-W13,AT,21524,Age25_49,5150849
2021-W13,AT,18182,Age50_59,5169031
2021-W13,AT,22812,Age60_69,5191843
2021-W13,AT,79596,Age70_79,5271439
2021-W13,AT,67841,Age80+,5339280
2021-W13,BE,262055,1_Age60+,6809918
2021-W13,BE,64688,1_Age<60,6874606
2021-W13,BE,326743,ALL,7201349
2021-W13,BE,6780,Age18_24,7208129
2021-W13,BE,34914,Age25_49,7243043
2021-W13,BE,22765,Age50_59,7265808
2021-W13,BE,37902,Age60_69,7303710
2021-W13,BE,76253,Age70_79,7379963
2021-W13,BE,147900,Age80+,7527863
2021-W13,BE,0,AgeUNK,7527863
2021-W13,BE,0,HCW,7527863
2021-W13,BE,0,LTCF,7527863
2021-W13,BG,67029,ALL,1022260
2021-W13,BG,1819,Age18_24,1024079
2021-W13,BG,22450,Age25_49,1046529
2021-W13,BG,13069,Age50_59,1059598
2021-W13,BG,14617,Age60_69,1074215
2021-W13,BG,11462,Age70_79,1085677
2021-W13,BG,3523,Age80+,1089200
2021-W13,BG,89,AgeUNK,1089289
2021-W13,BG,3467,HCW,1092756
2021-W13,BG,294,LTCF,1093050
2021-W13,CY,11168,1_Age60+,299821
2021-W13,CY,16384,ALL,316205
2021-W13,CY,4772,AgeUNK,320977
2021-W13,CY,436,HCW,321413
2021-W13,CY,8,LTCF,321421
2021-W13,CZ,169343,1_Age60+,5429531
2021-W13,CZ,65831,1_Age<60,5495362
2021-W13,CZ,235174,ALL,5730536
2021-W13,CZ,3113,Age18_24,5733649
2021-W13,CZ,38148,Age25_49,5771797
2021-W13,CZ,24484,Age50_59,5796281
2021-W13,CZ,26070,Age60_69,5822351
2021-W13,CZ,112032,Age70_79,5934383
2021-W13,CZ,31241,Age80+,5965624
2021-W13,CZ,19134,HCW,5984758
2021-W13,CZ,7310,LTCF,5992068
2021-W13,DE,1851767,ALL,14862133
2021-W13,DK,125768,ALL,2706623
2021-W13,DK,1503,Age18_24,2708126
2021-W13,DK,9642,Age25_49,2717768
2021-W13,DK,8649,Age50_59,2726417
2021-W13,DK,14976,Age60_69,2741393
2021-W13,DK,54352,Age70_79,2795745
2021-W13,DK,36646,Age80+,2832391
2021-W13,DK,5532,HCW,2837923
2021-W13,DK,366,LTCF,2838289
2021-W13,EE,48132,ALL,594100
2021-W13,EE,530,Age18_24,594630
2021-W13,EE,5564,Age25_49,600194
2021-W13,EE,5779,Age50_59,605973
2021-W13,EE,11569,Age60_69,617542
2021-W13,EE,15326,Age70_79,632868
2021-W13,EE,9341,Age80+,642209
2021-W13,EE,23,AgeUNK,642232
2021-W13,EE,597,HCW,642829
2021-W13,EE,405,LTCF,643234
2021-W13,EL,196987,1_Age60+,5252839
2021-W13,EL,27161,1_Age<60,5280000
2021-W13,EL,224618,ALL,5504618
2021-W13,EL,1074,Age18_24,5505692
2021-W13,EL,16808,Age25_49,5522500
2021-W13,EL,9279,Age50_59,5531779
2021-W13,EL,39023,Age60_69,5570802
2021-W13,EL,109767,Age70_79,5680569
2021-W13,EL,48197,Age80+,5728766
2021-W13,EL,470,AgeUNK,5729236
2021-W13,EL,9157,HCW,5738393
2021-W13,ES,1062018,1_Age60+,20168569
2021-W13,ES,204352,1_Age<60,20372921
2021-W13,ES,1266369,ALL,21639290
2021-W13,ES,0,AgeUNK,21639290
2021-W13,ES,110262,HCW,21749552
2021-W13,ES,6703,LTCF,21756255
2021-W13,FI,130503,ALL,2000381
2021-W13,FI,560,Age18_24,2000941
2021-W13,FI,4653,Age25_49,2005594
2021-W13,FI,3742,Age50_59,2009336
2021-W13,FI,17090,Age60_69,2026426
2021-W13,FI,99004,Age70_79,2125430
2021-W13,FI,5454,Age80+,2130884
2021-W13,FI,0,AgeUNK,2130884
2021-W13,FR,1915266,ALL,25765049
2021-W13,FR,21844,Age18_24,25786893
2021-W13,FR,188742,Age25_49,25975635
2021-W13,FR,202479,Age50_59,26178114
2021-W13,FR,397748,Age60_69,26575862
2021-W13,FR,702763,Age70_79,27278625
2021-W13,FR,404381,Age80+,27683006
