YearWeekISO,ReportingCountry,TotalDoses,TargetGroup,TotalDosesSum
2020-W52,BG,0,ALL,0
2020-W52,CY,0,ALL,0
2020-W52,CZ,268,1_Age60+,268
2020-W52,CZ,980,1_Age<60,1248
2020-W52,CZ,1250,ALL,2498
2020-W52,CZ,48,Age18_24,2546
2020-W52,CZ,683,Age25_49,3229
2020-W52,CZ,249,Age50_59,3478
2020-W52,CZ,176,Age60_69,3654
2020-W52,CZ,67,Age70_79,3721
2020-W52,CZ,25,Age80+,3746
2020-W52,CZ,2,AgeUNK,3748
2020-W52,CZ,1088,HCW,4836
2020-W52,CZ,10,LTCF,4846
2020-W52,DE,23998,ALL,23998
2020-W52,EE,3,ALL,3
2020-W52,EE,0,Age18_24,3
2020-W52,EE,0,Age25_49,3
2020-W52,EE,2,Age50_59,5
2020-W52,EE,1,Age60_69,6
2020-W52,EE,0,Age70_79,6
2020-W52,EE,0,Age80+,6
2020-W52,EE,0,AgeUNK,6
2020-W52,EE,0,HCW,6
2020-W52,EE,0,LTCF,6
2020-W52,EL,93,1_Age60+,93
2020-W52,EL,147,1_Age<60,240
2020-W52,EL,240,ALL,480
2020-W52,EL,1,Age18_24,481
2020-W52,EL,70,Age25_49,551
2020-W52,EL,76,Age50_59,627
2020-W52,EL,90,Age60_69,717
2020-W52,EL,2,Age70_79,719
2020-W52,EL,1,Age80+,720
2020-W52,EL,0,AgeUNK,720
2020-W52,EL,232,HCW,952
2020-W52,FI,24,ALL,24
2020-W52,FI,0,Age18_24,24
2020-W52,FI,16,Age25_49,40
2020-W52,FI,8,Age50_59,48
2020-W52,FI,0,Age60_69,48
2020-W52,FI,0,Age70_79,48
2020-W52,FI,0,Age80+,48
2020-W52,FI,0,AgeUNK,48
2020-W52,FR,0,ALL,0
2020-W52,FR,0,Age18_24,0
2020-W52,FR,0,Age25_49,0
2020-W52,FR,0,Age50_59,0
2020-W52,FR,0,Age60_69,0
2020-W52,FR,0,Age70_79,0
2020-W52,FR,0,Age80+,0
2020-W52,FR,0,AgeUNK,0
2020-W52,FR,0,HCW,0
2020-W52,FR,0,LTCF,0
2020-W52,HR,0,ALL,0
2020-W52,HR,0,Age18_24,0
2020-W52,HR,0,Age25_49,0
2020-W52,HR,0,Age50_59,0
2020-W52,HR,0,Age60_69,0
2020-W52,HR,0,Age70_79,0
2020-W52,HR,0,Age80+,0
2020-W52,HR,0,HCW,0
2020-W52,HR,0,LTCF,0
2020-W52,HU,1097,ALL,1097
2020-W52,HU,18,Age18_24,1115
2020-W52,HU,649,Age25_49,1764
2020-W52,HU,276,Age50_59,2040
2020-W52,HU,117,Age60_69,2157
2020-W52,HU,31,Age70_79,2188
2020-W52,HU,2,Age80+,2190
2020-W52,HU,4,AgeUNK,2194
2020-W52,HU,1095,HCW,3289
2020-W52,HU,0,LTCF,3289
2020-W52,IE,0,ALL,0
2020-W52,IT,7148,ALL,7148
2020-W52,IT,83,Age18_24,7231
2020-W52,IT,3131,Age25_49,10362
2020-W52,IT,2155,Age50_59,12517
2020-W52,IT,1458,Age60_69,13975
2020-W52,IT,129,Age70_79,14104
2020-W52,IT,194,Age80+,14298
2020-W52,IT,0,HCW,14298
2020-W52,IT,0,LTCF,14298
2020-W52,LT,2418,ALL,2418
2020-W52,LT,84,Age18_24,2502
2020-W52,LT,1252,Age25_49,3754
2020-W52,LT,701,Age50_59,4455
2020-W52,LT,354,Age60_69,4809
2020-W52,LT,27,Age70_79,4836
2020-W52,LT,0,Age80+,4836
2020-W52,LT,0,AgeUNK,4836
2020-W52,LU,0,ALL,0
2020-W52,LU,0,Age18_24,0
2020-W52,LU,0,Age25_49,0
2020-W52,LU,0,Age50_59,0
2020-W52,LU,0,Age60_69,0
2020-W52,LU,0,Age70_79,0
2020-W52,LU,0,Age80+,0
2020-W52,LU,0,HCW,0
2020-W52,LU,0,LTCF,0
2020-W52,LV,0,ALL,0
2020-W52,MT,57,ALL,57
2020-W52,MT,4,Age18_24,61
2020-W52,MT,33,Age25_49,94
2020-W52,MT,19,Age50_59,113
2020-W52,MT,1,Age60_69,114
2020-W52,MT,0,Age70_79,114
2020-W52,MT,0,Age80+,114
2020-W52,MT,0,AgeUNK,114
2020-W52,MT,0,HCW,114
2020-W52,MT,57,LTCF,171
2020-W52,NL,0,ALL,0
2020-W52,NO,5,ALL,5
2020-W52,PL,2214,ALL,2214
2020-W52,PL,43,Age18_24,2257
2020-W52,PL,1117,Age25_49,3374
2020-W52,PL,661,Age50_59,4035
2020-W52,PL,337,Age60_69,4372
2020-W52,PL,53,Age70_79,4425
2020-W52,PL,2,Age80+,4427
2020-W52,PL,1,AgeUNK,4428
2020-W52,PL,1824,HCW,6252
2020-W52,PT,4974,ALL,4974
2020-W52,PT,169,Age18_24,5143
2020-W52,PT,3151,Age25_49,8294
2020-W52,PT,1092,Age50_59,9386
2020-W52,PT,561,Age60_69,9947
2020-W52,PT,1,Age70_79,9948
2020-W52,SE,1964,ALL,1964
2020-W52,SE,15,Age18_24,1979
2020-W52,SE,109,Age25_49,2088
2020-W52,SE,92,Age50_59,2180
2020-W52,SE,113,Age60_69,2293
2020-W52,SE,348,Age70_79,2641
2020-W52,SE,1287,Age80+,3928
2020-W52,SE,1502,LTCF,5430
2020-W52,SI,6032,ALL,6032
2020-W52,SI,18,Age18_24,6050
2020-W52,SI,493,Age25_49,6543
2020-W52,SI,513,Age50_59,7056
2020-W52,SI,545,Age60_69,7601
2020-W52,SI,967,Age70_79,8568
2020-W52,SI,3496,Age80+,12064
2020-W52,SI,577,HCW,12641
2020-W53,AT,2644,1_Age60+,2644
2020-W53,AT,2365,1_Age<60,5009
2020-W53,AT,5009,ALL,10018
2020-W53,AT,110,Age18_24,10128
2020-W53,AT,1273,Age25_49,11401
2020-W53,AT,975,Age50_59,12376
2020-W53,AT,504,Age60_69,12880
2020-W53,AT,591,Age70_79,13471
2020-W53,AT,1549,Age80+,15020
2020-W53,BE,611,1_Age60+,611
2020-W53,BE,183,1_Age<60,794
2020-W53,BE,794,ALL,1588
2020-W53,BE,15,Age18_24,1603
2020-W53,BE,100,Age25_49,1703
2020-W53,BE,68,Age50_59,1771
2020-W53,BE,61,Age60_69,1832
2020-W53,BE,76,Age70_79,1908
2020-W53,BE,474,Age80+,2382
2020-W53,BE,0,AgeUNK,2382
2020-W53,BE,210,HCW,2592
2020-W53,BE,584,LTCF,3176
2020-W53,BG,4739,ALL,4739
2020-W53,BG,42,Age18_24,4781
2020-W53,BG,1509,Age25_49,6290
2020-W53,BG,1668,Age50_59,7958
2020-W53,BG,1234,Age60_69,9192
2020-W53,BG,251,Age70_79,9443
2020-W53,BG,35,Age80+,9478
2020-W53,BG,0,AgeUNK,9478
2020-W53,BG,4582,HCW,14060
2020-W53,BG,0,LTCF,14060
2020-W53,CY,2976,ALL,2976
2020-W53,CZ,2937,1_Age60+,7783
2020-W53,CZ,9989,1_Age<60,17772
2020-W53,CZ,12931,ALL,30703
2020-W53,CZ,405,Age18_24,31108
2020-W53,CZ,6932,Age25_49,38040
2020-W53,CZ,2649,Age50_59,40689
2020-W53,CZ,1637,Age60_69,42326
2020-W53,CZ,602,Age70_79,42928
2020-W53,CZ,698,Age80+,43626
2020-W53,CZ,5,AgeUNK,43631
2020-W53,CZ,11008,HCW,54639
2020-W53,CZ,876,LTCF,55515
2020-W53,DE,272951,ALL,296949
2020-W53,DK,46761,ALL,46761
2020-W53,DK,990,Age18_24,47751
2020-W53,DK,14721,Age25_49,62472
2020-W53,DK,8579,Age50_59,71051
2020-W53,DK,6602,Age60_69,77653
2020-W53,DK,4304,Age70_79,81957
2020-W53,DK,11565,Age80+,93522
2020-W53,EE,16,ALL,22
2020-W53,EE,1,Age18_24,23
2020-W53,EE,9,Age25_49,32
2020-W53,EE,5,Age50_59,37
2020-W53,EE,0,Age60_69,37
2020-W53,EE,1,Age70_79,38
2020-W53,EE,0,Age80+,38
2020-W53,EE,0,AgeUNK,38
2020-W53,EE,160,HCW,198
2020-W53,EE,0,LTCF,198
2020-W53,EL,361,1_Age60+,1313
2020-W53,EL,3266,1_Age<60,4579
2020-W53,EL,3627,ALL,8206
2020-W53,EL,18,Age18_24,8224
2020-W53,EL,2039,Age25_49,10263
2020-W53,EL,1209,Age50_59,11472
2020-W53,EL,351,Age60_69,11823
2020-W53,EL,9,Age70_79,11832
2020-W53,EL,1,Age80+,11833
2020-W53,EL,0,AgeUNK,11833
2020-W53,EL,3501,HCW,15334
2020-W53,ES,55176,1_Age60+,55176
2020-W53,ES,41243,1_Age<60,96419
2020-W53,ES,96419,ALL,192838
2020-W53,ES,0,AgeUNK,192838
2020-W53,ES,43132,HCW,235970
2020-W53,ES,51918,LTCF,287888
2020-W53,FI,5514,ALL,5562
2020-W53,FI,173,Age18_24,5735
2020-W53,FI,3563,Age25_49,9298
2020-W53,FI,1280,Age50_59,10578
2020-W53,FI,491,Age60_69,11069
2020-W53,FI,7,Age70_79,11076
2020-W53,FI,0,Age80+,11076
2020-W53,FI,0,AgeUNK,11076
2020-W53,FR,585,ALL,585
2020-W53,FR,3,Age18_24,588
2020-W53,FR,39,Age25_49,627
2020-W53,FR,98,Age50_59,725
2020-W53,FR,87,Age60_69,812
2020-W53,FR,95,Age70_79,907
2020-W53,FR,263,Age80+,1170
2020-W53,FR,0,AgeUNK,1170
2020-W53,FR,82,HCW,1252
2020-W53,FR,332,LTCF,1584
2020-W53,HR,12279,ALL,12279
2020-W53,HR,147,Age18_24,12426
2020-W53,HR,2953,Age25_49,15379
2020-W53,HR,1897,Age50_59,17276
2020-W53,HR,1344,Age60_69,18620
2020-W53,HR,1658,Age70_79,20278
2020-W53,HR,4280,Age80+,24558
2020-W53,HR,3951,HCW,28509
2020-W53,HR,0,LTCF,28509
2020-W53,HU,10759,ALL,14048
2020-W53,HU,260,Age18_24,14308
2020-W53,HU,5765,Age25_49,20073
2020-W53,HU,2741,Age50_59,22814
2020-W53,HU,1443,Age60_69,24257
2020-W53,HU,472,Age70_79,24729
2020-W53,HU,74,Age80+,24803
2020-W53,HU,4,AgeUNK,24807
2020-W53,HU,10676,HCW,35483
2020-W53,HU,0,LTCF,35483
2020-W53,IE,2043,ALL,2043
2020-W53,IE,120,Age18_24,2163
2020-W53,IE,1454,Age25_49,3617
2020-W53,IE,349,Age50_59,3966
2020-W53,IE,95,Age60_69,4061
2020-W53,IE,6,Age70_79,4067
2020-W53,IE,8,Age80+,4075
2020-W53,IE,11,AgeUNK,4086
2020-W53,IE,2040,HCW,6126
2020-W53,IE,3,LTCF,6129
2020-W53,IS,4953,ALL,4953
2020-W53,IS,109,Age18_24,5062
2020-W53,IS,1110,Age25_49,6172
2020-W53,IS,360,Age50_59,6532
2020-W53,IS,481,Age60_69,7013
2020-W53,IS,577,Age70_79,7590
2020-W53,IS,2307,Age80+,9897
2020-W53,IS,9,AgeUNK,9906
2020-W53,IS,1697,HCW,11603
2020-W53,IS,3256,LTCF,14859
2020-W53,IT,116982,ALL,131280
2020-W53,IT,1587,Age18_24,132867
2020-W53,IT,56082,Age25_49,188949
2020-W53,IT,33180,Age50_59,222129
2020-W53,IT,18741,Age60_69,240870
2020-W53,IT,1989,Age70_79,242859
2020-W53,IT,5392,Age80+,248251
2020-W53,IT,102107,HCW,350358
2020-W53,IT,10676,LTCF,361034
2020-W53,LT,7328,ALL,12164
2020-W53,LT,241,Age18_24,12405
2020-W53,LT,3249,Age25_49,15654
2020-W53,LT,2368,Age50_59,18022
2020-W53,LT,1345,Age60_69,19367
2020-W53,LT,122,Age70_79,19489
2020-W53,LT,3,Age80+,19492
2020-W53,LT,0,AgeUNK,19492
2020-W53,LU,1251,ALL,1251
2020-W53,LU,18,Age18_24,1269
2020-W53,LU,484,Age25_49,1753
2020-W53,LU,248,Age50_59,2001
2020-W53,LU,83,Age60_69,2084
2020-W53,LU,10,Age70_79,2094
2020-W53,LU,0,Age80+,2094
2020-W53,LU,908,HCW,3002
2020-W53,LU,0,LTCF,3002
2020-W53,LV,2257,ALL,2257
2020-W53,LV,110,Age18_24,2367
2020-W53,LV,192,Age25_49,2559
2020-W53,LV,84,Age50_59,2643
2020-W53,LV,52,Age60_69,2695
2020-W53,LV,9,Age70_79,2704
2020-W53,LV,0,Age80+,2704
2020-W53,LV,0,AgeUNK,2704
2020-W53,LV,1810,HCW,4514
2020-W53,MT,1605,ALL,1776
2020-W53,MT,95,Age18_24,1871
2020-W53,MT,922,Age25_49,2793
2020-W53,MT,344,Age50_59,3137
2020-W53,MT,107,Age60_69,3244
2020-W53,MT,30,Age70_79,3274
2020-W53,MT,107,Age80+,3381
2020-W53,MT,0,AgeUNK,3381
2020-W53,MT,778,HCW,4159
2020-W53,MT,583,LTCF,4742
2020-W53,NL,0,ALL,0
2020-W53,NO,2168,ALL,2173
2020-W53,PL,50014,ALL,56266
2020-W53,PL,1107,Age18_24,57373
2020-W53,PL,23074,Age25_49,80447
2020-W53,PL,15304,Age50_59,95751
2020-W53,PL,8323,Age60_69,104074
2020-W53,PL,1676,Age70_79,105750
2020-W53,PL,483,Age80+,106233
2020-W53,PL,47,AgeUNK,106280
2020-W53,PL,33232,HCW,139512
2020-W53,PT,28542,ALL,38490
2020-W53,PT,1140,Age18_24,39630
2020-W53,PT,19512,Age25_49,59142
2020-W53,PT,5507,Age50_59,64649
2020-W53,PT,2353,Age60_69,67002
2020-W53,PT,28,Age70_79,67030
2020-W53,PT,2,Age80+,67032
2020-W53,SE,12539,ALL,17969
2020-W53,SE,91,Age18_24,18060
2020-W53,SE,1083,Age25_49,19143
2020-W53,SE,974,Age50_59,20117
2020-W53,SE,933,Age60_69,21050
2020-W53,SE,2115,Age70_79,23165
2020-W53,SE,7343,Age80+,30508
2020-W53,SE,8562,LTCF,39070
2020-W53,SI,6125,ALL,18766
2020-W53,SI,104,Age18_24,18870
2020-W53,SI,2449,Age25_49,21319
2020-W53,SI,1548,Age50_59,22867
2020-W53,SI,662,Age60_69,23529
2020-W53,SI,416,Age70_79,23945
2020-W53,SI,943,Age80+,24888
2020-W53,SI,3,AgeUNK,24891
2020-W53,SI,2453,HCW,27344
2021-W01,AT,7518,1_Age60+,22538
2021-W01,AT,17938,1_Age<60,40476
2021-W01,AT,25456,ALL,65932
2021-W01,AT,967,Age18_24,66899
2021-W01,AT,10472,Age25_49,77371
2021-W01,AT,6453,Age50_59,83824
2021-W01,AT,2148,Age60_69,85972
2021-W01,AT,1568,Age70_79,87540
2021-W01,AT,3802,Age80+,91342
2021-W01,BE,19923,1_Age60+,23099
2021-W01,BE,6633,1_Age<60,29732
2021-W01,BE,26556,ALL,56288
2021-W01,BE,320,Age18_24,56608
2021-W01,BE,3906,Age25_49,60514
2021-W01,BE,2398,Age50_59,62912
2021-W01,BE,2114,Age60_69,65026
2021-W01,BE,3306,Age70_79,68332
2021-W01,BE,14503,Age80+,82835
2021-W01,BE,0,AgeUNK,82835
2021-W01,BE,7757,HCW,90592
2021-W01,BE,18799,LTCF,109391
2021-W01,BG,8734,ALL,22794
2021-W01,BG,120,Age18_24,22914
2021-W01,BG,2810,Age25_49,25724
2021-W01,BG,2700,Age50_59,28424
2021-W01,BG,2434,Age60_69,30858
2021-W01,BG,576,Age70_79,31434
2021-W01,BG,93,Age80+,31527
2021-W01,BG,1,AgeUNK,31528
2021-W01,BG,7963,HCW,39491
2021-W01,BG,0,LTCF,39491
2021-W01,CY,3074,ALL,6050
2021-W01,CZ,8069,1_Age60+,63584
2021-W01,CZ,27383,1_Age<60,90967
2021-W01,CZ,35463,ALL,126430
2021-W01,CZ,1030,Age18_24,127460
2021-W01,CZ,18431,Age25_49,145891
2021-W01,CZ,7911,Age50_59,153802
2021-W01,CZ,4609,Age60_69,158411
2021-W01,CZ,1773,Age70_79,160184
2021-W01,CZ,1687,Age80+,161871
2021-W01,CZ,11,AgeUNK,161882
2021-W01,CZ,29051,HCW,190933
2021-W01,CZ,2652,LTCF,193585
2021-W01,DE,378988,ALL,675937
2021-W01,DK,65580,ALL,159102
2021-W01,DK,1506,Age18_24,160608
2021-W01,DK,18186,Age25_49,178794
2021-W01,DK,11722,Age50_59,190516
2021-W01,DK,9655,Age60_69,200171
2021-W01,DK,6656,Age70_79,206827
2021-W01,DK,17594,Age80+,224421
2021-W01,DK,0,HCW,224421
2021-W01,DK,0,LTCF,224421
2021-W01,EE,95,ALL,293
2021-W01,EE,2,Age18_24,295
2021-W01,EE,31,Age25_49,326
2021-W01,EE,21,Age50_59,347
2021-W01,EE,21,Age60_69,368
2021-W01,EE,8,Age70_79,376
2021-W01,EE,12,Age80+,388
2021-W01,EE,0,AgeUNK,388
2021-W01,EE,1691,HCW,2079
2021-W01,EE,2,LTCF,2081
2021-W01,EL,5943,1_Age60+,21277
2021-W01,EL,34936,1_Age<60,56213
2021-W01,EL,40880,ALL,97093
2021-W01,EL,143,Age18_24,97236
2021-W01,EL,20311,Age25_49,117547
2021-W01,EL,14482,Age50_59,132029
2021-W01,EL,5381,Age60_69,137410
2021-W01,EL,155,Age70_79,137565
2021-W01,EL,407,Age80+,137972
2021-W01,EL,1,AgeUNK,137973
2021-W01,EL,38621,HCW,176594
2021-W01,ES,144045,1_Age60+,431933
2021-W01,ES,177570,1_Age<60,609503
2021-W01,ES,321615,ALL,931118
2021-W01,ES,0,AgeUNK,931118
2021-W01,ES,183274,HCW,1114392
2021-W01,ES,135138,LTCF,1249530
2021-W01,FI,15242,ALL,26318
2021-W01,FI,527,Age18_24,26845
2021-W01,FI,8509,Age25_49,35354
2021-W01,FI,3343,Age50_59,38697
2021-W01,FI,1499,Age60_69,40196
2021-W01,FI,366,Age70_79,40562
2021-W01,FI,998,Age80+,41560
2021-W01,FI,0,AgeUNK,41560
2021-W01,FR,98729,ALL,100313
2021-W01,FR,524,Age18_24,100837
2021-W01,FR,13663,Age25_49,114500
2021-W01,FR,38185,Age50_59,152685
2021-W01,FR,21622,Age60_69,174307
2021-W01,FR,8577,Age70_79,182884
2021-W01,FR,16130,Age80+,199014
2021-W01,FR,28,AgeUNK,199042
2021-W01,FR,59797,HCW,258839
2021-W01,FR,19837,LTCF,278676
2021-W01,HR,18077,ALL,46586
2021-W01,HR,266,Age18_24,46852
2021-W01,HR,6246,Age25_49,53098
2021-W01,HR,3879,Age50_59,56977
2021-W01,HR,3031,Age60_69,60008
2021-W01,HR,1731,Age70_79,61739
2021-W01,HR,2922,Age80+,64661
2021-W01,HR,9206,HCW,73867
2021-W01,HR,0,LTCF,73867
2021-W01,HU,60170,ALL,95653
2021-W01,HU,2161,Age18_24,97814
2021-W01,HU,25912,Age25_49,123726
2021-W01,HU,15727,Age50_59,139453
2021-W01,HU,9427,Age60_69,148880
2021-W01,HU,4192,Age70_79,153072
2021-W01,HU,2726,Age80+,155798
2021-W01,HU,25,AgeUNK,155823
2021-W01,HU,52625,HCW,208448
2021-W01,HU,4202,LTCF,212650
2021-W01,IE,48370,ALL,54499
2021-W01,IE,3080,Age18_24,57579
2021-W01,IE,29639,Age25_49,87218
2021-W01,IE,10440,Age50_59,97658
2021-W01,IE,3868,Age60_69,101526
2021-W01,IE,381,Age70_79,101907
2021-W01,IE,770,Age80+,102677
2021-W01,IE,184,AgeUNK,102861
2021-W01,IE,47319,HCW,150180
2021-W01,IE,1051,LTCF,151231
2021-W01,IT,543173,ALL,904207
2021-W01,IT,720,Age18_24,904927
2021-W01,IT,13982,Age25_49,918909
2021-W01,IT,12965,Age50_59,931874
2021-W01,IT,6433,Age60_69,938307
2021-W01,IT,554,Age70_79,938861
2021-W01,IT,178,Age80+,939039
2021-W01,IT,427807,HCW,1366846
2021-W01,IT,73885,LTCF,1440731
2021-W01,LT,13709,ALL,33201
2021-W01,LT,403,Age18_24,33604
2021-W01,LT,5191,Age25_49,38795
2021-W01,LT,4362,Age50_59,43157
2021-W01,LT,3132,Age60_69,46289
2021-W01,LT,441,Age70_79,46730
2021-W01,LT,179,Age80+,46909
2021-W01,LT,1,AgeUNK,46910
2021-W01,LU,455,ALL,3457
2021-W01,LU,0,Age18_24,3457
2021-W01,LU,2,Age25_49,3459
2021-W01,LU,4,Age50_59,3463
2021-W01,LU,31,Age60_69,3494
2021-W01,LU,76,Age70_79,3570
2021-W01,LU,335,Age80+,3905
2021-W01,LU,9,HCW,3914
2021-W01,LU,444,LTCF,4358
2021-W01,LV,4717,ALL,9231
2021-W01,LV,173,Age18_24,9404
2021-W01,LV,420,Age25_49,9824
2021-W01,LV,243,Age50_59,10067
2021-W01,LV,188,Age60_69,10255
2021-W01,LV,32,Age70_79,10287
2021-W01,LV,3,Age80+,10290
2021-W01,LV,0,AgeUNK,10290
2021-W01,LV,3658,HCW,13948
2021-W01,MT,3143,ALL,7885
2021-W01,MT,176,Age18_24,8061
2021-W01,MT,1501,Age25_49,9562
2021-W01,MT,719,Age50_59,10281
2021-W01,MT,263,Age60_69,10544
2021-W01,MT,123,Age70_79,10667
2021-W01,MT,361,Age80+,11028
2021-W01,MT,0,AgeUNK,11028
2021-W01,MT,1670,HCW,12698
2021-W01,MT,726,LTCF,13424
2021-W01,NL,33929,ALL,33929
2021-W01,NO,20785,ALL,22958
2021-W01,PL,161071,ALL,300583
2021-W01,PL,7696,Age18_24,308279
2021-W01,PL,73915,Age25_49,382194
2021-W01,PL,46962,Age50_59,429156
2021-W01,PL,25490,Age60_69,454646
2021-W01,PL,5134,Age70_79,459780
2021-W01,PL,1636,Age80+,461416
2021-W01,PL,238,AgeUNK,461654
2021-W01,PL,89922,HCW,551576
2021-W01,PT,43956,ALL,110988
2021-W01,PT,1543,Age18_24,112531
2021-W01,PT,25397,Age25_49,137928
2021-W01,PT,8713,Age50_59,146641
2021-W01,PT,4278,Age60_69,150919
2021-W01,PT,766,Age70_79,151685
2021-W01,PT,3254,Age80+,154939
2021-W01,PT,1,AgeUNK,154940
2021-W01,SE,34262,ALL,73332
2021-W01,SE,347,Age18_24,73679
2021-W01,SE,3462,Age25_49,77141
2021-W01,SE,2671,Age50_59,79812
2021-W01,SE,2746,Age60_69,82558
2021-W01,SE,5198,Age70_79,87756
2021-W01,SE,19838,Age80+,107594
2021-W01,SE,20769,LTCF,128363
2021-W01,SI,17726,ALL,45070
2021-W01,SI,501,Age18_24,45571
2021-W01,SI,8713,Age25_49,54284
2021-W01,SI,4904,Age50_59,59188
2021-W01,SI,1980,Age60_69,61168
2021-W01,SI,765,Age70_79,61933
2021-W01,SI,851,Age80+,62784
2021-W01,SI,12,AgeUNK,62796
2021-W01,SI,11000,HCW,73796
2021-W01,SK,25356,ALL,25356
2021-W01,SK,177,Age80+,25533
2021-W02,AT,37810,1_Age60+,129152
2021-W02,AT,44325,1_Age<60,173477
2021-W02,AT,82135,ALL,255612
2021-W02,AT,2669,Age18_24,258281
2021-W02,AT,24092,Age25_49,282373
2021-W02,AT,17432,Age50_59,299805
2021-W02,AT,8703,Age60_69,308508
2021-W02,AT,8110,Age70_79,316618
2021-W02,AT,20997,Age80+,337615
2021-W02,BE,71564,1_Age60+,180955
2021-W02,BE,25823,1_Age<60,206778
2021-W02,BE,97387,ALL,304165
2021-W02,BE,1759,Age18_24,305924
2021-W02,BE,14920,Age25_49,320844
2021-W02,BE,9072,Age50_59,329916
2021-W02,BE,7163,Age60_69,337079
2021-W02,BE,10944,Age70_79,348023
2021-W02,BE,53457,Age80+,401480
2021-W02,BE,0,AgeUNK,401480
2021-W02,BE,29769,HCW,431249
2021-W02,BE,67618,LTCF,498867
2021-W02,BG,4980,ALL,44471
2021-W02,BG,53,Age18_24,44524
2021-W02,BG,1533,Age25_49,46057
2021-W02,BG,1610,Age50_59,47667
2021-W02,BG,1380,Age60_69,49047
2021-W02,BG,342,Age70_79,49389
2021-W02,BG,62,Age80+,49451
2021-W02,BG,0,AgeUNK,49451
2021-W02,BG,4782,HCW,54233
2021-W02,BG,0,LTCF,54233
2021-W02,CY,4723,ALL,10773
2021-W02,CY,3058,Age80+,13831
2021-W02,CY,1061,HCW,14892
2021-W02,CY,604,LTCF,15496
2021-W02,CZ,26638,1_Age60+,220223
2021-W02,CZ,45605,1_Age<60,265828
2021-W02,CZ,72258,ALL,338086
2021-W02,CZ,2146,Age18_24,340232
2021-W02,CZ,29456,Age25_49,369688
2021-W02,CZ,13963,Age50_59,383651
2021-W02,CZ,9180,Age60_69,392831
2021-W02,CZ,5775,Age70_79,398606
2021-W02,CZ,11683,Age80+,410289
2021-W02,CZ,15,AgeUNK,410304
2021-W02,CZ,40651,HCW,450955
2021-W02,CZ,14450,LTCF,465405
2021-W02,DE,536267,ALL,1212204
2021-W02,DK,55263,ALL,279684
2021-W02,DK,1072,Age18_24,280756
2021-W02,DK,14167,Age25_49,294923
2021-W02,DK,7647,Age50_59,302570
2021-W02,DK,7817,Age60_69,310387
2021-W02,DK,8818,Age70_79,319205
2021-W02,DK,15186,Age80+,334391
2021-W02,DK,0,HCW,334391
2021-W02,DK,0,LTCF,334391
2021-W02,EE,315,ALL,2396
2021-W02,EE,14,Age18_24,2410
2021-W02,EE,109,Age25_49,2519
2021-W02,EE,60,Age50_59,2579
2021-W02,EE,46,Age60_69,2625
2021-W02,EE,12,Age70_79,2637
2021-W02,EE,74,Age80+,2711
2021-W02,EE,0,AgeUNK,2711
2021-W02,EE,4582,HCW,7293
2021-W02,EE,128,LTCF,7421
2021-W02,EL,10710,1_Age60+,187304
2021-W02,EL,25842,1_Age<60,213146
2021-W02,EL,36554,ALL,249700
2021-W02,EL,407,Age18_24,250107
2021-W02,EL,15896,Age25_49,266003
2021-W02,EL,9539,Age50_59,275542
2021-W02,EL,3749,Age60_69,279291
2021-W02,EL,1223,Age70_79,280514
2021-W02,EL,5738,Age80+,286252
2021-W02,EL,2,AgeUNK,286254
2021-W02,EL,26450,HCW,312704
2021-W02,ES,138768,1_Age60+,1388298
2021-W02,ES,366470,1_Age<60,1754768
2021-W02,ES,505238,ALL,2260006
2021-W02,ES,0,AgeUNK,2260006
2021-W02,ES,396888,HCW,2656894
2021-W02,ES,101781,LTCF,2758675
2021-W02,FI,39807,ALL,81367
2021-W02,FI,1309,Age18_24,82676
2021-W02,FI,16312,Age25_49,98988
2021-W02,FI,8137,Age50_59,107125
2021-W02,FI,4321,Age60_69,111446
2021-W02,FI,2312,Age70_79,113758
2021-W02,FI,7416,Age80+,121174
2021-W02,FI,0,AgeUNK,121174
2021-W02,FR,338112,ALL,616788
2021-W02,FR,2514,Age18_24,619302
2021-W02,FR,59148,Age25_49,678450
2021-W02,FR,112483,Age50_59,790933
2021-W02,FR,58965,Age60_69,849898
2021-W02,FR,37795,Age70_79,887693
2021-W02,FR,67209,Age80+,954902
2021-W02,FR,95,AgeUNK,954997
2021-W02,FR,206674,HCW,1161671
2021-W02,FR,67925,LTCF,1229596
2021-W02,HR,18136,ALL,92003
2021-W02,HR,228,Age18_24,92231
2021-W02,HR,5847,Age25_49,98078
2021-W02,HR,4107,Age50_59,102185
2021-W02,HR,3295,Age60_69,105480
2021-W02,HR,2016,Age70_79,107496
2021-W02,HR,2642,Age80+,110138
2021-W02,HR,7877,HCW,118015
2021-W02,HR,0,LTCF,118015
2021-W02,HU,51757,ALL,264407
2021-W02,HU,3388,Age18_24,267795
2021-W02,HU,22293,Age25_49,290088
2021-W02,HU,12402,Age50_59,302490
2021-W02,HU,7881,Age60_69,310371
2021-W02,HU,3583,Age70_79,313954
2021-W02,HU,2126,Age80+,316080
2021-W02,HU,84,AgeUNK,316164
2021-W02,HU,47712,HCW,363876
2021-W02,HU,2549,LTCF,366425
2021-W02,IE,48505,ALL,199736
2021-W02,IE,2643,Age18_24,202379
2021-W02,IE,22524,Age25_49,224903
2021-W02,IE,10045,Age50_59,234948
2021-W02,IE,5195,Age60_69,240143
2021-W02,IE,2227,Age70_79,242370
