YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2020-W53,2644,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2020-W53,2365,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2020-W53,5009,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2020-W53,110,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2020-W53,1273,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2020-W53,975,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2020-W53,504,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2020-W53,591,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2020-W53,1549,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W01,7518,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W01,17938,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W01,25456,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W01,967,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W01,10472,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W01,6453,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W01,2148,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W01,1568,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W01,3802,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,77,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W02,37559,0,174,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W02,44120,0,198,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W02,7,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W02,84,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W02,81679,0,372,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W02,2656,0,13,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W02,23998,0,93,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W02,1,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W02,6,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W02,17335,0,91,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W02,8658,0,40,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W02,5,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W02,8056,0,48,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W02,6,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,20845,0,86,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W02,66,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W03,39781,0,2253,0,58500,AT,8901064,AT,1_Age60+,COM,2259262
2021-W03,22,0,0,0,7200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W03,182,0,1,0,7200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W03,51806,0,2117,0,58500,AT,8901064,AT,1_Age<60,COM,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W03,91587,0,4370,0,58500,AT,8901064,AT,ALL,COM,7358443
2021-W03,204,0,1,0,7200,AT,8901064,AT,ALL,MOD,7358443
2021-W03,23,0,0,0,7200,AT,8901064,AT,Age18_24,MOD,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W03,3597,0,96,0,58500,AT,8901064,AT,Age18_24,COM,696064
2021-W03,29817,0,1156,0,58500,AT,8901064,AT,Age25_49,COM,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W03,107,0,0,0,7200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W03,18305,0,861,0,58500,AT,8901064,AT,Age50_59,COM,1396889
2021-W03,52,0,1,0,7200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W03,7016,0,445,0,58500,AT,8901064,AT,Age60_69,COM,1016016
2021-W03,6,0,0,0,7200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age70_79,MOD,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W03,7190,0,501,0,58500,AT,8901064,AT,Age70_79,COM,769199
2021-W03,9,0,0,0,7200,AT,8901064,AT,Age80+,MOD,474047
2021-W03,25575,0,1307,0,58500,AT,8901064,AT,Age80+,COM,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,1146,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W04,13609,0,6103,0,54990,AT,8901064,AT,1_Age60+,COM,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W04,13243,0,10982,0,54990,AT,8901064,AT,1_Age<60,COM,5099181
2021-W04,2597,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W04,26852,0,17085,0,54990,AT,8901064,AT,ALL,COM,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W04,3743,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W04,67,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W04,1270,0,687,0,54990,AT,8901064,AT,Age18_24,COM,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W04,7489,0,6145,0,54990,AT,8901064,AT,Age25_49,COM,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W04,1555,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W04,974,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W04,4463,0,4109,0,54990,AT,8901064,AT,Age50_59,COM,1396889
2021-W04,607,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W04,1639,0,1644,0,54990,AT,8901064,AT,Age60_69,COM,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W04,176,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W04,1565,0,1280,0,54990,AT,8901064,AT,Age70_79,COM,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,10405,0,3179,0,54990,AT,8901064,AT,Age80+,COM,474047
2021-W04,363,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W05,5169,0,31842,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W05,1260,0,1,0,28800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W05,11440,0,44036,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W05,381,0,0,0,28800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W05,16609,0,75878,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W05,1641,0,1,0,28800,AT,8901064,AT,ALL,MOD,7358443
2021-W05,0,0,0,0,36000,AT,8901064,AT,ALL,AZ,7358443
2021-W05,904,0,2613,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age18_24,AZ,696064
2021-W05,23,0,0,0,28800,AT,8901064,AT,Age18_24,MOD,696064
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age25_49,AZ,3006228
2021-W05,6306,0,24503,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W05,227,0,0,0,28800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age50_59,AZ,1396889
2021-W05,131,0,0,0,28800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W05,4180,0,16805,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W05,1570,0,7678,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age60_69,AZ,1016016
2021-W05,45,0,0,0,28800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age70_79,AZ,769199
2021-W05,35,0,0,0,28800,AT,8901064,AT,Age70_79,MOD,769199
2021-W05,1188,0,6722,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W05,2411,0,17442,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age80+,AZ,474047
2021-W05,1180,0,1,0,28800,AT,8901064,AT,Age80+,MOD,474047
2021-W06,5660,0,36245,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W06,579,0,0,0,43200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W06,1714,0,73,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W06,2201,0,6,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W06,9703,0,0,0,43200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W06,7695,0,49217,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W06,3915,0,79,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W06,10282,0,0,0,43200,AT,8901064,AT,ALL,AZ,7358443
2021-W06,13355,0,85462,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W06,588,0,3306,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W06,96,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W06,2167,0,0,0,43200,AT,8901064,AT,Age18_24,AZ,696064
2021-W06,4281,0,28295,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W06,5079,0,0,0,43200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W06,1255,0,1,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W06,2785,0,17536,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W06,2439,0,0,0,43200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W06,850,0,5,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W06,569,0,0,0,43200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W06,1362,0,6776,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W06,307,0,4,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W06,6,0,0,0,43200,AT,8901064,AT,Age70_79,AZ,769199
2021-W06,439,0,5,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W06,1406,0,6367,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W06,4,0,0,0,43200,AT,8901064,AT,Age80+,AZ,474047
2021-W06,2892,0,23102,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W06,968,0,64,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W07,21896,0,19693,0,80730,AT,8901064,AT,1_Age60+,COM,2259262
2021-W07,2269,0,1,0,76800,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W07,2370,0,19,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W07,4227,0,18686,0,80730,AT,8901064,AT,1_Age<60,COM,5099181
2021-W07,29352,0,1,0,76800,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W07,1532,0,176,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W07,31621,0,2,0,76800,AT,8901064,AT,ALL,AZ,7358443
2021-W07,3902,0,195,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W07,26123,0,38379,0,80730,AT,8901064,AT,ALL,COM,7358443
2021-W07,67,0,21,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W07,269,0,1620,0,80730,AT,8901064,AT,Age18_24,COM,696064
2021-W07,3573,0,0,0,76800,AT,8901064,AT,Age18_24,AZ,696064
2021-W07,809,0,106,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W07,16675,0,1,0,76800,AT,8901064,AT,Age25_49,AZ,3006228
2021-W07,2328,0,10410,0,80730,AT,8901064,AT,Age25_49,COM,3006228
2021-W07,9042,0,0,0,76800,AT,8901064,AT,Age50_59,AZ,1396889
2021-W07,1593,0,6626,0,80730,AT,8901064,AT,Age50_59,COM,1396889
2021-W07,652,0,49,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W07,508,0,6,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W07,2189,0,1,0,76800,AT,8901064,AT,Age60_69,AZ,1016016
2021-W07,1425,0,2672,0,80730,AT,8901064,AT,Age60_69,COM,1016016
2021-W07,2659,0,3062,0,80730,AT,8901064,AT,Age70_79,COM,769199
2021-W07,69,0,0,0,76800,AT,8901064,AT,Age70_79,AZ,769199
2021-W07,589,0,6,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W07,11,0,0,0,76800,AT,8901064,AT,Age80+,AZ,474047
2021-W07,17812,0,13959,0,80730,AT,8901064,AT,Age80+,COM,474047
2021-W07,1273,0,7,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W08,4583,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W08,38991,0,5437,0,84240,AT,8901064,AT,1_Age60+,COM,2259262
2021-W08,2640,0,1069,0,37200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W08,1731,0,2568,0,37200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W08,51424,0,2,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W08,4280,0,11163,0,84240,AT,8901064,AT,1_Age<60,COM,5099181
2021-W08,43271,0,16600,0,84240,AT,8901064,AT,ALL,COM,7358443
2021-W08,56007,0,2,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W08,4371,0,3637,0,37200,AT,8901064,AT,ALL,MOD,7358443
2021-W08,6962,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W08,122,0,76,0,37200,AT,8901064,AT,Age18_24,MOD,696064
2021-W08,247,0,894,0,84240,AT,8901064,AT,Age18_24,COM,696064
2021-W08,29070,0,2,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W08,812,0,1536,0,37200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W08,2228,0,6093,0,84240,AT,8901064,AT,Age25_49,COM,3006228
2021-W08,793,0,955,0,37200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W08,1764,0,4126,0,84240,AT,8901064,AT,Age50_59,COM,1396889
2021-W08,15268,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W08,954,0,596,0,37200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W08,4337,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W08,1927,0,1638,0,84240,AT,8901064,AT,Age60_69,COM,1016016
2021-W08,911,0,165,0,37200,AT,8901064,AT,Age70_79,MOD,769199
2021-W08,225,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W08,3619,0,1237,0,84240,AT,8901064,AT,Age70_79,COM,769199
2021-W08,21,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W08,33445,0,2562,0,84240,AT,8901064,AT,Age80+,COM,474047
2021-W08,775,0,308,0,37200,AT,8901064,AT,Age80+,MOD,474047
2021-W09,4416,0,1169,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W09,82040,0,5415,0,91260,AT,8901064,AT,1_Age60+,COM,2259262
2021-W09,5333,0,1,0,67200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W09,6991,0,7461,0,91260,AT,8901064,AT,1_Age<60,COM,5099181
2021-W09,3216,0,185,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W09,47128,0,1,0,67200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W09,7632,0,1354,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W09,89031,0,12876,0,91260,AT,8901064,AT,ALL,COM,7358443
2021-W09,52461,0,2,0,67200,AT,8901064,AT,ALL,AZ,7358443
2021-W09,287,0,8,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W09,5176,0,0,0,67200,AT,8901064,AT,Age18_24,AZ,696064
2021-W09,394,0,586,0,91260,AT,8901064,AT,Age18_24,COM,696064
2021-W09,26727,0,0,0,67200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W09,3072,0,4136,0,91260,AT,8901064,AT,Age25_49,COM,3006228
2021-W09,1615,0,107,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W09,3451,0,2706,0,91260,AT,8901064,AT,Age50_59,COM,1396889
2021-W09,15137,0,1,0,67200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W09,1301,0,70,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W09,1161,0,33,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W09,4071,0,1255,0,91260,AT,8901064,AT,Age60_69,COM,1016016
2021-W09,4429,0,0,0,67200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W09,765,0,1,0,67200,AT,8901064,AT,Age70_79,AZ,769199
2021-W09,6996,0,1329,0,91260,AT,8901064,AT,Age70_79,COM,769199
2021-W09,2347,0,29,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W09,908,0,1107,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W09,70973,0,2831,0,91260,AT,8901064,AT,Age80+,COM,474047
2021-W09,139,0,0,0,67200,AT,8901064,AT,Age80+,AZ,474047
2021-W10,92194,0,21355,0,190710,AT,8901064,AT,1_Age60+,COM,2259262
2021-W10,17510,0,10,0,146400,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W10,4815,0,1626,0,49200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W10,57160,0,11,0,146400,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W10,6003,0,2041,0,49200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W10,42510,0,4764,0,190710,AT,8901064,AT,1_Age<60,COM,5099181
2021-W10,74670,0,21,0,146400,AT,8901064,AT,ALL,AZ,7358443
2021-W10,134704,0,26119,0,190710,AT,8901064,AT,ALL,COM,7358443
2021-W10,10818,0,3667,0,49200,AT,8901064,AT,ALL,MOD,7358443
2021-W10,5020,0,1,0,146400,AT,8901064,AT,Age18_24,AZ,696064
2021-W10,581,0,79,0,49200,AT,8901064,AT,Age18_24,MOD,696064
2021-W10,4785,0,283,0,190710,AT,8901064,AT,Age18_24,COM,696064
2021-W10,3411,0,1146,0,49200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W10,22809,0,2651,0,190710,AT,8901064,AT,Age25_49,COM,3006228
2021-W10,33721,0,8,0,146400,AT,8901064,AT,Age25_49,AZ,3006228
2021-W10,18306,0,2,0,146400,AT,8901064,AT,Age50_59,AZ,1396889
2021-W10,13714,0,1795,0,190710,AT,8901064,AT,Age50_59,COM,1396889
2021-W10,1982,0,816,0,49200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W10,10093,0,4,0,146400,AT,8901064,AT,Age60_69,AZ,1016016
2021-W10,14504,0,1425,0,190710,AT,8901064,AT,Age60_69,COM,1016016
2021-W10,1730,0,282,0,49200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W10,6710,0,2,0,146400,AT,8901064,AT,Age70_79,AZ,769199
2021-W10,23648,0,2607,0,190710,AT,8901064,AT,Age70_79,COM,769199
2021-W10,2714,0,393,0,49200,AT,8901064,AT,Age70_79,MOD,769199
2021-W10,54042,0,17323,0,190710,AT,8901064,AT,Age80+,COM,474047
2021-W10,707,0,4,0,146400,AT,8901064,AT,Age80+,AZ,474047
2021-W10,371,0,951,0,49200,AT,8901064,AT,Age80+,MOD,474047
2021-W11,15069,0,2317,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W11,72731,0,37621,0,93600,AT,8901064,AT,1_Age60+,COM,2259262
2021-W11,23033,0,12,0,19200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W11,14152,0,4160,0,93600,AT,8901064,AT,1_Age<60,COM,5099181
2021-W11,11768,0,1708,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W11,47322,0,26,0,19200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W11,70355,0,38,0,19200,AT,8901064,AT,ALL,AZ,7358443
2021-W11,26837,0,4025,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W11,86883,0,41781,0,93600,AT,8901064,AT,ALL,COM,7358443
2021-W11,1045,0,258,0,93600,AT,8901064,AT,Age18_24,COM,696064
2021-W11,3254,0,2,0,19200,AT,8901064,AT,Age18_24,AZ,696064
2021-W11,1215,0,88,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W11,6616,0,2183,0,93600,AT,8901064,AT,Age25_49,COM,3006228
2021-W11,5797,0,938,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W11,27215,0,14,0,19200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W11,16803,0,10,0,19200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W11,4694,0,680,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W11,6230,0,1679,0,93600,AT,8901064,AT,Age50_59,COM,1396889
2021-W11,12782,0,1830,0,93600,AT,8901064,AT,Age60_69,COM,1016016
2021-W11,4654,0,502,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W11,10696,0,6,0,19200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W11,9379,0,1,0,19200,AT,8901064,AT,Age70_79,AZ,769199
2021-W11,7272,0,584,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W11,30640,0,3500,0,93600,AT,8901064,AT,Age70_79,COM,769199
2021-W11,2958,0,5,0,19200,AT,8901064,AT,Age80+,AZ,474047
2021-W11,3143,0,1231,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W11,29309,0,32291,0,93600,AT,8901064,AT,Age80+,COM,474047
2021-W12,40463,0,77801,0,128700,AT,8901064,AT,1_Age60+,COM,2259262
2021-W12,30463,0,70,0,19200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W12,11084,0,2433,0,74400,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W12,41627,0,22,0,19200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W12,8742,0,1559,0,74400,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W12,15238,0,6620,0,128700,AT,8901064,AT,1_Age<60,COM,5099181
2021-W12,19826,0,3992,0,74400,AT,8901064,AT,ALL,MOD,7358443
2021-W12,72090,0,92,0,19200,AT,8901064,AT,ALL,AZ,7358443
2021-W12,55701,0,84421,0,128700,AT,8901064,AT,ALL,COM,7358443
2021-W12,3234,0,0,0,19200,AT,8901064,AT,Age18_24,AZ,696064
2021-W12,821,0,106,0,74400,AT,8901064,AT,Age18_24,MOD,696064
2021-W12,971,0,372,0,128700,AT,8901064,AT,Age18_24,COM,696064
2021-W12,7800,0,2933,0,128700,AT,8901064,AT,Age25_49,COM,3006228
2021-W12,4746,0,729,0,74400,AT,8901064,AT,Age25_49,MOD,3006228
2021-W12,22785,0,6,0,19200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W12,6295,0,3246,0,128700,AT,8901064,AT,Age50_59,COM,1396889
2021-W12,3146,0,718,0,74400,AT,8901064,AT,Age50_59,MOD,1396889
