YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2021-W10,16133,0,26500,0,,IT,59641488,IT,Age60_69,COM,7364364
2021-W10,4471,0,1283,0,,IT,59641488,IT,Age60_69,MOD,7364364
2021-W10,14124,0,11947,0,,IT,59641488,IT,Age70_79,COM,5968373
2021-W10,14441,0,19,0,,IT,59641488,IT,Age70_79,AZ,5968373
2021-W10,5197,0,969,0,,IT,59641488,IT,Age70_79,MOD,5968373
2021-W10,373499,0,171516,0,,IT,59641488,IT,Age80+,COM,4419703
2021-W10,5060,0,6,0,,IT,59641488,IT,Age80+,AZ,4419703
2021-W10,36010,0,8969,0,,IT,59641488,IT,Age80+,MOD,4419703
2021-W10,0,0,0,122787,,IT,59641488,IT,HCW,COM,0
2021-W10,0,0,0,26336,,IT,59641488,IT,HCW,AZ,0
2021-W10,0,0,0,8576,,IT,59641488,IT,HCW,MOD,0
2021-W10,0,0,0,8425,,IT,59641488,IT,LTCF,MOD,0
2021-W10,0,0,0,61789,,IT,59641488,IT,LTCF,COM,0
2021-W10,0,0,0,8797,,IT,59641488,IT,LTCF,AZ,0
2021-W11,1125,0,17,0,,ITF1,59641488,IT,ALL,AZ,1101145
2021-W11,19485,0,0,0,,ITI4,59641488,IT,ALL,AZ,4842550
2021-W11,166,0,262,0,,ITH2,59641488,IT,ALL,MOD,451813
2021-W11,1483,0,4365,0,,ITF4,59641488,IT,ALL,MOD,3323846
2021-W11,313,0,146,0,,ITC2,59641488,IT,ALL,MOD,105478
2021-W11,800,0,1,0,,ITC2,59641488,IT,ALL,AZ,105478
2021-W11,21806,0,7796,0,,ITG2,59641488,IT,ALL,COM,1393810
2021-W11,1039,0,9,0,,ITH2,59641488,IT,ALL,AZ,451813
2021-W11,3710,0,13,0,,ITI3,59641488,IT,ALL,AZ,1284174
2021-W11,1081,0,1339,0,,ITF6,59641488,IT,ALL,MOD,1590449
2021-W11,6259,0,12182,0,,ITH4,59641488,IT,ALL,COM,1031961
2021-W11,18273,0,31797,0,,ITF4,59641488,IT,ALL,COM,3323846
2021-W11,12531,0,11722,0,,ITF6,59641488,IT,ALL,COM,1590449
2021-W11,4920,0,3952,0,,ITH2,59641488,IT,ALL,COM,451813
2021-W11,667,0,9710,0,,ITF5,59641488,IT,ALL,COM,472505
2021-W11,161,0,260,0,,ITF5,59641488,IT,ALL,MOD,472505
2021-W11,17382,0,17830,0,,ITI1,59641488,IT,ALL,COM,3144823
2021-W11,335,0,382,0,,ITC2,59641488,IT,ALL,COM,105478
2021-W11,3781,0,4,0,,ITG2,59641488,IT,ALL,AZ,1393810
2021-W11,2471,0,6,0,,ITF6,59641488,IT,ALL,AZ,1590449
2021-W11,48913,0,36242,0,,ITG1,59641488,IT,ALL,COM,4060763
2021-W11,12759,0,56,0,,ITG1,59641488,IT,ALL,AZ,4060763
2021-W11,7629,0,6744,0,,ITI2,59641488,IT,ALL,COM,740527
2021-W11,4424,0,1,0,,ITI2,59641488,IT,ALL,AZ,740527
2021-W11,46,0,36,0,,ITI2,59641488,IT,ALL,MOD,740527
2021-W11,1962,0,1903,0,,ITC1,59641488,IT,ALL,MOD,3671695
2021-W11,11341,0,24,0,,ITH3,59641488,IT,ALL,AZ,4105614
2021-W11,41004,0,33432,0,,ITH3,59641488,IT,ALL,COM,4105614
2021-W11,2856,0,1675,0,,ITG1,59641488,IT,ALL,MOD,4060763
2021-W11,45073,0,37617,0,,ITI4,59641488,IT,ALL,COM,4842550
2021-W11,23103,0,43590,0,,ITC1,59641488,IT,ALL,COM,3671695
2021-W11,7437,0,14,0,,ITC1,59641488,IT,ALL,AZ,3671695
2021-W11,48426,0,29980,0,333600,IT,59641488,IT,ALL,MOD,50208329
2021-W11,8363,0,1968,0,,ITH5,59641488,IT,ALL,MOD,3768739
2021-W11,2934,0,2,0,,ITF4,59641488,IT,ALL,AZ,3323846
2021-W11,414736,0,453273,0,704340,IT,59641488,IT,ALL,COM,50208329
2021-W11,2153,0,6,0,,ITF2,59641488,IT,ALL,MOD,259104
2021-W11,7444,0,689,0,,ITH3,59641488,IT,ALL,MOD,4105614
2021-W11,641,0,0,1,,ITH1,59641488,IT,ALL,AZ,432245
2021-W11,5744,0,5218,0,,ITI4,59641488,IT,ALL,MOD,4842550
2021-W11,2777,0,1296,0,,ITF3,59641488,IT,ALL,MOD,4705645
2021-W11,155507,0,182,0,0,IT,59641488,IT,ALL,AZ,50208329
2021-W11,2010,0,0,0,,ITH4,59641488,IT,ALL,AZ,1031961
2021-W11,17102,0,0,0,,ITF3,59641488,IT,ALL,AZ,4705645
2021-W11,2957,0,0,0,,ITC3,59641488,IT,ALL,AZ,1319939
2021-W11,12423,0,2,0,,ITI1,59641488,IT,ALL,AZ,3144823
2021-W11,24733,0,46052,0,,ITH5,59641488,IT,ALL,COM,3768739
2021-W11,10926,0,3,0,,ITH5,59641488,IT,ALL,AZ,3768739
2021-W11,12,0,573,0,,ITH1,59641488,IT,ALL,MOD,432245
2021-W11,93,0,2647,0,,ITG2,59641488,IT,ALL,MOD,1393810
2021-W11,2550,0,3967,0,,ITH1,59641488,IT,ALL,COM,432245
2021-W11,1029,0,21255,0,,ITI3,59641488,IT,ALL,COM,1284174
2021-W11,432,0,1031,0,,ITI3,59641488,IT,ALL,MOD,1284174
2021-W11,1564,0,66,0,,ITC3,59641488,IT,ALL,MOD,1319939
2021-W11,10071,0,17103,0,,ITC3,59641488,IT,ALL,COM,1319939
2021-W11,857,0,0,0,,ITF5,59641488,IT,ALL,AZ,472505
2021-W11,1290,0,3895,0,,ITF2,59641488,IT,ALL,COM,259104
2021-W11,897,0,0,0,,ITF2,59641488,IT,ALL,AZ,259104
2021-W11,1199,0,773,0,,ITH4,59641488,IT,ALL,MOD,1031961
2021-W11,3463,0,2539,0,,ITI1,59641488,IT,ALL,MOD,3144823
2021-W11,85868,0,65129,0,,ITC4,59641488,IT,ALL,COM,8401504
2021-W11,13325,0,12391,0,,ITF1,59641488,IT,ALL,COM,1101145
2021-W11,36388,0,16,0,,ITC4,59641488,IT,ALL,AZ,8401504
2021-W11,27975,0,30485,0,,ITF3,59641488,IT,ALL,COM,4705645
2021-W11,135,0,1113,0,,ITF1,59641488,IT,ALL,MOD,1101145
2021-W11,6979,0,2075,0,,ITC4,59641488,IT,ALL,MOD,8401504
2021-W11,912,0,539,0,,IT,59641488,IT,Age18_24,MOD,4121339
2021-W11,4058,0,7457,0,,IT,59641488,IT,Age18_24,COM,4121339
2021-W11,3614,0,2,0,,IT,59641488,IT,Age18_24,AZ,4121339
2021-W11,5968,0,5366,0,,IT,59641488,IT,Age25_49,MOD,18920355
2021-W11,56149,0,74,0,,IT,59641488,IT,Age25_49,AZ,18920355
2021-W11,32558,0,45837,0,,IT,59641488,IT,Age25_49,COM,18920355
2021-W11,24348,0,25168,0,,IT,59641488,IT,Age50_59,COM,9414195
2021-W11,34627,0,44,0,,IT,59641488,IT,Age50_59,AZ,9414195
2021-W11,3954,0,2737,0,,IT,59641488,IT,Age50_59,MOD,9414195
2021-W11,27453,0,18651,0,,IT,59641488,IT,Age60_69,COM,7364364
2021-W11,20990,0,28,0,,IT,59641488,IT,Age60_69,AZ,7364364
2021-W11,3587,0,1942,0,,IT,59641488,IT,Age60_69,MOD,7364364
2021-W11,38919,0,9718,0,,IT,59641488,IT,Age70_79,COM,5968373
2021-W11,3757,0,1293,0,,IT,59641488,IT,Age70_79,MOD,5968373
2021-W11,35280,0,16,0,,IT,59641488,IT,Age70_79,AZ,5968373
2021-W11,4841,0,18,0,,IT,59641488,IT,Age80+,AZ,4419703
2021-W11,287144,0,346386,0,,IT,59641488,IT,Age80+,COM,4419703
2021-W11,30247,0,18103,0,,IT,59641488,IT,Age80+,MOD,4419703
2021-W11,0,0,0,6596,,IT,59641488,IT,HCW,AZ,0
2021-W11,0,0,0,9232,,IT,59641488,IT,HCW,MOD,0
2021-W11,0,0,0,79374,,IT,59641488,IT,HCW,COM,0
2021-W11,0,0,0,9242,,IT,59641488,IT,LTCF,MOD,0
2021-W11,0,0,0,43959,,IT,59641488,IT,LTCF,COM,0
2021-W11,0,0,0,3729,,IT,59641488,IT,LTCF,AZ,0
2021-W12,19988,0,6129,0,,ITG2,59641488,IT,ALL,COM,1393810
2021-W12,12323,0,981,0,,ITI1,59641488,IT,ALL,MOD,3144823
2021-W12,91191,0,16,0,,ITC4,59641488,IT,ALL,AZ,8401504
2021-W12,8884,0,17480,0,,ITC3,59641488,IT,ALL,COM,1319939
2021-W12,2929,0,1,30,,ITG2,59641488,IT,ALL,MOD,1393810
2021-W12,3256,0,2,0,,ITF2,59641488,IT,ALL,AZ,259104
2021-W12,3700,0,19304,0,,ITI3,59641488,IT,ALL,COM,1284174
2021-W12,39576,0,17,0,,ITH5,59641488,IT,ALL,AZ,3768739
2021-W12,961,0,1,0,,ITC2,59641488,IT,ALL,AZ,105478
2021-W12,22757,0,24841,0,,ITI1,59641488,IT,ALL,COM,3144823
2021-W12,1432,0,630,0,,ITC2,59641488,IT,ALL,COM,105478
2021-W12,58047,0,19111,0,,ITF3,59641488,IT,ALL,COM,4705645
2021-W12,63104,0,37617,0,,ITI4,59641488,IT,ALL,COM,4842550
2021-W12,28498,0,4,0,,ITI1,59641488,IT,ALL,AZ,3144823
2021-W12,8462,0,15442,0,,ITF6,59641488,IT,ALL,COM,1590449
2021-W12,19120,0,1,0,,ITC3,59641488,IT,ALL,AZ,1319939
2021-W12,1873,0,504,0,,ITC3,59641488,IT,ALL,MOD,1319939
2021-W12,1503,0,0,0,,ITF5,59641488,IT,ALL,AZ,472505
2021-W12,42090,0,39949,0,,ITH5,59641488,IT,ALL,COM,3768739
2021-W12,2675,0,1300,0,,ITF4,59641488,IT,ALL,MOD,3323846
2021-W12,11340,0,2645,0,,ITC4,59641488,IT,ALL,MOD,8401504
2021-W12,3985,0,1179,0,,ITF3,59641488,IT,ALL,MOD,4705645
2021-W12,1456,0,3,0,,ITF2,59641488,IT,ALL,MOD,259104
2021-W12,120,0,31,0,,ITC2,59641488,IT,ALL,MOD,105478
2021-W12,178,0,201,0,,ITH2,59641488,IT,ALL,MOD,451813
2021-W12,221,0,764,0,,ITH4,59641488,IT,ALL,MOD,1031961
2021-W12,3710,0,4393,0,,ITF2,59641488,IT,ALL,COM,259104
2021-W12,11354,0,2,0,,ITF4,59641488,IT,ALL,AZ,3323846
2021-W12,9311,0,11,0,,ITH4,59641488,IT,ALL,AZ,1031961
2021-W12,5860,0,0,3,,ITH1,59641488,IT,ALL,AZ,432245
2021-W12,20112,0,53,0,,ITC1,59641488,IT,ALL,AZ,3671695
2021-W12,39601,0,0,0,,ITF3,59641488,IT,ALL,AZ,4705645
2021-W12,2914,0,1224,0,,ITI3,59641488,IT,ALL,MOD,1284174
2021-W12,3772,0,3938,0,,ITH2,59641488,IT,ALL,COM,451813
2021-W12,9093,0,10450,0,,ITH4,59641488,IT,ALL,COM,1031961
2021-W12,4662,0,2917,0,,ITH5,59641488,IT,ALL,MOD,3768739
2021-W12,11584,0,5776,0,,ITI2,59641488,IT,ALL,COM,740527
2021-W12,17505,0,34595,0,,ITF4,59641488,IT,ALL,COM,3323846
2021-W12,25418,0,51628,0,,ITC1,59641488,IT,ALL,COM,3671695
2021-W12,11795,0,4,15,,ITG2,59641488,IT,ALL,AZ,1393810
2021-W12,4352,0,4816,0,,ITC1,59641488,IT,ALL,MOD,3671695
2021-W12,6638,0,28,0,,ITH2,59641488,IT,ALL,AZ,451813
2021-W12,83007,0,32365,0,333600,IT,59641488,IT,ALL,MOD,50208329
2021-W12,3131,0,23,0,,ITI2,59641488,IT,ALL,MOD,740527
2021-W12,477758,0,315,0,278400,IT,59641488,IT,ALL,AZ,50208329
2021-W12,7253,0,5362,0,,ITI4,59641488,IT,ALL,MOD,4842550
2021-W12,54175,0,0,0,,ITI4,59641488,IT,ALL,AZ,4842550
2021-W12,55144,0,30782,0,,ITH3,59641488,IT,ALL,COM,4105614
2021-W12,8856,0,14,0,,ITF6,59641488,IT,ALL,AZ,1590449
2021-W12,503750,0,441164,0,1060020,IT,59641488,IT,ALL,COM,50208329
2021-W12,363,0,654,0,,ITF5,59641488,IT,ALL,MOD,472505
2021-W12,11794,0,6413,0,,ITH3,59641488,IT,ALL,MOD,4105614
2021-W12,4507,0,0,0,,ITI2,59641488,IT,ALL,AZ,740527
2021-W12,54649,0,35341,0,,ITG1,59641488,IT,ALL,COM,4060763
2021-W12,76867,0,66828,0,,ITC4,59641488,IT,ALL,COM,8401504
2021-W12,5198,0,1612,0,,ITG1,59641488,IT,ALL,MOD,4060763
2021-W12,26881,0,43,0,,ITG1,59641488,IT,ALL,AZ,4060763
2021-W12,3795,0,532,0,,ITF5,59641488,IT,ALL,COM,472505
2021-W12,566,0,0,0,,ITH1,59641488,IT,ALL,MOD,432245
2021-W12,5179,0,959,0,,ITF6,59641488,IT,ALL,MOD,1590449
2021-W12,14975,0,23,0,,ITI3,59641488,IT,ALL,AZ,1284174
2021-W12,72527,0,63,0,,ITH3,59641488,IT,ALL,AZ,4105614
2021-W12,2009,0,3531,0,,ITH1,59641488,IT,ALL,COM,432245
2021-W12,7061,0,10,0,,ITF1,59641488,IT,ALL,AZ,1101145
2021-W12,495,0,776,0,,ITF1,59641488,IT,ALL,MOD,1101145
2021-W12,11740,0,12867,0,,ITF1,59641488,IT,ALL,COM,1101145
2021-W12,11444,0,4,0,,IT,59641488,IT,Age18_24,AZ,4121339
2021-W12,798,0,288,0,,IT,59641488,IT,Age18_24,MOD,4121339
2021-W12,5438,0,4876,0,,IT,59641488,IT,Age18_24,COM,4121339
2021-W12,6771,0,2864,0,,IT,59641488,IT,Age25_49,MOD,18920355
2021-W12,146441,0,81,0,,IT,59641488,IT,Age25_49,AZ,18920355
2021-W12,39149,0,29591,0,,IT,59641488,IT,Age25_49,COM,18920355
2021-W12,88872,0,54,0,,IT,59641488,IT,Age50_59,AZ,9414195
2021-W12,5987,0,1785,0,,IT,59641488,IT,Age50_59,MOD,9414195
2021-W12,34027,0,16754,0,,IT,59641488,IT,Age50_59,COM,9414195
2021-W12,47119,0,14304,0,,IT,59641488,IT,Age60_69,COM,7364364
2021-W12,67491,0,36,0,,IT,59641488,IT,Age60_69,AZ,7364364
2021-W12,7483,0,1562,0,,IT,59641488,IT,Age60_69,MOD,7364364
2021-W12,13559,0,1313,0,,IT,59641488,IT,Age70_79,MOD,5968373
2021-W12,146107,0,68,0,,IT,59641488,IT,Age70_79,AZ,5968373
2021-W12,84937,0,8557,0,,IT,59641488,IT,Age70_79,COM,5968373
2021-W12,17388,0,72,0,,IT,59641488,IT,Age80+,AZ,4419703
2021-W12,48400,0,24550,0,,IT,59641488,IT,Age80+,MOD,4419703
2021-W12,292705,0,367010,0,,IT,59641488,IT,Age80+,COM,4419703
2021-W12,0,0,0,21114,,IT,59641488,IT,HCW,AZ,0
2021-W12,0,0,0,55617,,IT,59641488,IT,HCW,COM,0
2021-W12,0,0,0,5062,,IT,59641488,IT,HCW,MOD,0
2021-W12,0,0,0,10543,,IT,59641488,IT,LTCF,AZ,0
2021-W12,0,0,0,34782,,IT,59641488,IT,LTCF,COM,0
2021-W12,0,0,0,6730,,IT,59641488,IT,LTCF,MOD,0
2021-W13,7311,0,2336,0,,ITF3,59641488,IT,ALL,MOD,4705645
2021-W13,36671,0,0,0,,ITF3,59641488,IT,ALL,AZ,4705645
2021-W13,7,0,0,539,,ITH1,59641488,IT,ALL,MOD,432245
2021-W13,418,0,4,0,,ITH1,59641488,IT,ALL,AZ,432245
2021-W13,4145,0,4514,0,,ITH1,59641488,IT,ALL,COM,432245
2021-W13,5450,0,971,0,,ITF1,59641488,IT,ALL,MOD,1101145
2021-W13,4398,0,7,0,,ITF1,59641488,IT,ALL,AZ,1101145
2021-W13,14571,0,10853,0,,ITF1,59641488,IT,ALL,COM,1101145
2021-W13,2530,0,1,0,,ITF2,59641488,IT,ALL,AZ,259104
2021-W13,150,0,39,0,,ITF2,59641488,IT,ALL,MOD,259104
2021-W13,4809,0,3303,0,,ITF2,59641488,IT,ALL,COM,259104
2021-W13,49999,0,25,0,,ITC4,59641488,IT,ALL,AZ,8401504
2021-W13,23196,0,16,0,,ITC4,59641488,IT,ALL,MOD,8401504
2021-W13,78646,0,70733,0,,ITC4,59641488,IT,ALL,COM,8401504
2021-W13,642720,0,409750,0,1062360,IT,59641488,IT,ALL,COM,50208329
2021-W13,115191,0,50973,0,1346400,IT,59641488,IT,ALL,MOD,50208329
2021-W13,390134,0,304,0,501600,IT,59641488,IT,ALL,AZ,50208329
2021-W13,54338,0,92,0,,ITH3,59641488,IT,ALL,AZ,4105614
2021-W13,72726,0,33392,0,,ITH3,59641488,IT,ALL,COM,4105614
2021-W13,14089,0,4302,0,,ITH3,59641488,IT,ALL,MOD,4105614
2021-W13,2390,0,5,0,,ITF5,59641488,IT,ALL,AZ,472505
2021-W13,2007,0,692,15,,ITG2,59641488,IT,ALL,MOD,1393810
2021-W13,16394,0,10884,0,,ITG2,59641488,IT,ALL,COM,1393810
2021-W13,11903,0,14,30,,ITG2,59641488,IT,ALL,AZ,1393810
2021-W13,9127,0,1863,0,,ITF5,59641488,IT,ALL,COM,472505
2021-W13,1206,0,1668,0,,ITF5,59641488,IT,ALL,MOD,472505
2021-W13,2511,0,216,0,,ITC2,59641488,IT,ALL,COM,105478
2021-W13,25038,0,30537,0,,ITF4,59641488,IT,ALL,COM,3323846
2021-W13,14521,0,5,0,,ITF4,59641488,IT,ALL,AZ,3323846
2021-W13,2881,0,1091,0,,ITF4,59641488,IT,ALL,MOD,3323846
2021-W13,1364,0,1,0,,ITC2,59641488,IT,ALL,AZ,105478
2021-W13,1334,0,2415,0,,ITI2,59641488,IT,ALL,MOD,740527
2021-W13,1818,0,8,0,,ITI2,59641488,IT,ALL,AZ,740527
2021-W13,10360,0,5809,0,,ITI2,59641488,IT,ALL,COM,740527
2021-W13,13209,0,1286,0,,ITG1,59641488,IT,ALL,MOD,4060763
2021-W13,16841,0,4,0,,ITG1,59641488,IT,ALL,AZ,4060763
2021-W13,36588,0,26724,0,,ITG1,59641488,IT,ALL,COM,4060763
2021-W13,181,0,266,0,,ITH2,59641488,IT,ALL,MOD,451813
2021-W13,4406,0,3573,0,,ITH2,59641488,IT,ALL,COM,451813
2021-W13,4990,0,28,0,,ITH2,59641488,IT,ALL,AZ,451813
2021-W13,12812,0,14,0,,ITI3,59641488,IT,ALL,AZ,1284174
2021-W13,14036,0,11680,0,,ITI3,59641488,IT,ALL,COM,1284174
2021-W13,5397,0,2619,0,,ITI3,59641488,IT,ALL,MOD,1284174
2021-W13,108,0,1,0,,ITC2,59641488,IT,ALL,MOD,105478
2021-W13,38706,0,0,0,,ITI4,59641488,IT,ALL,AZ,4842550
2021-W13,7467,0,5287,0,,ITI4,59641488,IT,ALL,MOD,4842550
2021-W13,76840,0,41150,0,,ITI4,59641488,IT,ALL,COM,4842550
2021-W13,17856,0,5165,0,,ITH4,59641488,IT,ALL,COM,1031961
2021-W13,10134,0,11,0,,ITH4,59641488,IT,ALL,AZ,1031961
2021-W13,907,0,877,0,,ITH4,59641488,IT,ALL,MOD,1031961
2021-W13,25817,0,22,0,,ITC1,59641488,IT,ALL,AZ,3671695
2021-W13,7992,0,4627,0,,ITC1,59641488,IT,ALL,MOD,3671695
2021-W13,33069,0,46089,0,,ITC1,59641488,IT,ALL,COM,3671695
2021-W13,27301,0,23,0,,ITH5,59641488,IT,ALL,AZ,3768739
2021-W13,66844,0,22168,0,,ITH5,59641488,IT,ALL,COM,3768739
2021-W13,3057,0,2552,0,,ITH5,59641488,IT,ALL,MOD,3768739
2021-W13,14951,0,3,0,,ITC3,59641488,IT,ALL,AZ,1319939
2021-W13,26394,0,14562,0,,ITC3,59641488,IT,ALL,COM,1319939
2021-W13,4733,0,825,0,,ITC3,59641488,IT,ALL,MOD,1319939
2021-W13,10704,0,2248,0,,ITI1,59641488,IT,ALL,MOD,3144823
2021-W13,48115,0,32049,0,,ITI1,59641488,IT,ALL,COM,3144823
2021-W13,47675,0,7,0,,ITI1,59641488,IT,ALL,AZ,3144823
2021-W13,3805,0,1934,0,,ITF6,59641488,IT,ALL,MOD,1590449
2021-W13,10557,0,30,0,,ITF6,59641488,IT,ALL,AZ,1590449
2021-W13,10949,0,19710,0,,ITF6,59641488,IT,ALL,COM,1590449
2021-W13,69296,0,14776,0,,ITF3,59641488,IT,ALL,COM,4705645
2021-W13,6568,0,3187,0,,IT,59641488,IT,Age18_24,COM,4121339
2021-W13,1099,0,353,0,,IT,59641488,IT,Age18_24,MOD,4121339
2021-W13,8419,0,4,0,,IT,59641488,IT,Age18_24,AZ,4121339
2021-W13,8743,0,3027,0,,IT,59641488,IT,Age25_49,MOD,18920355
2021-W13,47730,0,23239,0,,IT,59641488,IT,Age25_49,COM,18920355
2021-W13,80689,0,71,0,,IT,59641488,IT,Age25_49,AZ,18920355
2021-W13,8745,0,2103,0,,IT,59641488,IT,Age50_59,MOD,9414195
2021-W13,44278,0,15155,0,,IT,59641488,IT,Age50_59,COM,9414195
2021-W13,46946,0,34,0,,IT,59641488,IT,Age50_59,AZ,9414195
2021-W13,46777,0,39,0,,IT,59641488,IT,Age60_69,AZ,7364364
2021-W13,67913,0,13921,0,,IT,59641488,IT,Age60_69,COM,7364364
2021-W13,12079,0,5268,0,,IT,59641488,IT,Age60_69,MOD,7364364
2021-W13,128699,0,12406,0,,IT,59641488,IT,Age70_79,COM,5968373
2021-W13,28191,0,9290,0,,IT,59641488,IT,Age70_79,MOD,5968373
2021-W13,188339,0,87,0,,IT,59641488,IT,Age70_79,AZ,5968373
2021-W13,18942,0,69,0,,IT,59641488,IT,Age80+,AZ,4419703
2021-W13,56316,0,30929,0,,IT,59641488,IT,Age80+,MOD,4419703
2021-W13,347015,0,341729,0,,IT,59641488,IT,Age80+,COM,4419703
2021-W13,0,0,0,13166,,IT,59641488,IT,HCW,AZ,0
2021-W13,0,0,0,3637,,IT,59641488,IT,HCW,MOD,0
2021-W13,0,0,0,50672,,IT,59641488,IT,HCW,COM,0
2021-W13,0,0,0,5846,,IT,59641488,IT,LTCF,MOD,0
2021-W13,0,0,0,6244,,IT,59641488,IT,LTCF,AZ,0
2021-W13,0,0,0,27294,,IT,59641488,IT,LTCF,COM,0
2021-W14,8685,0,1848,0,,ITC1,59641488,IT,ALL,MOD,3671695
2021-W14,8255,0,2,0,,ITH5,59641488,IT,ALL,AZ,3768739
2021-W14,10040,0,14002,0,,ITF4,59641488,IT,ALL,COM,3323846
2021-W14,3625,0,1318,0,,ITH5,59641488,IT,ALL,MOD,3768739
2021-W14,2555,0,828,0,,ITF4,59641488,IT,ALL,MOD,3323846
2021-W14,1137,0,414,0,,ITF5,59641488,IT,ALL,COM,472505
2021-W14,5022,0,1,0,,ITG1,59641488,IT,ALL,AZ,4060763
2021-W14,23877,0,11738,0,,ITF3,59641488,IT,ALL,COM,4705645
2021-W14,20085,0,8911,0,,ITH5,59641488,IT,ALL,COM,3768739
2021-W14,1594,0,15,0,,ITF5,59641488,IT,ALL,AZ,472505
2021-W14,3656,0,2147,0,,ITF3,59641488,IT,ALL,MOD,4705645
2021-W14,11845,0,16,0,,ITC4,59641488,IT,ALL,MOD,8401504
2021-W14,23637,0,0,0,,ITF3,59641488,IT,ALL,AZ,4705645
2021-W14,5085,0,6,0,,ITI3,59641488,IT,ALL,AZ,1284174
2021-W14,1663,0,8,0,,ITH2,59641488,IT,ALL,AZ,451813
2021-W14,53468,0,40915,0,,ITC4,59641488,IT,ALL,COM,8401504
2021-W14,2337,0,2,0,,ITF6,59641488,IT,ALL,AZ,1590449
2021-W14,3689,0,1920,0,,ITF6,59641488,IT,ALL,MOD,1590449
2021-W14,4939,0,5412,0,,ITF6,59641488,IT,ALL,COM,1590449
2021-W14,316,0,0,0,,ITF2,59641488,IT,ALL,AZ,259104
2021-W14,57688,0,26525,0,,IT,59641488,IT,ALL,MOD,50208329
2021-W14,3707,0,514,0,,ITF1,59641488,IT,ALL,MOD,1101145
2021-W14,929,0,0,214,,ITH1,59641488,IT,ALL,MOD,432245
2021-W14,9107,0,2,30,,ITG2,59641488,IT,ALL,AZ,1393810
2021-W14,1911,0,0,0,,ITH1,59641488,IT,ALL,AZ,432245
2021-W14,1995,0,570,0,,ITF2,59641488,IT,ALL,COM,259104
2021-W14,3610,0,1586,0,,ITG1,59641488,IT,ALL,MOD,4060763
2021-W14,22302,0,13292,0,,ITG1,59641488,IT,ALL,COM,4060763
2021-W14,62,0,487,0,,ITH4,59641488,IT,ALL,MOD,1031961
2021-W14,264700,0,171306,0,,IT,59641488,IT,ALL,COM,50208329
2021-W14,557,0,565,0,,ITI2,59641488,IT,ALL,MOD,740527
2021-W14,1396,0,715,0,,ITH1,59641488,IT,ALL,COM,432245
2021-W14,9,0,0,0,,ITI2,59641488,IT,ALL,AZ,740527
2021-W14,11992,0,5023,0,,ITI1,59641488,IT,ALL,COM,3144823
2021-W14,2943,0,3211,0,,ITI1,59641488,IT,ALL,MOD,3144823
2021-W14,5948,0,954,0,,ITH4,59641488,IT,ALL,COM,1031961
2021-W14,8352,0,6023,0,,ITI2,59641488,IT,ALL,COM,740527
2021-W14,3738,0,8,0,,ITH4,59641488,IT,ALL,AZ,1031961
2021-W14,30535,0,10,0,,ITI1,59641488,IT,ALL,AZ,3144823
2021-W14,4052,0,5482,0,,ITG2,59641488,IT,ALL,COM,1393810
2021-W14,14628,0,591,0,,ITI3,59641488,IT,ALL,COM,1284174
2021-W14,12790,0,3,0,,ITF4,59641488,IT,ALL,AZ,3323846
2021-W14,203627,0,171,0,,IT,59641488,IT,ALL,AZ,50208329
2021-W14,213,0,104,0,,ITF5,59641488,IT,ALL,MOD,472505
2021-W14,0,0,29,0,,ITF2,59641488,IT,ALL,MOD,259104
2021-W14,2645,0,395,0,,ITC3,59641488,IT,ALL,MOD,1319939
2021-W14,17485,0,5729,0,,ITC3,59641488,IT,ALL,COM,1319939
2021-W14,2856,0,2068,0,,ITI4,59641488,IT,ALL,MOD,4842550
2021-W14,7198,0,5284,0,,ITF1,59641488,IT,ALL,COM,1101145
2021-W14,4459,0,3,0,,ITC3,59641488,IT,ALL,AZ,1319939
2021-W14,277,0,0,0,,ITC2,59641488,IT,ALL,AZ,105478
2021-W14,2678,0,716,0,,ITH3,59641488,IT,ALL,MOD,4105614
2021-W14,1135,0,209,0,,ITC2,59641488,IT,ALL,COM,105478
2021-W14,45975,0,83,0,,ITH3,59641488,IT,ALL,AZ,4105614
2021-W14,12026,0,0,0,,ITI4,59641488,IT,ALL,AZ,4842550
2021-W14,1762,0,1893,0,,ITI3,59641488,IT,ALL,MOD,1284174
2021-W14,22528,0,15905,0,,ITI4,59641488,IT,ALL,COM,4842550
2021-W14,60,0,50,0,,ITH2,59641488,IT,ALL,MOD,451813
2021-W14,802,0,7,0,,ITF1,59641488,IT,ALL,AZ,1101145
2021-W14,349,0,1,0,,ITC2,59641488,IT,ALL,MOD,105478
2021-W14,1865,0,1946,0,,ITH2,59641488,IT,ALL,COM,451813
2021-W14,9635,0,14463,0,,ITH3,59641488,IT,ALL,COM,4105614
2021-W14,1262,0,2229,15,,ITG2,59641488,IT,ALL,MOD,1393810
2021-W14,14274,0,10,0,,ITC4,59641488,IT,ALL,AZ,8401504
2021-W14,19815,0,11,0,,ITC1,59641488,IT,ALL,AZ,3671695
2021-W14,20643,0,13728,0,,ITC1,59641488,IT,ALL,COM,3671695
2021-W14,386,0,292,0,,IT,59641488,IT,Age18_24,MOD,4121339
2021-W14,3966,0,1,0,,IT,59641488,IT,Age18_24,AZ,4121339
