Country,Response_measure,date_start,date_end
Liechtenstein,MassGatherAll,12/20/2020,NA
Liechtenstein,NonEssentialShops,3/17/2020,4/27/2020
Liechtenstein,OutdoorOver100,3/13/2020,7/3/2020
Liechtenstein,OutdoorOver1000,2/28/2020,3/12/2020
Liechtenstein,PrivateGatheringRestrictions,3/16/2020,5/20/2020
Liechtenstein,PrivateGatheringRestrictions,10/19/2020,NA
Liechtenstein,RestaurantsCafes,3/17/2020,5/15/2020
Liechtenstein,RestaurantsCafes,10/24/2020,11/29/2020
Liechtenstein,RestaurantsCafes,12/20/2020,NA
Liechtenstein,RestaurantsCafesPartial,11/30/2020,12/19/2020
Liechtenstein,StayHomeGen,3/21/2020,5/18/2020
Liechtenstein,StayHomeRiskG,3/16/2020,NA
Liechtenstein,TeleworkingPartial,1/15/2021,NA
Lithuania,BanOnAllEvents,3/12/2020,5/31/2020
Lithuania,BanOnAllEvents,11/7/2020,3/5/2021
Lithuania,BanOnAllEventsPartial,3/6/2021,NA
Lithuania,ClosDaycare,3/16/2020,4/26/2020
Lithuania,ClosDaycarePartial,4/27/2020,5/27/2020
Lithuania,ClosHigh,3/16/2020,5/24/2020
Lithuania,ClosHigh,11/7/2020,NA
Lithuania,ClosHighPartial,5/25/2020,6/30/2020
Lithuania,ClosHighPartial,9/1/2020,11/6/2020
Lithuania,ClosPrim,3/16/2020,5/24/2020
Lithuania,ClosPrim,12/14/2020,3/21/2021
Lithuania,ClosPrimPartial,5/25/2020,6/23/2020
Lithuania,ClosPubAnyPartial,3/16/2020,NA
Lithuania,ClosSec,3/16/2020,5/31/2020
Lithuania,ClosSec,11/7/2020,3/21/2021
Lithuania,ClosSecPartial,6/1/2020,6/16/2020
Lithuania,ClosSecPartial,9/1/2020,11/6/2020
Lithuania,EntertainmentVenues,3/16/2020,4/26/2020
Lithuania,EntertainmentVenues,12/16/2020,3/5/2021
Lithuania,EntertainmentVenuesPartial,4/27/2020,7/17/2020
Lithuania,EntertainmentVenuesPartial,10/26/2020,12/15/2020
Lithuania,EntertainmentVenuesPartial,3/6/2021,NA
Lithuania,GymsSportsCentres,11/7/2020,NA
Lithuania,GymsSportsCentresPartial,3/16/2020,6/16/2020
Lithuania,HotelsOtherAccommodationPartial,11/7/2020,NA
Lithuania,IndoorOver100,6/1/2020,6/15/2020
Lithuania,IndoorOver1000,8/16/2020,8/31/2020
Lithuania,IndoorOver500,6/17/2020,7/31/2020
Lithuania,IndoorOver500,10/30/2020,11/6/2020
Lithuania,MasksMandatoryAllSpaces,4/10/2020,4/29/2020
Lithuania,MasksMandatoryAllSpaces,11/7/2020,2/24/2021
Lithuania,MasksMandatoryAllSpacesPartial,4/30/2020,6/16/2020
Lithuania,MasksMandatoryAllSpacesPartial,8/21/2020,11/6/2020
Lithuania,MasksMandatoryAllSpacesPartial,2/25/2021,NA
Lithuania,MasksMandatoryClosedSpacesPartial,8/1/2020,8/20/2020
Lithuania,MasksVoluntaryAllSpaces,3/23/2020,4/9/2020
Lithuania,MasksVoluntaryAllSpaces,6/16/2020,11/6/2020
Lithuania,MassGather50,3/12/2020,5/3/2020
Lithuania,MassGather50,11/7/2020,3/5/2021
Lithuania,MassGather50Partial,5/4/2020,6/16/2020
Lithuania,MassGather50Partial,3/6/2021,NA
Lithuania,MassGatherAll,3/12/2020,5/3/2020
Lithuania,MassGatherAll,7/1/2020,8/15/2020
Lithuania,MassGatherAll,11/14/2020,3/5/2021
Lithuania,MassGatherAllPartial,5/4/2020,6/30/2020
Lithuania,MassGatherAllPartial,8/16/2020,8/31/2020
Lithuania,MassGatherAllPartial,10/30/2020,11/13/2020
Lithuania,MassGatherAllPartial,3/6/2021,NA
Lithuania,NonEssentialShops,3/16/2020,4/22/2020
Lithuania,NonEssentialShops,12/16/2020,2/14/2021
Lithuania,NonEssentialShopsPartial,4/23/2020,12/15/2020
Lithuania,NonEssentialShopsPartial,2/15/2021,NA
Lithuania,OutdoorOver1000,6/17/2020,8/31/2020
Lithuania,OutdoorOver50,6/1/2020,6/16/2020
Lithuania,OutdoorOver500,10/30/2020,11/6/2020
Lithuania,PlaceOfWorship,3/16/2020,4/26/2020
Lithuania,PlaceOfWorshipPartial,4/27/2020,6/16/2020
Lithuania,PlaceOfWorshipPartial,11/7/2020,NA
Lithuania,PrivateGatheringRestrictions,11/7/2020,12/15/2020
Lithuania,PrivateGatheringRestrictionsPartial,3/19/2020,6/8/2020
Lithuania,PrivateGatheringRestrictionsPartial,10/26/2020,11/6/2020
Lithuania,RestaurantsCafes,3/16/2020,4/22/2020
Lithuania,RestaurantsCafes,11/7/2020,NA
Lithuania,RestaurantsCafesPartial,4/23/2020,11/6/2020
Lithuania,SocialCircle,12/16/2020,NA
Lithuania,StayHomeGen,3/16/2020,6/16/2020
Lithuania,StayHomeGen,11/7/2020,12/15/2020
Lithuania,StayHomeOrder,12/16/2020,NA
Lithuania,Teleworking,3/10/2020,6/15/2020
Lithuania,TeleworkingPartial,6/16/2020,NA
Luxembourg,ClosDaycare,3/16/2020,5/24/2020
Luxembourg,ClosDaycare,12/28/2020,1/10/2021
Luxembourg,ClosHigh,3/16/2020,5/24/2020
Luxembourg,ClosHigh,12/28/2020,1/10/2021
Luxembourg,ClosPrim,3/16/2020,5/24/2020
Luxembourg,ClosPrim,12/28/2020,1/10/2021
Luxembourg,ClosPubAnyPartial,3/16/2020,NA
Luxembourg,ClosSec,3/16/2020,5/4/2020
Luxembourg,ClosSec,12/28/2020,1/10/2021
Luxembourg,ClosSecPartial,5/5/2020,5/26/2020
Luxembourg,ClosureOfPublicTransportPartial,3/16/2020,6/8/2020
Luxembourg,EntertainmentVenues,3/16/2020,5/10/2020
Luxembourg,EntertainmentVenues,11/26/2020,1/10/2021
Luxembourg,EntertainmentVenuesPartial,5/11/2020,11/25/2020
Luxembourg,GymsSportsCentres,3/16/2020,5/29/2020
Luxembourg,GymsSportsCentres,11/26/2020,1/10/2021
Luxembourg,IndoorOver100,3/17/2020,5/10/2020
Luxembourg,IndoorOver100,9/22/2020,NA
Luxembourg,IndoorOver1000,3/9/2020,3/16/2020
Luxembourg,IndoorOver50,5/11/2020,9/21/2020
Luxembourg,MasksMandatoryAllSpaces,3/18/2020,4/19/2020
Luxembourg,MasksMandatoryAllSpacesPartial,6/22/2020,NA
Luxembourg,MasksMandatoryClosedSpaces,4/20/2020,NA
Luxembourg,MassGather50Partial,5/11/2020,9/21/2020
Luxembourg,MassGatherAll,3/9/2020,3/16/2020
Luxembourg,MassGatherAll,9/22/2020,NA
Luxembourg,MassGatherAllPartial,3/17/2020,9/21/2020
Luxembourg,NonEssentialShops,3/16/2020,4/19/2020
Luxembourg,NonEssentialShopsPartial,4/20/2020,5/11/2020
Luxembourg,NonEssentialShopsPartial,10/28/2020,NA
Luxembourg,OutdoorOver100,9/22/2020,NA
Luxembourg,OutdoorOver50,7/19/2020,9/21/2020
Luxembourg,OutdoorOver500,3/17/2020,7/18/2020
Luxembourg,PrivateGatheringRestrictions,3/16/2020,5/11/2020
Luxembourg,PrivateGatheringRestrictions,7/19/2020,NA
Luxembourg,RestaurantsCafes,3/16/2020,5/29/2020
Luxembourg,RestaurantsCafes,11/27/2020,NA
Luxembourg,RestaurantsCafesPartial,5/30/2020,11/26/2020
Luxembourg,StayHomeOrder,3/18/2020,4/19/2020
Luxembourg,StayHomeOrderPartial,4/20/2020,5/11/2020
Luxembourg,StayHomeOrderPartial,10/30/2020,NA
Luxembourg,StayHomeRiskG,3/12/2020,NA
Luxembourg,Teleworking,3/13/2020,NA
Malta,BanOnAllEvents,3/13/2020,NA
Malta,ClosDaycare,3/13/2020,6/30/2020
Malta,ClosHigh,3/13/2020,6/30/2020
Malta,ClosPrim,3/13/2020,6/30/2020
Malta,ClosPubAny,3/18/2020,5/21/2020
Malta,ClosPubAnyPartial,5/22/2020,NA
Malta,ClosSec,3/13/2020,6/30/2020
Malta,EntertainmentVenues,3/18/2020,5/21/2020
Malta,EntertainmentVenuesPartial,8/17/2020,NA
Malta,GymsSportsCentres,3/18/2020,6/2/2020
Malta,GymsSportsCentresPartial,6/3/2020,NA
Malta,MasksMandatoryAllSpaces,11/18/2020,NA
Malta,MasksMandatoryClosedSpaces,5/22/2020,10/17/2020
Malta,MassGather50,3/13/2020,NA
Malta,MassGatherAll,3/13/2020,NA
Malta,NonEssentialShops,3/23/2020,5/21/2020
Malta,NonEssentialShopsPartial,5/22/2020,NA
Malta,PlaceOfWorshipPartial,8/20/2020,NA
Malta,RestaurantsCafes,3/18/2020,5/21/2020
Malta,RestaurantsCafesPartial,5/22/2020,NA
Malta,StayHomeRiskG,3/28/2020,NA
Malta,Teleworking,5/8/2020,NA
Netherlands,AdaptationOfWorkplace,3/25/2020,NA
Netherlands,BanOnAllEvents,3/23/2020,5/31/2020
Netherlands,BanOnAllEvents,11/4/2020,NA
Netherlands,BanOnAllEventsPartial,10/14/2020,11/3/2020
Netherlands,ClosDaycare,3/16/2020,5/10/2020
Netherlands,ClosDaycare,12/16/2020,2/7/2021
Netherlands,ClosDaycarePartial,6/8/2020,7/1/2020
Netherlands,ClosHigh,3/12/2020,6/14/2020
Netherlands,ClosHigh,12/16/2020,NA
Netherlands,ClosHighPartial,6/15/2020,9/1/2020
Netherlands,ClosPrim,3/16/2020,5/10/2020
Netherlands,ClosPrim,12/16/2020,2/7/2021
Netherlands,ClosPrimPartial,5/11/2020,6/8/2020
Netherlands,ClosPubAny,12/15/2020,3/2/2021
Netherlands,ClosPubAnyPartial,3/12/2020,12/14/2020
Netherlands,ClosPubAnyPartial,3/3/2021,NA
Netherlands,ClosSec,3/16/2020,6/1/2020
Netherlands,ClosSec,12/16/2020,2/28/2021
Netherlands,ClosSecPartial,6/2/2020,6/30/2020
Netherlands,ClosSecPartial,3/1/2021,NA
Netherlands,ClosureOfPublicTransportPartial,3/12/2020,5/31/2020
Netherlands,EntertainmentVenues,3/12/2020,5/31/2020
Netherlands,EntertainmentVenues,11/4/2020,NA
Netherlands,EntertainmentVenuesPartial,6/1/2020,11/3/2020
Netherlands,GymsSportsCentres,3/16/2020,4/28/2020
Netherlands,GymsSportsCentres,12/15/2020,3/2/2021
Netherlands,GymsSportsCentresPartial,4/29/2020,6/30/2020
Netherlands,GymsSportsCentresPartial,10/14/2020,12/14/2020
Netherlands,GymsSportsCentresPartial,3/3/2021,NA
Netherlands,IndoorOver100,3/12/2020,3/22/2020
Netherlands,IndoorOver100,6/1/2020,9/28/2020
Netherlands,IndoorOver50,9/29/2020,10/13/2020
Netherlands,MasksMandatoryClosedSpaces,12/1/2020,NA
Netherlands,MasksMandatoryClosedSpacesPartial,6/1/2020,10/4/2020
Netherlands,MasksVoluntaryClosedSpacesPartial,10/5/2020,11/30/2020
Netherlands,MassGather50,3/23/2020,5/31/2020
Netherlands,MassGather50,9/29/2020,10/13/2020
Netherlands,MassGather50,11/4/2020,NA
Netherlands,MassGather50Partial,10/14/2020,11/3/2020
Netherlands,MassGatherAll,3/12/2020,6/30/2020
Netherlands,MassGatherAll,9/29/2020,10/13/2020
Netherlands,MassGatherAll,11/4/2020,NA
Netherlands,MassGatherAllPartial,7/1/2020,9/28/2020
Netherlands,MassGatherAllPartial,10/14/2020,11/3/2020
Netherlands,NonEssentialShops,12/15/2020,3/2/2021
Netherlands,NonEssentialShopsPartial,3/3/2021,NA
Netherlands,OutdoorOver100,3/12/2020,3/22/2020
Netherlands,OutdoorOver50,9/29/2020,10/13/2020
Netherlands,OutdoorOver500,7/1/2020,9/28/2020
Netherlands,PlaceOfWorship,3/16/2020,5/31/2020
Netherlands,PlaceOfWorshipPartial,6/1/2020,6/30/2020
Netherlands,PrivateGatheringRestrictions,3/23/2020,6/30/2020
Netherlands,PrivateGatheringRestrictions,8/18/2020,NA
Netherlands,RestaurantsCafes,3/15/2020,5/31/2020
Netherlands,RestaurantsCafes,10/14/2020,NA
Netherlands,RestaurantsCafesPartial,6/1/2020,6/30/2020
Netherlands,RestaurantsCafesPartial,9/29/2020,10/13/2020
Netherlands,StayHomeGen,3/18/2020,5/10/2020
Netherlands,StayHomeGen,12/15/2020,1/22/2021
Netherlands,StayHomeGenPartial,5/11/2020,6/1/2020
Netherlands,StayHomeGenPartial,11/4/2020,12/14/2020
Netherlands,StayHomeOrderPartial,1/23/2021,NA
Netherlands,StayHomeRiskG,3/13/2020,6/26/2020
Netherlands,Teleworking,3/12/2020,5/31/2020
Netherlands,Teleworking,8/18/2020,NA
Netherlands,TeleworkingPartial,6/1/2020,8/17/2020
Netherlands,WorkplaceClosures,3/23/2020,5/10/2020
Netherlands,WorkplaceClosures,12/15/2020,3/2/2021
Netherlands,WorkplaceClosuresPartial,3/3/2021,NA
Norway,BanOnAllEvents,3/12/2020,5/6/2020
Norway,ClosDaycare,3/12/2020,4/20/2020
Norway,ClosHigh,3/12/2020,6/14/2020
Norway,ClosHigh,1/4/2021,2/18/2021
Norway,ClosHighPartial,11/9/2020,1/3/2021
Norway,ClosHighPartial,2/19/2021,NA
Norway,ClosPrim,3/12/2020,4/26/2020
Norway,ClosPubAny,3/12/2020,5/31/2020
Norway,ClosPubAnyPartial,6/1/2020,NA
Norway,ClosSec,3/12/2020,5/11/2020
Norway,ClosSecPartial,1/4/2021,1/17/2021
Norway,EntertainmentVenues,3/12/2020,5/31/2020
Norway,EntertainmentVenuesPartial,6/1/2020,1/3/2021
Norway,GymsSportsCentres,3/12/2020,5/14/2020
Norway,GymsSportsCentres,1/3/2021,1/17/2021
Norway,GymsSportsCentresPartial,1/18/2021,NA
Norway,IndoorOver100,2/19/2021,NA
Norway,IndoorOver50,5/7/2020,6/14/2020
Norway,IndoorOver500,6/15/2020,2/18/2021
Norway,MasksVoluntaryAllSpacesPartial,8/14/2020,NA
Norway,MassGather50,3/12/2020,6/14/2020
Norway,MassGatherAll,3/12/2020,6/14/2020
Norway,MassGatherAll,10/12/2020,NA
Norway,MassGatherAllPartial,6/15/2020,10/11/2020
Norway,OutdoorOver50,5/7/2020,6/14/2020
Norway,OutdoorOver500,6/15/2020,NA
Norway,PrivateGatheringRestrictions,6/2/2020,NA
Norway,RestaurantsCafes,3/12/2020,5/31/2020
Norway,RestaurantsCafesPartial,6/1/2020,NA
Norway,StayHomeGen,11/9/2020,1/3/2021
Norway,StayHomeRiskG,3/12/2020,6/1/2020
Norway,Teleworking,3/10/2020,NA
Poland,AdaptationOfWorkplace,4/2/2020,NA
Poland,BanOnAllEvents,11/7/2020,NA
Poland,BanOnAllEventsPartial,7/17/2020,8/6/2020
Poland,ClosDaycare,3/12/2020,5/6/2020
Poland,ClosHigh,3/12/2020,5/24/2020
Poland,ClosHighPartial,5/25/2020,8/31/2020
Poland,ClosHighPartial,10/1/2020,NA
Poland,ClosPrim,3/12/2020,5/24/2020
Poland,ClosPrim,11/10/2020,1/17/2021
Poland,ClosPrim,3/20/2021,NA
Poland,ClosPrimPartial,5/25/2020,6/30/2020
Poland,ClosPrimPartial,10/24/2020,11/9/2020
Poland,ClosPrimPartial,1/18/2021,3/19/2021
Poland,ClosPubAny,3/14/2020,3/14/2020
Poland,ClosPubAnyPartial,3/15/2020,NA
Poland,ClosSec,3/12/2020,5/24/2020
Poland,ClosSec,10/24/2020,NA
Poland,ClosSecPartial,5/25/2020,6/30/2020
Poland,ClosSecPartial,9/1/2020,10/23/2020
Poland,ClosureOfPublicTransportPartial,3/15/2020,NA
Poland,EntertainmentVenues,3/14/2020,6/6/2020
Poland,EntertainmentVenues,10/24/2020,1/31/2021
Poland,EntertainmentVenues,3/20/2021,NA
Poland,EntertainmentVenuesPartial,6/7/2020,10/16/2020
Poland,EntertainmentVenuesPartial,2/1/2021,3/19/2021
Poland,GymsSportsCentres,3/14/2020,6/4/2020
Poland,GymsSportsCentres,10/17/2020,2/14/2021
Poland,GymsSportsCentres,3/20/2021,NA
Poland,GymsSportsCentresPartial,6/5/2020,8/6/2020
Poland,HotelsOtherAccommodation,3/14/2020,5/4/2020
Poland,HotelsOtherAccommodation,3/20/2021,NA
Poland,HotelsOtherAccommodationPartial,10/24/2020,3/19/2021
Poland,IndoorOver100,8/7/2020,10/22/2020
Poland,IndoorOver50,3/14/2020,5/3/2020
Poland,IndoorOver50,10/23/2020,11/6/2020
Poland,IndoorOver500,3/10/2020,3/13/2020
Poland,MasksMandatoryAllSpaces,4/16/2020,5/29/2020
Poland,MasksMandatoryAllSpaces,10/10/2020,NA
Poland,MasksMandatoryClosedSpacesPartial,5/30/2020,9/18/2020
Poland,MassGather50,3/14/2020,5/29/2020
Poland,MassGather50,10/23/2020,NA
Poland,MassGather50Partial,7/17/2020,8/6/2020
Poland,MassGatherAll,3/10/2020,6/18/2020
Poland,MassGatherAll,10/17/2020,NA
Poland,MassGatherAllPartial,6/19/2020,10/16/2020
Poland,NonEssentialShops,3/14/2020,5/17/2020
Poland,NonEssentialShops,11/7/2020,1/31/2021
Poland,NonEssentialShops,3/20/2021,NA
Poland,NonEssentialShopsPartial,2/1/2021,3/19/2021
Poland,OutdoorOver100,5/30/2020,7/16/2020
Poland,OutdoorOver50,3/14/2020,5/29/2020
Poland,OutdoorOver500,8/7/2020,10/10/2020
Poland,PlaceOfWorshipPartial,4/19/2020,5/30/2020
Poland,PlaceOfWorshipPartial,8/9/2020,NA
Poland,PrivateGatheringRestrictions,4/2/2020,5/29/2020
Poland,PrivateGatheringRestrictions,10/17/2020,NA
Poland,RestaurantsCafes,3/14/2020,5/17/2020
Poland,RestaurantsCafes,3/20/2021,NA
Poland,RestaurantsCafesPartial,5/18/2020,5/29/2020
Poland,RestaurantsCafesPartial,10/24/2020,3/19/2021
Poland,StayHomeGen,4/19/2020,5/4/2020
Poland,StayHomeOrder,3/24/2020,4/18/2020
Poland,StayHomeRiskG,3/8/2020,NA
Poland,Teleworking,3/8/2020,NA
Portugal,BanOnAllEvents,5/4/2020,11/11/2020
Portugal,ClosDaycare,3/16/2020,5/17/2020
Portugal,ClosDaycare,1/22/2021,3/14/2021
Portugal,ClosDaycarePartial,5/18/2020,5/31/2020
Portugal,ClosHigh,3/16/2020,5/17/2020
Portugal,ClosHigh,1/22/2021,NA
Portugal,ClosHighPartial,5/18/2020,9/7/2020
Portugal,ClosPrim,3/16/2020,9/14/2020
Portugal,ClosPrim,1/22/2021,3/14/2021
Portugal,ClosPubAny,3/13/2020,3/17/2020
Portugal,ClosPubAnyPartial,3/18/2020,NA
Portugal,ClosSec,3/16/2020,5/17/2020
Portugal,ClosSec,1/22/2021,NA
Portugal,ClosSecPartial,5/18/2020,9/14/2020
Portugal,ClosureOfPublicTransportPartial,3/18/2020,NA
Portugal,EntertainmentVenues,3/13/2020,5/17/2020
Portugal,EntertainmentVenues,1/15/2021,NA
Portugal,EntertainmentVenuesPartial,5/18/2020,6/1/2020
Portugal,EntertainmentVenuesPartial,11/24/2020,1/14/2021
Portugal,GymsSportsCentres,3/15/2020,5/3/2020
Portugal,GymsSportsCentres,1/15/2021,NA
Portugal,GymsSportsCentresPartial,5/4/2020,11/21/2020
Portugal,IndoorOver100,3/15/2020,5/3/2020
Portugal,MasksMandatoryAllSpaces,10/28/2020,NA
Portugal,MasksMandatoryClosedSpaces,5/4/2020,10/27/2020
Portugal,MasksVoluntaryAllSpaces,10/15/2020,10/27/2020
Portugal,MassGather50,5/4/2020,11/11/2020
Portugal,MassGatherAll,3/15/2020,11/11/2020
Portugal,NonEssentialShops,3/15/2020,5/3/2020
Portugal,NonEssentialShops,1/15/2021,NA
Portugal,NonEssentialShopsPartial,5/4/2020,11/23/2020
Portugal,OutdoorOver100,3/15/2020,5/3/2020
Portugal,PlaceOfWorship,3/13/2020,5/30/2020
Portugal,PrivateGatheringRestrictions,5/3/2020,NA
Portugal,RegionalStayHomeOrder,4/2/2020,5/3/2020
Portugal,RestaurantsCafes,3/15/2020,5/17/2020
Portugal,RestaurantsCafes,11/24/2020,NA
Portugal,RestaurantsCafesPartial,5/18/2020,11/23/2020
Portugal,StayHomeGen,3/19/2020,5/2/2020
Portugal,StayHomeOrder,1/15/2021,NA
Portugal,StayHomeRiskG,3/18/2020,5/2/2020
Portugal,Teleworking,3/16/2020,5/31/2020
Portugal,Teleworking,1/15/2021,NA
Portugal,TeleworkingPartial,6/1/2020,10/22/2020
Romania,AdaptationOfWorkplace,3/16/2020,NA
Romania,ClosDaycare,3/16/2020,6/14/2020
Romania,ClosDaycarePartial,6/15/2020,9/14/2020
Romania,ClosHigh,3/16/2020,6/14/2020
Romania,ClosHighPartial,8/31/2020,NA
Romania,ClosPrim,3/16/2020,6/14/2020
Romania,ClosPrim,11/9/2020,12/23/2020
Romania,ClosPrim,1/11/2021,2/7/2021
Romania,ClosPrimPartial,6/15/2020,9/14/2020
Romania,ClosPubAny,3/18/2020,5/13/2020
Romania,ClosPubAnyPartial,5/14/2020,NA
Romania,ClosSec,3/16/2020,6/1/2020
Romania,ClosSec,11/9/2020,12/23/2020
Romania,ClosSec,1/11/2021,2/7/2021
Romania,ClosSecPartial,6/2/2020,9/14/2020
Romania,ClosSecPartial,2/8/2021,NA
Romania,EntertainmentVenues,3/18/2020,5/13/2020
Romania,EntertainmentVenuesPartial,5/14/2020,NA
Romania,GymsSportsCentres,3/18/2020,5/30/2020
Romania,GymsSportsCentresPartial,5/31/2020,6/14/2020
Romania,HotelsOtherAccommodation,3/18/2020,5/15/2020
Romania,HotelsOtherAccommodationPartial,11/14/2020,NA
Romania,IndoorOver50,9/1/2020,NA
Romania,MasksMandatoryAllSpaces,8/1/2020,NA
Romania,MasksMandatoryClosedSpaces,5/15/2020,7/31/2020
Romania,MassGather50,9/1/2020,NA
Romania,MassGatherAll,3/18/2020,10/18/2020
Romania,MassGatherAllPartial,10/19/2020,NA
Romania,NonEssentialShops,3/22/2020,5/13/2020
Romania,NonEssentialShopsPartial,5/14/2020,6/14/2020
Romania,NonEssentialShopsPartial,11/5/2020,NA
Romania,OutdoorOver100,9/1/2020,NA
Romania,OutdoorOver500,3/18/2020,8/31/2020
Romania,PlaceOfWorship,3/18/2020,5/14/2020
Romania,PlaceOfWorshipPartial,5/15/2020,NA
Romania,PrivateGatheringRestrictions,3/22/2020,NA
Romania,RestaurantsCafes,3/18/2020,5/31/2020
Romania,RestaurantsCafesPartial,6/1/2020,NA
Romania,StayHomeOrderPartial,3/22/2020,5/13/2020
Romania,StayHomeOrderPartial,11/14/2020,NA
Romania,StayHomeRiskG,3/25/2020,5/14/2020
Romania,Teleworking,3/16/2020,NA
Slovakia,BanOnAllEvents,3/10/2020,6/3/2020
Slovakia,BanOnAllEventsPartial,11/2/2020,11/14/2020
Slovakia,BanOnAllEventsPartial,12/30/2020,NA
Slovakia,ClosDaycare,3/16/2020,5/31/2020
Slovakia,ClosDaycarePartial,6/1/2020,6/30/2020
Slovakia,ClosHigh,3/16/2020,6/9/2020
Slovakia,ClosHighPartial,6/10/2020,NA
Slovakia,ClosPrim,3/30/2020,5/31/2020
Slovakia,ClosPrimPartial,6/1/2020,6/30/2020
Slovakia,ClosPrimPartial,10/12/2020,NA
Slovakia,ClosPubAnyPartial,3/12/2020,5/20/2020
Slovakia,ClosPubAnyPartial,10/1/2020,NA
Slovakia,ClosSec,3/16/2020,5/31/2020
Slovakia,ClosSec,10/12/2020,11/15/2020
Slovakia,ClosSecPartial,6/1/2020,6/30/2020
Slovakia,ClosSecPartial,11/16/2020,NA
Slovakia,EntertainmentVenues,3/16/2020,5/20/2020
Slovakia,EntertainmentVenues,10/15/2020,11/15/2020
Slovakia,EntertainmentVenues,12/19/2020,NA
Slovakia,EntertainmentVenuesPartial,11/16/2020,12/18/2020
Slovakia,GymsSportsCentres,3/16/2020,5/20/2020
Slovakia,GymsSportsCentres,10/15/2020,11/15/2020
Slovakia,GymsSportsCentres,12/19/2020,NA
Slovakia,GymsSportsCentresPartial,11/16/2020,12/18/2020
Slovakia,HotelsOtherAccommodation,1/1/2021,1/10/2021
Slovakia,HotelsOtherAccommodationPartial,3/12/2020,5/20/2020
Slovakia,HotelsOtherAccommodationPartial,12/14/2020,12/31/2020
Slovakia,HotelsOtherAccommodationPartial,1/11/2021,NA
Slovakia,IndoorOver100,6/4/2020,6/14/2020
Slovakia,IndoorOver1000,6/15/2020,8/31/2020
Slovakia,IndoorOver500,9/1/2020,9/30/2020
Slovakia,MasksMandatoryAllSpaces,3/25/2020,6/9/2020
Slovakia,MasksMandatoryAllSpaces,10/1/2020,NA
Slovakia,MasksMandatoryClosedSpaces,6/10/2020,9/30/2020
Slovakia,MassGather50,3/10/2020,6/3/2020
Slovakia,MassGather50Partial,11/2/2020,11/14/2020
Slovakia,MassGather50Partial,12/30/2020,NA
Slovakia,MassGatherAll,3/10/2020,9/30/2020
Slovakia,MassGatherAllPartial,11/2/2020,11/14/2020
Slovakia,MassGatherAllPartial,12/30/2020,NA
Slovakia,NonEssentialShops,3/16/2020,4/21/2020
Slovakia,NonEssentialShopsPartial,4/22/2020,5/20/2020
Slovakia,NonEssentialShopsPartial,10/1/2020,NA
Slovakia,OutdoorOver100,6/4/2020,6/14/2020
Slovakia,OutdoorOver1000,6/15/2020,9/30/2020
Slovakia,PlaceOfWorshipPartial,1/1/2021,NA
Slovakia,PrivateGatheringRestrictions,10/1/2020,NA
Slovakia,RestaurantsCafes,1/1/2021,NA
Slovakia,RestaurantsCafesPartial,3/12/2020,5/20/2020
Slovakia,RestaurantsCafesPartial,10/1/2020,12/31/2020
Slovakia,StayHomeOrderPartial,11/2/2020,11/14/2020
Slovakia,StayHomeOrderPartial,12/30/2020,NA
Slovakia,Teleworking,11/2/2020,NA
Slovenia,BanOnAllEvents,10/17/2020,2/14/2021
Slovenia,ClosDaycare,3/12/2020,5/17/2020
Slovenia,ClosDaycare,10/24/2020,1/25/2021
Slovenia,ClosHigh,3/12/2020,5/17/2020
Slovenia,ClosHigh,10/24/2020,1/25/2021
Slovenia,ClosPrim,3/12/2020,6/3/2020
Slovenia,ClosPrim,10/24/2020,1/25/2021
Slovenia,ClosPrimPartial,2/2/2021,2/14/2021
Slovenia,ClosPubAny,3/14/2020,4/28/2020
Slovenia,ClosPubAnyPartial,4/29/2020,NA
Slovenia,ClosSec,3/12/2020,5/17/2020
Slovenia,ClosSec,10/19/2020,2/14/2021
Slovenia,ClosSecPartial,5/18/2020,6/24/2020
Slovenia,ClosSecPartial,2/15/2021,3/7/2021
Slovenia,ClosureOfPublicTransport,3/14/2020,4/30/2020
Slovenia,ClosureOfPublicTransport,11/16/2020,12/15/2020
Slovenia,EntertainmentVenues,3/15/2020,4/28/2020
Slovenia,EntertainmentVenuesPartial,4/29/2020,NA
Slovenia,GymsSportsCentres,3/15/2020,5/17/2020
Slovenia,GymsSportsCentresPartial,5/18/2020,6/1/2020
Slovenia,IndoorOver100,3/10/2020,5/31/2020
Slovenia,IndoorOver50,6/15/2020,7/8/2020
Slovenia,IndoorOver500,3/7/2020,3/9/2020
Slovenia,MasksMandatoryAllSpaces,3/30/2020,6/1/2020
Slovenia,MasksMandatoryAllSpacesPartial,9/19/2020,NA
Slovenia,MasksMandatoryClosedSpaces,6/25/2020,NA
Slovenia,MassGather50,5/18/2020,5/31/2020
Slovenia,MassGather50,6/15/2020,7/8/2020
Slovenia,MassGather50,10/17/2020,2/14/2021
Slovenia,MassGatherAll,3/7/2020,7/8/2020
Slovenia,MassGatherAll,10/17/2020,2/14/2021
Slovenia,NonEssentialShops,3/15/2020,4/20/2020
Slovenia,NonEssentialShops,10/24/2020,12/14/2020
Slovenia,NonEssentialShopsPartial,12/15/2020,NA
Slovenia,OutdoorOver50,5/18/2020,5/31/2020
Slovenia,OutdoorOver500,3/10/2020,3/18/2020
Slovenia,OutdoorOver500,6/1/2020,6/14/2020
Slovenia,PrivateGatheringRestrictions,3/19/2020,5/17/2020
