YearWeekISO,ReportingCountry,TargetGroup,TotalDosesSum
2021-03,MT,50-79yr,87511
2021-03,NO,50-79yr,185757
2021-03,PL,50-79yr,3266617
2021-03,PT,50-79yr,1018172
2021-03,SE,50-79yr,953908
2021-03,SI,50-79yr,275017
2021-04,AT,50-79yr,1503169
2021-04,BE,50-79yr,2441262
2021-04,BG,50-79yr,207806
2021-04,CZ,50-79yr,1905223
2021-04,DK,50-79yr,1132314
2021-04,EE,50-79yr,101800
2021-04,EL,50-79yr,1682059
2021-04,FI,50-79yr,635650
2021-04,FR,50-79yr,7325045
2021-04,HR,50-79yr,397516
2021-04,HU,50-79yr,1438377
2021-04,IE,50-79yr,1080256
2021-04,IS,50-79yr,87115
2021-04,IT,50-79yr,9383908
2021-04,LT,50-79yr,361758
2021-04,LU,50-79yr,51134
2021-04,LV,50-79yr,87647
2021-04,MT,50-79yr,129964
2021-04,NO,50-79yr,328523
2021-04,PL,50-79yr,4978426
2021-04,PT,50-79yr,1417984
2021-04,SE,50-79yr,1349565
2021-04,SI,50-79yr,363736
2021-05,AT,50-79yr,2043112
2021-05,BE,50-79yr,3359908
2021-05,BG,50-79yr,297194
2021-05,CZ,50-79yr,2487414
2021-05,DK,50-79yr,1409450
2021-05,EE,50-79yr,170384
2021-05,EL,50-79yr,2489541
2021-05,FI,50-79yr,859651
2021-05,FR,50-79yr,10232023
2021-05,HR,50-79yr,478971
2021-05,HU,50-79yr,2055280
2021-05,IE,50-79yr,1379181
2021-05,IS,50-79yr,93374
2021-05,IT,50-79yr,12722531
2021-05,LT,50-79yr,478364
2021-05,LU,50-79yr,74439
2021-05,LV,50-79yr,116266
2021-05,MT,50-79yr,182927
2021-05,NO,50-79yr,636028
2021-05,PL,50-79yr,7236082
2021-05,PT,50-79yr,1647561
2021-05,SE,50-79yr,1771753
2021-05,SI,50-79yr,443578
2021-06,AT,50-79yr,2709397
2021-06,BE,50-79yr,4536133
2021-06,BG,50-79yr,389968
2021-06,CZ,50-79yr,3146391
2021-06,DK,50-79yr,2014508
2021-06,EE,50-79yr,232070
2021-06,EL,50-79yr,3297592
2021-06,FI,50-79yr,1056025
2021-06,FR,50-79yr,13821604
2021-06,HR,50-79yr,593091
2021-06,HU,50-79yr,2515873
2021-06,IE,50-79yr,1612619
2021-06,IS,50-79yr,104764
2021-06,IT,50-79yr,15476578
2021-06,LT,50-79yr,592240
2021-06,LU,50-79yr,101349
2021-06,LV,50-79yr,143677
2021-06,MT,50-79yr,234942
2021-06,NO,50-79yr,977948
2021-06,PL,50-79yr,9314328
2021-06,PT,50-79yr,2124034
2021-06,SE,50-79yr,2257484
2021-06,SI,50-79yr,534427
2021-07,AT,50-79yr,3302454
2021-07,BE,50-79yr,5558126
2021-07,BG,50-79yr,565748
2021-07,CZ,50-79yr,3812853
2021-07,DK,50-79yr,2416930
2021-07,EE,50-79yr,315075
2021-07,EL,50-79yr,4335408
2021-07,FI,50-79yr,1339753
2021-07,FR,50-79yr,17854282
2021-07,HR,50-79yr,743919
2021-07,HU,50-79yr,3222633
2021-07,IE,50-79yr,1948789
2021-07,IS,50-79yr,134371
2021-07,IT,50-79yr,17950886
2021-07,LT,50-79yr,717949
2021-07,LU,50-79yr,133709
2021-07,LV,50-79yr,176118
2021-07,MT,50-79yr,288730
2021-07,NO,50-79yr,1318743
2021-07,PL,50-79yr,11601775
2021-07,PT,50-79yr,2697344
2021-07,SE,50-79yr,2890721
2021-07,SI,50-79yr,635405
2021-08,AT,50-79yr,4034821
2021-08,BE,50-79yr,6536600
2021-08,BG,50-79yr,915136
2021-08,CZ,50-79yr,4518073
2021-08,DK,50-79yr,2984574
2021-08,EE,50-79yr,429355
2021-08,EL,50-79yr,5467820
2021-08,FI,50-79yr,1725892
2021-08,FR,50-79yr,21813271
2021-08,HR,50-79yr,960850
2021-08,HU,50-79yr,4393121
2021-08,IE,50-79yr,2459686
2021-08,IS,50-79yr,162596
2021-08,IT,50-79yr,21104557
2021-08,LT,50-79yr,873692
2021-08,LU,50-79yr,164330
2021-08,LV,50-79yr,231225
2021-08,MT,50-79yr,364050
2021-08,NO,50-79yr,1707342
2021-08,PL,50-79yr,14124668
2021-08,PT,50-79yr,3361505
2021-08,SE,50-79yr,3483853
2021-08,SI,50-79yr,758471
2021-09,AT,50-79yr,4930040
2021-09,BE,50-79yr,7771630
2021-09,BG,50-79yr,1241477
2021-09,CZ,50-79yr,5654413
2021-09,DK,50-79yr,3598310
2021-09,EE,50-79yr,574128
2021-09,EL,50-79yr,6698743
2021-09,FI,50-79yr,2175262
2021-09,FR,50-79yr,26909265
2021-09,HR,50-79yr,1200676
2021-09,HU,50-79yr,5777469
2021-09,IE,50-79yr,2939721
2021-09,IS,50-79yr,190523
2021-09,IT,50-79yr,25809868
2021-09,LT,50-79yr,1106563
2021-09,LU,50-79yr,198067
2021-09,LV,50-79yr,303428
2021-09,MT,50-79yr,418631
2021-09,NO,50-79yr,2138523
2021-09,PL,50-79yr,16703363
2021-09,PT,50-79yr,4056779
2021-09,SE,50-79yr,4184187
2021-09,SI,50-79yr,889553
2021-10,AT,50-79yr,6390700
2021-10,BE,50-79yr,9194479
2021-10,BG,50-79yr,1468986
2021-10,CZ,50-79yr,7189639
2021-10,DK,50-79yr,4092535
2021-10,EE,50-79yr,755111
2021-10,EL,50-79yr,7911565
2021-10,FI,50-79yr,2673482
2021-10,FR,50-79yr,33183279
2021-10,HR,50-79yr,1448622
2021-10,HU,50-79yr,7559175
2021-10,IE,50-79yr,3366547
2021-10,IS,50-79yr,215981
2021-10,IT,50-79yr,31190371
2021-10,LT,50-79yr,1332634
2021-10,LU,50-79yr,244113
2021-10,LV,50-79yr,369307
2021-10,MT,50-79yr,477255
2021-10,NO,50-79yr,2521685
2021-10,PL,50-79yr,18925011
2021-10,PT,50-79yr,4667238
2021-10,SE,50-79yr,4967563
2021-10,SI,50-79yr,1085435
2021-11,AT,50-79yr,7760572
2021-11,BE,50-79yr,10788684
2021-11,BG,50-79yr,1612759
2021-11,CZ,50-79yr,8785453
2021-11,DK,50-79yr,4562049
2021-11,EE,50-79yr,916974
2021-11,EL,50-79yr,8894647
2021-11,FI,50-79yr,3184306
2021-11,FR,50-79yr,38617099
2021-11,HR,50-79yr,1713520
2021-11,HU,50-79yr,8952674
2021-11,IE,50-79yr,3696079
2021-11,IS,50-79yr,238360
2021-11,IT,50-79yr,35893258
2021-11,LT,50-79yr,1468995
2021-11,LU,50-79yr,304970
2021-11,LV,50-79yr,403468
2021-11,MT,50-79yr,551825
2021-11,NO,50-79yr,2792416
2021-11,PL,50-79yr,20925613
2021-11,PT,50-79yr,5264369
2021-11,SE,50-79yr,5662463
2021-11,SI,50-79yr,1223259
2021-12,AT,50-79yr,9148088
2021-12,BE,50-79yr,12629334
2021-12,BG,50-79yr,1870328
2021-12,CZ,50-79yr,10248117
2021-12,DK,50-79yr,5021893
2021-12,EE,50-79yr,1056832
2021-12,EL,50-79yr,9880985
2021-12,FI,50-79yr,3626371
2021-12,FR,50-79yr,45571378
2021-12,HR,50-79yr,1962309
2021-12,HU,50-79yr,10952432
2021-12,IE,50-79yr,4172753
2021-12,IS,50-79yr,280525
2021-12,IT,50-79yr,41992336
2021-12,LT,50-79yr,1724976
2021-12,LU,50-79yr,363117
2021-12,LV,50-79yr,477467
2021-12,MT,50-79yr,642905
2021-12,NO,50-79yr,3228788
2021-12,PL,50-79yr,23989335
2021-12,PT,50-79yr,6414852
2021-12,SE,50-79yr,6407203
2021-12,SI,50-79yr,1433834
2021-13,AT,50-79yr,10440470
2021-13,BE,50-79yr,14645771
2021-13,BG,50-79yr,2145275
2021-13,CZ,50-79yr,11730664
2021-13,DK,50-79yr,5522162
2021-13,EE,50-79yr,1238841
2021-13,EL,50-79yr,11212348
2021-13,FI,50-79yr,4134766
2021-13,FR,50-79yr,53456739
2021-13,HR,50-79yr,2211098
2021-13,HU,50-79yr,13663848
2021-13,IE,50-79yr,4729468
2021-13,IS,50-79yr,322849
2021-13,IT,50-79yr,48484751
2021-13,LT,50-79yr,2085262
2021-13,LU,50-79yr,432673
2021-13,LV,50-79yr,564936
2021-13,MT,50-79yr,753194
2021-13,NO,50-79yr,3641345
2021-13,PL,50-79yr,27188082
2021-13,PT,50-79yr,7337476
2021-13,SE,50-79yr,7304788
2021-13,SI,50-79yr,1657938
2021-14,AT,50-79yr,11506019
2021-14,BE,50-79yr,15455343
2021-14,CZ,50-79yr,12803067
2021-14,DK,50-79yr,5917730
2021-14,EE,50-79yr,1336917
2021-14,EL,50-79yr,12340845
2021-14,FI,50-79yr,4428447
2021-14,HR,50-79yr,2371764
2021-14,HU,50-79yr,15496705
2021-14,IE,50-79yr,4991395
2021-14,IT,50-79yr,52775117
2021-14,LT,50-79yr,2327198
2021-14,LU,50-79yr,486394
2021-14,MT,50-79yr,826933
2021-14,PL,50-79yr,28924032
2021-14,PT,50-79yr,8223517
2021-14,SE,50-79yr,7855043
2020-52,CZ,80+yr,3746
2020-52,EE,80+yr,6
2020-52,EL,80+yr,720
2020-52,FI,80+yr,48
2020-52,FR,80+yr,0
2020-52,HR,80+yr,0
2020-52,HU,80+yr,2190
2020-52,IT,80+yr,14298
2020-52,LT,80+yr,4836
2020-52,LU,80+yr,0
2020-52,MT,80+yr,114
2020-52,PL,80+yr,4427
2020-52,SE,80+yr,3928
2020-52,SI,80+yr,12064
2020-53,AT,80+yr,15020
2020-53,BE,80+yr,2382
2020-53,BG,80+yr,9478
2020-53,CZ,80+yr,43626
2020-53,DK,80+yr,93522
2020-53,EE,80+yr,38
2020-53,EL,80+yr,11833
2020-53,FI,80+yr,11076
2020-53,FR,80+yr,1170
2020-53,HR,80+yr,24558
2020-53,HU,80+yr,24803
2020-53,IE,80+yr,4075
2020-53,IS,80+yr,9897
2020-53,IT,80+yr,248251
2020-53,LT,80+yr,19492
2020-53,LU,80+yr,2094
2020-53,LV,80+yr,2704
2020-53,MT,80+yr,3381
2020-53,PL,80+yr,106233
2020-53,PT,80+yr,67032
2020-53,SE,80+yr,30508
2020-53,SI,80+yr,24888
2021-01,AT,80+yr,91342
2021-01,BE,80+yr,82835
2021-01,BG,80+yr,31527
2021-01,CZ,80+yr,161871
2021-01,DK,80+yr,224421
2021-01,EE,80+yr,388
2021-01,EL,80+yr,137972
2021-01,FI,80+yr,41560
2021-01,FR,80+yr,199014
2021-01,HR,80+yr,64661
2021-01,HU,80+yr,155798
2021-01,IE,80+yr,102677
2021-01,IT,80+yr,939039
2021-01,LT,80+yr,46909
2021-01,LU,80+yr,3905
2021-01,LV,80+yr,10290
2021-01,MT,80+yr,11028
2021-01,PL,80+yr,461416
2021-01,PT,80+yr,154939
2021-01,SE,80+yr,107594
2021-01,SI,80+yr,62784
2021-01,SK,80+yr,25533
2021-02,AT,80+yr,337615
2021-02,BE,80+yr,401480
2021-02,BG,80+yr,49451
2021-02,CY,80+yr,13831
2021-02,CZ,80+yr,410289
2021-02,DK,80+yr,334391
2021-02,EE,80+yr,2711
2021-02,EL,80+yr,286252
2021-02,FI,80+yr,121174
2021-02,FR,80+yr,954902
2021-02,HR,80+yr,110138
2021-02,HU,80+yr,316080
2021-02,IE,80+yr,248092
2021-02,IS,80+yr,17381
2021-02,IT,80+yr,2515528
2021-02,LT,80+yr,102396
2021-02,LU,80+yr,7908
2021-02,LV,80+yr,25438
2021-02,MT,80+yr,27040
2021-02,PL,80+yr,1097599
2021-02,PT,80+yr,256008
2021-02,SE,80+yr,276701
2021-02,SI,80+yr,111460
2021-02,SK,80+yr,63845
2021-03,AT,80+yr,626010
2021-03,BE,80+yr,861101
2021-03,BG,80+yr,69613
2021-03,CY,80+yr,27128
2021-03,CZ,80+yr,722560
2021-03,DK,80+yr,414083
2021-03,EE,80+yr,17294
2021-03,EL,80+yr,554686
2021-03,FI,80+yr,233760
2021-03,FR,80+yr,2559295
2021-03,HR,80+yr,163879
2021-03,HU,80+yr,431845
2021-03,IE,80+yr,392811
2021-03,IS,80+yr,36459
2021-03,IT,80+yr,3455154
2021-03,LT,80+yr,134230
2021-03,LU,80+yr,16156
2021-03,LV,80+yr,35816
2021-03,MT,80+yr,47040
2021-03,NO,80+yr,108261
2021-03,PL,80+yr,1699263
2021-03,PT,80+yr,560134
2021-03,SE,80+yr,525992
2021-03,SI,80+yr,144611
2021-03,SK,80+yr,104206
2021-04,AT,80+yr,768987
2021-04,BE,80+yr,1250177
2021-04,BG,80+yr,106881
2021-04,CY,80+yr,42373
2021-04,CZ,80+yr,985669
2021-04,DK,80+yr,590509
2021-04,EE,80+yr,53235
2021-04,EL,80+yr,900936
2021-04,FI,80+yr,341218
2021-04,FR,80+yr,4024881
2021-04,HR,80+yr,203637
2021-04,HU,80+yr,758074
2021-04,IE,80+yr,544195
2021-04,IS,80+yr,43709
2021-04,IT,80+yr,4780712
2021-04,LT,80+yr,184448
2021-04,LU,80+yr,26759
2021-04,LV,80+yr,43940
2021-04,MT,80+yr,67133
2021-04,NO,80+yr,198445
2021-04,PL,80+yr,2711493
2021-04,PT,80+yr,726349
2021-04,SE,80+yr,718142
2021-04,SI,80+yr,184143
2021-04,SK,80+yr,166055
2021-05,AT,80+yr,1051209
2021-05,BE,80+yr,1747443
2021-05,BG,80+yr,151940
2021-05,CY,80+yr,58998
2021-05,CZ,80+yr,1274085
2021-05,DK,80+yr,732410
2021-05,EE,80+yr,89489
2021-05,EL,80+yr,1322162
2021-05,FI,80+yr,451496
2021-05,FR,80+yr,5442542
2021-05,HR,80+yr,244304
2021-05,HU,80+yr,1069851
2021-05,IE,80+yr,698601
2021-05,IS,80+yr,47959
2021-05,IT,80+yr,6490979
2021-05,LT,80+yr,245931
2021-05,LU,80+yr,38814
2021-05,LV,80+yr,58379
2021-05,MT,80+yr,98569
2021-05,NO,80+yr,381959
2021-05,PL,80+yr,3821062
2021-05,PT,80+yr,843898
2021-05,SE,80+yr,934825
2021-05,SI,80+yr,234712
2021-05,SK,80+yr,252410
2021-06,AT,80+yr,1390349
2021-06,BE,80+yr,2312458
2021-06,BG,80+yr,197972
2021-06,CY,80+yr,81534
2021-06,CZ,80+yr,1630470
2021-06,DK,80+yr,1037516
2021-06,EE,80+yr,120160
2021-06,EL,80+yr,1746880
2021-06,FI,80+yr,561734
2021-06,FR,80+yr,7329138
2021-06,HR,80+yr,306361
2021-06,HU,80+yr,1292905
2021-06,IE,80+yr,811045
2021-06,IS,80+yr,52482
2021-06,IT,80+yr,7873966
2021-06,LT,80+yr,301482
2021-06,LU,80+yr,51118
2021-06,LV,80+yr,72355
2021-06,MT,80+yr,124050
2021-06,NO,80+yr,542278
2021-06,PL,80+yr,4885380
2021-06,PT,80+yr,1119439
2021-06,SE,80+yr,1186730
2021-06,SI,80+yr,282703
2021-06,SK,80+yr,347259
2021-07,AT,80+yr,1690882
2021-07,BE,80+yr,2796544
2021-07,BG,80+yr,290500
2021-07,CZ,80+yr,1968920
2021-07,DK,80+yr,1263252
2021-07,EE,80+yr,161217
2021-07,EL,80+yr,2280664
2021-07,FI,80+yr,728002
2021-07,FR,80+yr,9381637
2021-07,HR,80+yr,392336
2021-07,HU,80+yr,1682772
2021-07,IE,80+yr,1004897
2021-07,IS,80+yr,70400
2021-07,IT,80+yr,9214715
2021-07,LT,80+yr,372465
2021-07,LU,80+yr,68655
2021-07,LV,80+yr,90656
2021-07,MT,80+yr,148832
2021-07,NO,80+yr,709682
2021-07,PL,80+yr,6114933
2021-07,PT,80+yr,1419627
2021-07,SE,80+yr,1506038
2021-07,SI,80+yr,335911
2021-07,SK,80+yr,426490
2021-08,AT,80+yr,2062326
2021-08,BE,80+yr,3280368
2021-08,BG,80+yr,483527
2021-08,CZ,80+yr,2327879
2021-08,DK,80+yr,1535439
2021-08,EE,80+yr,222475
2021-08,EL,80+yr,2861012
2021-08,FI,80+yr,931622
2021-08,FR,80+yr,11352407
2021-08,HR,80+yr,518318
2021-08,HU,80+yr,2346163
2021-08,IE,80+yr,1301025
2021-08,IS,80+yr,83843
2021-08,IT,80+yr,10994053
2021-08,LT,80+yr,468995
2021-08,LU,80+yr,84608
2021-08,LV,80+yr,123677
2021-08,MT,80+yr,188003
2021-08,NO,80+yr,906578
2021-08,PL,80+yr,7369989
2021-08,PT,80+yr,1805585
2021-08,SE,80+yr,1809836
2021-08,SI,80+yr,395535
2021-08,SK,80+yr,521633
2021-09,AT,80+yr,2552186
2021-09,BE,80+yr,3906547
2021-09,BG,80+yr,643714
2021-09,CZ,80+yr,2916129
2021-09,DK,80+yr,1846244
2021-09,EE,80+yr,302834
2021-09,EL,80+yr,3484809
2021-09,FI,80+yr,1156544
2021-09,FR,80+yr,14112977
2021-09,HR,80+yr,631258
2021-09,HU,80+yr,3093408
2021-09,IE,80+yr,1514236
2021-09,IS,80+yr,100402
2021-09,IT,80+yr,13463908
2021-09,LT,80+yr,584508
2021-09,LU,80+yr,104055
2021-09,LV,80+yr,162145
2021-09,MT,80+yr,213632
2021-09,NO,80+yr,1116539
2021-09,PL,80+yr,8644237
2021-09,PT,80+yr,2142637
2021-09,SE,80+yr,2179518
2021-09,SI,80+yr,464370
2021-09,SK,80+yr,643917
2021-10,AT,80+yr,3300804
2021-10,BE,80+yr,4633334
2021-10,BG,80+yr,749162
2021-10,CZ,80+yr,3713098
2021-10,DK,80+yr,2106950
2021-10,EE,80+yr,397756
2021-10,EL,80+yr,4073537
2021-10,FI,80+yr,1400980
2021-10,FR,80+yr,17374560
2021-10,HR,80+yr,755118
2021-10,HU,80+yr,3950833
2021-10,IE,80+yr,1725848
2021-10,IS,80+yr,110350
2021-10,IT,80+yr,16273586
2021-10,LT,80+yr,697191
2021-10,LU,80+yr,130545
2021-10,LV,80+yr,192964
2021-10,MT,80+yr,244709
2021-10,NO,80+yr,1311974
2021-10,PL,80+yr,9726230
2021-10,PT,80+yr,2423098
2021-10,SE,80+yr,2614009
2021-10,SI,80+yr,568143
2021-10,SK,80+yr,770734
2021-11,AT,80+yr,3990146
2021-11,BE,80+yr,5522602
2021-11,BG,80+yr,812490
2021-11,CZ,80+yr,4514443
2021-11,DK,80+yr,2349852
2021-11,EE,80+yr,474764
2021-11,EL,80+yr,4536320
2021-11,FI,80+yr,1653066
2021-11,FR,80+yr,20006440
2021-11,HR,80+yr,887816
2021-11,HU,80+yr,4622698
2021-11,IE,80+yr,1892693
2021-11,IS,80+yr,122266
2021-11,IT,80+yr,18714185
2021-11,LT,80+yr,751127
2021-11,LU,80+yr,161593
2021-11,LV,80+yr,204498
2021-11,MT,80+yr,283624
2021-11,NO,80+yr,1434937
2021-11,PL,80+yr,10720210
2021-11,PT,80+yr,2794266
2021-11,SE,80+yr,2960200
2021-11,SI,80+yr,630186
2021-12,AT,80+yr,4698187
2021-12,BE,80+yr,6485623
2021-12,BG,80+yr,951729
2021-12,CZ,80+yr,5227639
2021-12,DK,80+yr,2573304
2021-12,EE,80+yr,545347
2021-12,EL,80+yr,5046285
2021-12,FI,80+yr,1869878
2021-12,FR,80+yr,23712164
2021-12,HR,80+yr,1008888
2021-12,HU,80+yr,5704391
2021-12,IE,80+yr,2151677
2021-12,IS,80+yr,148526
2021-12,IT,80+yr,21942561
2021-12,LT,80+yr,900487
2021-12,LU,80+yr,187541
2021-12,LV,80+yr,249692
2021-12,MT,80+yr,330528
2021-12,NO,80+yr,1667053
2021-12,PL,80+yr,12422046
2021-12,PT,80+yr,3389847
2021-12,SE,80+yr,3345787
2021-12,SI,80+yr,737478
2021-13,AT,80+yr,5339280
2021-13,BE,80+yr,7527863
2021-13,BG,80+yr,1089200
2021-13,CZ,80+yr,5965624
2021-13,DK,80+yr,2832391
2021-13,EE,80+yr,642209
2021-13,EL,80+yr,5728766
2021-13,FI,80+yr,2130884
2021-13,FR,80+yr,27683006
2021-13,HR,80+yr,1135149
2021-13,HU,80+yr,7044528
2021-13,IE,80+yr,2431753
2021-13,IS,80+yr,165386
2021-13,IT,80+yr,25293880
2021-13,LT,80+yr,1078833
2021-13,LU,80+yr,226903
2021-13,LV,80+yr,290139
2021-13,MT,80+yr,390242
2021-13,NO,80+yr,1866428
2021-13,PL,80+yr,13930414
2021-13,PT,80+yr,3829180
2021-13,SE,80+yr,3803267
2021-13,SI,80+yr,854859
2021-14,AT,80+yr,5838003
2021-14,BE,80+yr,7770009
2021-14,CZ,80+yr,6467257
2021-14,DK,80+yr,3002427
2021-14,EE,80+yr,675891
2021-14,EL,80+yr,6254763
2021-14,FI,80+yr,2240082
2021-14,HR,80+yr,1199765
2021-14,HU,80+yr,7854315
2021-14,IE,80+yr,2519178
2021-14,IT,80+yr,26848453
2021-14,LT,80+yr,1169823
2021-14,LU,80+yr,249774
2021-14,MT,80+yr,419272
2021-14,PL,80+yr,14602570
2021-14,PT,80+yr,4235002
2021-14,SE,80+yr,3982794
