year_week,country_code,age_group,new_cases
2021-12,CZ,80+yr,1305
2021-13,CZ,80+yr,1045
2020-09,DK,15-24yr,0
2020-10,DK,15-24yr,10
2020-11,DK,15-24yr,98
2020-12,DK,15-24yr,7
2020-13,DK,15-24yr,29
2020-14,DK,15-24yr,125
2020-15,DK,15-24yr,160
2020-16,DK,15-24yr,115
2020-17,DK,15-24yr,136
2020-18,DK,15-24yr,124
2020-19,DK,15-24yr,80
2020-20,DK,15-24yr,49
2020-21,DK,15-24yr,45
2020-22,DK,15-24yr,42
2020-23,DK,15-24yr,30
2020-24,DK,15-24yr,39
2020-25,DK,15-24yr,51
2020-26,DK,15-24yr,19
2020-27,DK,15-24yr,19
2020-28,DK,15-24yr,43
2020-29,DK,15-24yr,54
2020-30,DK,15-24yr,48
2020-31,DK,15-24yr,85
2020-32,DK,15-24yr,202
2020-33,DK,15-24yr,249
2020-34,DK,15-24yr,201
2020-35,DK,15-24yr,147
2020-36,DK,15-24yr,255
2020-37,DK,15-24yr,422
2020-38,DK,15-24yr,767
2020-39,DK,15-24yr,988
2020-40,DK,15-24yr,660
2020-41,DK,15-24yr,615
2020-42,DK,15-24yr,691
2020-43,DK,15-24yr,1357
2020-44,DK,15-24yr,1568
2020-45,DK,15-24yr,1387
2020-46,DK,15-24yr,1506
2020-47,DK,15-24yr,1475
2020-48,DK,15-24yr,1883
2020-49,DK,15-24yr,2997
2020-50,DK,15-24yr,4708
2020-51,DK,15-24yr,4881
2020-52,DK,15-24yr,2733
2020-53,DK,15-24yr,2253
2021-01,DK,15-24yr,1933
2021-02,DK,15-24yr,941
2021-03,DK,15-24yr,706
2021-04,DK,15-24yr,452
2021-05,DK,15-24yr,463
2021-06,DK,15-24yr,456
2021-07,DK,15-24yr,604
2021-08,DK,15-24yr,666
2021-09,DK,15-24yr,733
2021-10,DK,15-24yr,874
2021-11,DK,15-24yr,1051
2021-12,DK,15-24yr,973
2021-13,DK,15-24yr,873
2020-09,DK,25-49yr,2
2020-10,DK,25-49yr,40
2020-11,DK,25-49yr,445
2020-12,DK,25-49yr,175
2020-13,DK,25-49yr,318
2020-14,DK,25-49yr,885
2020-15,DK,25-49yr,680
2020-16,DK,25-49yr,482
2020-17,DK,25-49yr,540
2020-18,DK,25-49yr,392
2020-19,DK,25-49yr,262
2020-20,DK,25-49yr,192
2020-21,DK,25-49yr,176
2020-22,DK,25-49yr,117
2020-23,DK,25-49yr,99
2020-24,DK,25-49yr,100
2020-25,DK,25-49yr,132
2020-26,DK,25-49yr,68
2020-27,DK,25-49yr,49
2020-28,DK,25-49yr,63
2020-29,DK,25-49yr,104
2020-30,DK,25-49yr,90
2020-31,DK,25-49yr,253
2020-32,DK,25-49yr,348
2020-33,DK,25-49yr,339
2020-34,DK,25-49yr,203
2020-35,DK,25-49yr,249
2020-36,DK,25-49yr,531
2020-37,DK,25-49yr,825
2020-38,DK,25-49yr,1275
2020-39,DK,25-49yr,1257
2020-40,DK,25-49yr,1033
2020-41,DK,25-49yr,974
2020-42,DK,25-49yr,1170
2020-43,DK,25-49yr,2266
2020-44,DK,25-49yr,2972
2020-45,DK,25-49yr,2785
2020-46,DK,25-49yr,2836
2020-47,DK,25-49yr,2631
2020-48,DK,25-49yr,3233
2020-49,DK,25-49yr,4695
2020-50,DK,25-49yr,8467
2020-51,DK,25-49yr,8996
2020-52,DK,25-49yr,6281
2020-53,DK,25-49yr,5281
2021-01,DK,25-49yr,3966
2021-02,DK,25-49yr,2588
2021-03,DK,25-49yr,2003
2021-04,DK,25-49yr,1196
2021-05,DK,25-49yr,1182
2021-06,DK,25-49yr,1027
2021-07,DK,25-49yr,1359
2021-08,DK,25-49yr,1580
2021-09,DK,25-49yr,1584
2021-10,DK,25-49yr,1756
2021-11,DK,25-49yr,1943
2021-12,DK,25-49yr,1986
2021-13,DK,25-49yr,1715
2020-09,DK,80+yr,0
2020-10,DK,80+yr,4
2020-11,DK,80+yr,23
2020-12,DK,80+yr,89
2020-13,DK,80+yr,142
2020-14,DK,80+yr,210
2020-15,DK,80+yr,129
2020-16,DK,80+yr,127
2020-17,DK,80+yr,138
2020-18,DK,80+yr,78
2020-19,DK,80+yr,39
2020-20,DK,80+yr,24
2020-21,DK,80+yr,19
2020-22,DK,80+yr,23
2020-23,DK,80+yr,11
2020-24,DK,80+yr,17
2020-25,DK,80+yr,9
2020-26,DK,80+yr,15
2020-27,DK,80+yr,5
2020-28,DK,80+yr,2
2020-29,DK,80+yr,11
2020-30,DK,80+yr,5
2020-31,DK,80+yr,7
2020-32,DK,80+yr,7
2020-33,DK,80+yr,7
2020-34,DK,80+yr,8
2020-35,DK,80+yr,8
2020-36,DK,80+yr,15
2020-37,DK,80+yr,43
2020-38,DK,80+yr,71
2020-39,DK,80+yr,74
2020-40,DK,80+yr,43
2020-41,DK,80+yr,70
2020-42,DK,80+yr,77
2020-43,DK,80+yr,92
2020-44,DK,80+yr,116
2020-45,DK,80+yr,115
2020-46,DK,80+yr,141
2020-47,DK,80+yr,178
2020-48,DK,80+yr,207
2020-49,DK,80+yr,248
2020-50,DK,80+yr,463
2020-51,DK,80+yr,659
2020-52,DK,80+yr,687
2020-53,DK,80+yr,845
2021-01,DK,80+yr,690
2021-02,DK,80+yr,525
2021-03,DK,80+yr,334
2021-04,DK,80+yr,179
2021-05,DK,80+yr,139
2021-06,DK,80+yr,71
2021-07,DK,80+yr,59
2021-08,DK,80+yr,87
2021-09,DK,80+yr,70
2021-10,DK,80+yr,69
2021-11,DK,80+yr,51
2021-12,DK,80+yr,56
2021-13,DK,80+yr,53
2020-09,EE,15-24yr,0
2020-10,EE,15-24yr,0
2020-11,EE,15-24yr,14
2020-12,EE,15-24yr,10
2020-13,EE,15-24yr,746
2020-14,EE,15-24yr,20
2020-15,EE,15-24yr,12
2020-16,EE,15-24yr,33
2020-17,EE,15-24yr,14
2020-18,EE,15-24yr,9
2020-19,EE,15-24yr,4
2020-20,EE,15-24yr,6
2020-21,EE,15-24yr,5
2020-22,EE,15-24yr,7
2020-23,EE,15-24yr,8
2020-24,EE,15-24yr,4
2020-25,EE,15-24yr,0
2020-26,EE,15-24yr,0
2020-27,EE,15-24yr,1
2020-28,EE,15-24yr,1
2020-29,EE,15-24yr,1
2020-30,EE,15-24yr,3
2020-31,EE,15-24yr,19
2020-32,EE,15-24yr,27
2020-33,EE,15-24yr,10
2020-34,EE,15-24yr,14
2020-35,EE,15-24yr,7
2020-36,EE,15-24yr,32
2020-37,EE,15-24yr,18
2020-38,EE,15-24yr,28
2020-39,EE,15-24yr,56
2020-40,EE,15-24yr,31
2020-41,EE,15-24yr,22
2020-42,EE,15-24yr,15
2020-43,EE,15-24yr,39
2020-44,EE,15-24yr,64
2020-45,EE,15-24yr,211
2020-46,EE,15-24yr,287
2020-47,EE,15-24yr,361
2020-48,EE,15-24yr,321
2020-49,EE,15-24yr,343
2020-50,EE,15-24yr,341
2020-51,EE,15-24yr,396
2020-52,EE,15-24yr,363
2020-53,EE,15-24yr,365
2021-01,EE,15-24yr,503
2021-02,EE,15-24yr,432
2021-03,EE,15-24yr,409
2021-04,EE,15-24yr,380
2021-05,EE,15-24yr,414
2021-06,EE,15-24yr,602
2021-07,EE,15-24yr,752
2021-08,EE,15-24yr,1107
2021-09,EE,15-24yr,1324
2021-10,EE,15-24yr,1202
2021-11,EE,15-24yr,1175
2021-12,EE,15-24yr,955
2020-09,EE,25-49yr,1
2020-10,EE,25-49yr,7
2020-11,EE,25-49yr,126
2020-12,EE,25-49yr,58
2020-13,EE,25-49yr,2194
2020-14,EE,25-49yr,112
2020-15,EE,25-49yr,78
2020-16,EE,25-49yr,63
2020-17,EE,25-49yr,33
2020-18,EE,25-49yr,13
2020-19,EE,25-49yr,11
2020-20,EE,25-49yr,13
2020-21,EE,25-49yr,13
2020-22,EE,25-49yr,17
2020-23,EE,25-49yr,18
2020-24,EE,25-49yr,11
2020-25,EE,25-49yr,3
2020-26,EE,25-49yr,3
2020-27,EE,25-49yr,1
2020-28,EE,25-49yr,12
2020-29,EE,25-49yr,2
2020-30,EE,25-49yr,6
2020-31,EE,25-49yr,17
2020-32,EE,25-49yr,34
2020-33,EE,25-49yr,17
2020-34,EE,25-49yr,52
2020-35,EE,25-49yr,64
2020-36,EE,25-49yr,93
2020-37,EE,25-49yr,94
2020-38,EE,25-49yr,101
2020-39,EE,25-49yr,139
2020-40,EE,25-49yr,129
2020-41,EE,25-49yr,103
2020-42,EE,25-49yr,88
2020-43,EE,25-49yr,144
2020-44,EE,25-49yr,287
2020-45,EE,25-49yr,491
2020-46,EE,25-49yr,617
2020-47,EE,25-49yr,859
2020-48,EE,25-49yr,982
2020-49,EE,25-49yr,1167
2020-50,EE,25-49yr,1286
2020-51,EE,25-49yr,1498
2020-52,EE,25-49yr,1560
2020-53,EE,25-49yr,1572
2021-01,EE,25-49yr,1686
2021-02,EE,25-49yr,1347
2021-03,EE,25-49yr,1304
2021-04,EE,25-49yr,1390
2021-05,EE,25-49yr,1406
2021-06,EE,25-49yr,1783
2021-07,EE,25-49yr,2357
2021-08,EE,25-49yr,3693
2021-09,EE,25-49yr,4119
2021-10,EE,25-49yr,4281
2021-11,EE,25-49yr,4259
2021-12,EE,25-49yr,3193
2020-09,EE,80+yr,0
2020-10,EE,80+yr,0
2020-11,EE,80+yr,0
2020-12,EE,80+yr,9
2020-13,EE,80+yr,216
2020-14,EE,80+yr,61
2020-15,EE,80+yr,30
2020-16,EE,80+yr,16
2020-17,EE,80+yr,4
2020-18,EE,80+yr,12
2020-19,EE,80+yr,0
2020-20,EE,80+yr,12
2020-21,EE,80+yr,4
2020-22,EE,80+yr,3
2020-23,EE,80+yr,2
2020-24,EE,80+yr,2
2020-25,EE,80+yr,1
2020-26,EE,80+yr,0
2020-27,EE,80+yr,1
2020-28,EE,80+yr,0
2020-29,EE,80+yr,0
2020-30,EE,80+yr,0
2020-31,EE,80+yr,0
2020-32,EE,80+yr,1
2020-33,EE,80+yr,1
2020-34,EE,80+yr,1
2020-35,EE,80+yr,1
2020-36,EE,80+yr,2
2020-37,EE,80+yr,1
2020-38,EE,80+yr,5
2020-39,EE,80+yr,10
2020-40,EE,80+yr,11
2020-41,EE,80+yr,11
2020-42,EE,80+yr,8
2020-43,EE,80+yr,10
2020-44,EE,80+yr,15
2020-45,EE,80+yr,49
2020-46,EE,80+yr,41
2020-47,EE,80+yr,81
2020-48,EE,80+yr,74
2020-49,EE,80+yr,170
2020-50,EE,80+yr,155
2020-51,EE,80+yr,199
2020-52,EE,80+yr,242
2020-53,EE,80+yr,219
2021-01,EE,80+yr,338
2021-02,EE,80+yr,280
2021-03,EE,80+yr,250
2021-04,EE,80+yr,246
2021-05,EE,80+yr,269
2021-06,EE,80+yr,189
2021-07,EE,80+yr,212
2021-08,EE,80+yr,194
2021-09,EE,80+yr,300
2021-10,EE,80+yr,266
2021-11,EE,80+yr,346
2021-12,EE,80+yr,284
2020-05,FI,15-24yr,0
2020-09,FI,15-24yr,1
2020-10,FI,15-24yr,1
2020-11,FI,15-24yr,30
2020-12,FI,15-24yr,24
2020-13,FI,15-24yr,60
2020-14,FI,15-24yr,96
2020-15,FI,15-24yr,128
2020-16,FI,15-24yr,93
2020-17,FI,15-24yr,94
2020-18,FI,15-24yr,79
2020-19,FI,15-24yr,85
2020-20,FI,15-24yr,33
2020-21,FI,15-24yr,24
2020-22,FI,15-24yr,39
2020-23,FI,15-24yr,18
2020-24,FI,15-24yr,7
2020-25,FI,15-24yr,2
2020-26,FI,15-24yr,8
2020-27,FI,15-24yr,4
2020-28,FI,15-24yr,4
2020-29,FI,15-24yr,5
2020-30,FI,15-24yr,7
2020-31,FI,15-24yr,13
2020-32,FI,15-24yr,19
2020-33,FI,15-24yr,42
2020-34,FI,15-24yr,39
2020-35,FI,15-24yr,48
2020-36,FI,15-24yr,71
2020-37,FI,15-24yr,128
2020-38,FI,15-24yr,144
2020-39,FI,15-24yr,181
2020-40,FI,15-24yr,377
2020-41,FI,15-24yr,642
2020-42,FI,15-24yr,332
2020-43,FI,15-24yr,250
2020-44,FI,15-24yr,292
2020-45,FI,15-24yr,283
2020-46,FI,15-24yr,272
2020-47,FI,15-24yr,445
2020-48,FI,15-24yr,501
2020-49,FI,15-24yr,529
2020-50,FI,15-24yr,444
2020-51,FI,15-24yr,373
2020-52,FI,15-24yr,287
2020-53,FI,15-24yr,304
2021-01,FI,15-24yr,339
2021-02,FI,15-24yr,309
2021-03,FI,15-24yr,441
2021-04,FI,15-24yr,609
2021-05,FI,15-24yr,543
2021-06,FI,15-24yr,464
2021-07,FI,15-24yr,675
2021-08,FI,15-24yr,668
2021-09,FI,15-24yr,779
2021-10,FI,15-24yr,913
2021-11,FI,15-24yr,808
2021-12,FI,15-24yr,675
2021-13,FI,15-24yr,557
2020-05,FI,25-49yr,1
2020-09,FI,25-49yr,2
2020-10,FI,25-49yr,14
2020-11,FI,25-49yr,164
2020-12,FI,25-49yr,255
2020-13,FI,25-49yr,252
2020-14,FI,25-49yr,393
2020-15,FI,25-49yr,333
2020-16,FI,25-49yr,284
2020-17,FI,25-49yr,300
2020-18,FI,25-49yr,306
2020-19,FI,25-49yr,283
2020-20,FI,25-49yr,182
2020-21,FI,25-49yr,88
2020-22,FI,25-49yr,52
2020-23,FI,25-49yr,44
2020-24,FI,25-49yr,28
2020-25,FI,25-49yr,21
2020-26,FI,25-49yr,23
2020-27,FI,25-49yr,17
2020-28,FI,25-49yr,17
2020-29,FI,25-49yr,21
2020-30,FI,25-49yr,22
2020-31,FI,25-49yr,42
2020-32,FI,25-49yr,97
2020-33,FI,25-49yr,66
2020-34,FI,25-49yr,70
2020-35,FI,25-49yr,56
2020-36,FI,25-49yr,96
2020-37,FI,25-49yr,112
2020-38,FI,25-49yr,196
2020-39,FI,25-49yr,293
2020-40,FI,25-49yr,392
2020-41,FI,25-49yr,602
2020-42,FI,25-49yr,534
2020-43,FI,25-49yr,580
2020-44,FI,25-49yr,612
2020-45,FI,25-49yr,598
2020-46,FI,25-49yr,742
2020-47,FI,25-49yr,1145
2020-48,FI,25-49yr,1479
2020-49,FI,25-49yr,1266
2020-50,FI,25-49yr,1249
2020-51,FI,25-49yr,1008
2020-52,FI,25-49yr,709
2020-53,FI,25-49yr,739
2021-01,FI,25-49yr,865
2021-02,FI,25-49yr,794
2021-03,FI,25-49yr,1030
2021-04,FI,25-49yr,1110
2021-05,FI,25-49yr,1135
2021-06,FI,25-49yr,1084
2021-07,FI,25-49yr,1570
2021-08,FI,25-49yr,1751
2021-09,FI,25-49yr,1920
2021-10,FI,25-49yr,2183
2021-11,FI,25-49yr,1976
2021-12,FI,25-49yr,1777
2021-13,FI,25-49yr,1287
2020-05,FI,80+yr,0
2020-09,FI,80+yr,0
2020-10,FI,80+yr,0
2020-11,FI,80+yr,1
2020-12,FI,80+yr,10
2020-13,FI,80+yr,28
2020-14,FI,80+yr,71
2020-15,FI,80+yr,97
2020-16,FI,80+yr,97
2020-17,FI,80+yr,82
2020-18,FI,80+yr,29
2020-19,FI,80+yr,33
2020-20,FI,80+yr,23
2020-21,FI,80+yr,6
2020-22,FI,80+yr,3
2020-23,FI,80+yr,3
2020-24,FI,80+yr,0
2020-25,FI,80+yr,1
2020-26,FI,80+yr,1
2020-27,FI,80+yr,2
2020-28,FI,80+yr,1
2020-29,FI,80+yr,0
2020-30,FI,80+yr,0
2020-31,FI,80+yr,2
2020-32,FI,80+yr,3
2020-33,FI,80+yr,2
2020-34,FI,80+yr,7
2020-35,FI,80+yr,1
2020-36,FI,80+yr,4
2020-37,FI,80+yr,12
2020-38,FI,80+yr,5
2020-39,FI,80+yr,8
2020-40,FI,80+yr,8
2020-41,FI,80+yr,10
2020-42,FI,80+yr,17
2020-43,FI,80+yr,11
2020-44,FI,80+yr,16
2020-45,FI,80+yr,20
2020-46,FI,80+yr,45
2020-47,FI,80+yr,70
2020-48,FI,80+yr,62
2020-49,FI,80+yr,108
2020-50,FI,80+yr,113
2020-51,FI,80+yr,89
2020-52,FI,80+yr,51
2020-53,FI,80+yr,68
2021-01,FI,80+yr,47
2021-02,FI,80+yr,57
2021-03,FI,80+yr,55
2021-04,FI,80+yr,48
2021-05,FI,80+yr,33
2021-06,FI,80+yr,50
2021-07,FI,80+yr,49
2021-08,FI,80+yr,51
2021-09,FI,80+yr,54
2021-10,FI,80+yr,57
2021-11,FI,80+yr,64
2021-12,FI,80+yr,71
2021-13,FI,80+yr,37
2020-05,FR,15-24yr,0
2020-06,FR,15-24yr,0
2020-08,FR,15-24yr,0
2020-09,FR,15-24yr,9
2020-10,FR,15-24yr,56
2020-11,FR,15-24yr,231
2020-05,FR,25-49yr,1
2020-06,FR,25-49yr,3
2020-08,FR,25-49yr,1
2020-09,FR,25-49yr,49
2020-10,FR,25-49yr,293
2020-11,FR,25-49yr,1676
2020-05,FR,80+yr,1
2020-06,FR,80+yr,0
2020-08,FR,80+yr,1
2020-09,FR,80+yr,11
2020-10,FR,80+yr,122
2020-11,FR,80+yr,720
2020-05,DE,15-24yr,0
2020-06,DE,15-24yr,0
2020-07,DE,15-24yr,0
2020-08,DE,15-24yr,2
2020-09,DE,15-24yr,20
2020-10,DE,15-24yr,112
2020-11,DE,15-24yr,507
2020-12,DE,15-24yr,1988
2020-13,DE,15-24yr,3209
2020-14,DE,15-24yr,3322
2020-15,DE,15-24yr,2590
2020-16,DE,15-24yr,1803
2020-17,DE,15-24yr,1363
2020-18,DE,15-24yr,859
2020-19,DE,15-24yr,767
2020-20,DE,15-24yr,601
2020-21,DE,15-24yr,467
2020-22,DE,15-24yr,450
2020-23,DE,15-24yr,389
2020-24,DE,15-24yr,360
2020-25,DE,15-24yr,619
2020-26,DE,15-24yr,429
2020-27,DE,15-24yr,396
2020-28,DE,15-24yr,387
2020-29,DE,15-24yr,491
2020-30,DE,15-24yr,625
2020-31,DE,15-24yr,884
2020-32,DE,15-24yr,1287
2020-33,DE,15-24yr,1907
2020-34,DE,15-24yr,2424
2020-35,DE,15-24yr,2162
2020-36,DE,15-24yr,2020
2020-37,DE,15-24yr,2117
2020-38,DE,15-24yr,2556
2020-39,DE,15-24yr,2628
2020-40,DE,15-24yr,3071
2020-41,DE,15-24yr,4855
2020-42,DE,15-24yr,7345
2020-43,DE,15-24yr,12410
2020-44,DE,15-24yr,17615
2020-45,DE,15-24yr,20150
2020-46,DE,15-24yr,19743
2020-47,DE,15-24yr,18423
2020-48,DE,15-24yr,16403
2020-49,DE,15-24yr,16920
2020-50,DE,15-24yr,19632
2020-51,DE,15-24yr,20577
2020-52,DE,15-24yr,14950
2020-53,DE,15-24yr,13554
2021-01,DE,15-24yr,17266
2021-02,DE,15-24yr,13924
2021-03,DE,15-24yr,10644
2021-04,DE,15-24yr,8715
2021-05,DE,15-24yr,7308
2021-06,DE,15-24yr,6034
2021-07,DE,15-24yr,6589
2021-08,DE,15-24yr,7277
2021-09,DE,15-24yr,7626
2021-10,DE,15-24yr,9547
2021-11,DE,15-24yr,12435
2021-12,DE,15-24yr,15498
2020-05,DE,25-49yr,7
2020-06,DE,25-49yr,4
2020-07,DE,25-49yr,2
2020-08,DE,25-49yr,1
2020-09,DE,25-49yr,74
2020-10,DE,25-49yr,395
2020-11,DE,25-49yr,2940
2020-12,DE,25-49yr,9712
2020-13,DE,25-49yr,12963
2020-14,DE,25-49yr,12137
2020-15,DE,25-49yr,8929
2020-16,DE,25-49yr,5682
2020-17,DE,25-49yr,4156
2020-18,DE,25-49yr,2632
2020-19,DE,25-49yr,2282
2020-20,DE,25-49yr,1819
2020-21,DE,25-49yr,1444
2020-22,DE,25-49yr,1251
2020-23,DE,25-49yr,922
2020-24,DE,25-49yr,963
2020-25,DE,25-49yr,2015
2020-26,DE,25-49yr,1508
2020-27,DE,25-49yr,1234
2020-28,DE,25-49yr,1063
2020-29,DE,25-49yr,1339
2020-30,DE,25-49yr,1806
2020-31,DE,25-49yr,2128
2020-32,DE,25-49yr,2580
2020-33,DE,25-49yr,3396
2020-34,DE,25-49yr,4309
2020-35,DE,25-49yr,4055
2020-36,DE,25-49yr,4007
2020-37,DE,25-49yr,4251
2020-38,DE,25-49yr,5311
2020-39,DE,25-49yr,5505
2020-40,DE,25-49yr,6673
2020-41,DE,25-49yr,10780
2020-42,DE,25-49yr,17479
2020-43,DE,25-49yr,30536
2020-44,DE,25-49yr,44263
2020-45,DE,25-49yr,48960
2020-46,DE,25-49yr,48659
2020-47,DE,25-49yr,48149
2020-48,DE,25-49yr,44964
2020-49,DE,25-49yr,45838
2020-50,DE,25-49yr,55343
2020-51,DE,25-49yr,61800
2020-52,DE,25-49yr,48264
2020-53,DE,25-49yr,42301
2021-01,DE,25-49yr,51852
2021-02,DE,25-49yr,41133
2021-03,DE,25-49yr,32467
2021-04,DE,25-49yr,26768
2021-05,DE,25-49yr,22653
2021-06,DE,25-49yr,18200
2021-07,DE,25-49yr,19110
2021-08,DE,25-49yr,21093
2021-09,DE,25-49yr,22346
2021-10,DE,25-49yr,27812
2021-11,DE,25-49yr,35993
2021-12,DE,25-49yr,44435
2020-05,DE,80+yr,0
2020-06,DE,80+yr,0
2020-07,DE,80+yr,0
2020-08,DE,80+yr,0
2020-09,DE,80+yr,1
2020-10,DE,80+yr,19
2020-11,DE,80+yr,136
2020-12,DE,80+yr,786
2020-13,DE,80+yr,2442
2020-14,DE,80+yr,4582
2020-15,DE,80+yr,4383
2020-16,DE,80+yr,2954
2020-17,DE,80+yr,2084
2020-18,DE,80+yr,1064
2020-19,DE,80+yr,771
2020-20,DE,80+yr,568
2020-21,DE,80+yr,383
2020-22,DE,80+yr,269
2020-23,DE,80+yr,169
2020-24,DE,80+yr,159
2020-25,DE,80+yr,146
2020-26,DE,80+yr,112
2020-27,DE,80+yr,101
2020-28,DE,80+yr,71
2020-29,DE,80+yr,88
2020-30,DE,80+yr,102
2020-31,DE,80+yr,170
2020-32,DE,80+yr,136
2020-33,DE,80+yr,162
2020-34,DE,80+yr,105
2020-35,DE,80+yr,111
2020-36,DE,80+yr,109
2020-37,DE,80+yr,263
2020-38,DE,80+yr,370
2020-39,DE,80+yr,427
2020-40,DE,80+yr,597
2020-41,DE,80+yr,959
2020-42,DE,80+yr,1869
2020-43,DE,80+yr,3869
2020-44,DE,80+yr,6086
2020-45,DE,80+yr,7447
2020-46,DE,80+yr,8949
2020-47,DE,80+yr,10795
2020-48,DE,80+yr,12392
2020-49,DE,80+yr,14231
2020-50,DE,80+yr,18424
2020-51,DE,80+yr,21201
2020-52,DE,80+yr,18559
2020-53,DE,80+yr,17435
2021-01,DE,80+yr,19158
2021-02,DE,80+yr,17262
2021-03,DE,80+yr,13712
2021-04,DE,80+yr,10393
2021-05,DE,80+yr,7660
2021-06,DE,80+yr,5255
2021-07,DE,80+yr,4532
2021-08,DE,80+yr,3814
2021-09,DE,80+yr,3116
2021-10,DE,80+yr,3181
2021-11,DE,80+yr,3554
2021-12,DE,80+yr,3980
2020-09,EL,15-24yr,0
2020-10,EL,15-24yr,1
2020-11,EL,15-24yr,19
2020-12,EL,15-24yr,27
2020-13,EL,15-24yr,45
2020-14,EL,15-24yr,66
2020-15,EL,15-24yr,29
2020-16,EL,15-24yr,10
2020-17,EL,15-24yr,6
2020-18,EL,15-24yr,6
2020-19,EL,15-24yr,5
2020-20,EL,15-24yr,18
2020-21,EL,15-24yr,10
2020-22,EL,15-24yr,7
2020-23,EL,15-24yr,11
2020-24,EL,15-24yr,11
2020-25,EL,15-24yr,13
2020-26,EL,15-24yr,11
2020-27,EL,15-24yr,28
2020-28,EL,15-24yr,34
2020-29,EL,15-24yr,11
2020-30,EL,15-24yr,25
2020-31,EL,15-24yr,88
2020-32,EL,15-24yr,275
2020-33,EL,15-24yr,466
2020-34,EL,15-24yr,335
2020-35,EL,15-24yr,253
2020-36,EL,15-24yr,201
2020-37,EL,15-24yr,182
2020-38,EL,15-24yr,322
2020-39,EL,15-24yr,290
2020-40,EL,15-24yr,286
2020-41,EL,15-24yr,369
2020-42,EL,15-24yr,740
2020-43,EL,15-24yr,1464
2020-44,EL,15-24yr,2442
2020-45,EL,15-24yr,3115
2020-46,EL,15-24yr,1985
2020-47,EL,15-24yr,1318
2020-48,EL,15-24yr,975
2020-49,EL,15-24yr,909
2020-50,EL,15-24yr,688
2020-51,EL,15-24yr,549
2020-52,EL,15-24yr,443
2020-53,EL,15-24yr,502
2021-01,EL,15-24yr,489
2021-02,EL,15-24yr,321
2021-03,EL,15-24yr,287
2021-04,EL,15-24yr,476
2021-05,EL,15-24yr,615
2021-06,EL,15-24yr,834
2021-07,EL,15-24yr,863
2021-08,EL,15-24yr,1375
2021-09,EL,15-24yr,1602
2021-10,EL,15-24yr,1730
2021-11,EL,15-24yr,1749
2021-12,EL,15-24yr,2095
2021-13,EL,15-24yr,2702
2020-09,EL,25-49yr,3
2020-10,EL,25-49yr,28
2020-11,EL,25-49yr,136
2020-12,EL,25-49yr,137
2020-13,EL,25-49yr,201
2020-14,EL,25-49yr,204
2020-15,EL,25-49yr,100
2020-16,EL,25-49yr,50
2020-17,EL,25-49yr,58
2020-18,EL,25-49yr,43
2020-19,EL,25-49yr,32
2020-20,EL,25-49yr,39
2020-21,EL,25-49yr,18
2020-22,EL,25-49yr,13
2020-23,EL,25-49yr,61
2020-24,EL,25-49yr,47
2020-25,EL,25-49yr,37
2020-26,EL,25-49yr,47
2020-27,EL,25-49yr,77
2020-28,EL,25-49yr,106
2020-29,EL,25-49yr,72
2020-30,EL,25-49yr,99
2020-31,EL,25-49yr,292
2020-32,EL,25-49yr,508
2020-33,EL,25-49yr,645
2020-34,EL,25-49yr,825
2020-35,EL,25-49yr,689
2020-36,EL,25-49yr,613
2020-37,EL,25-49yr,783
2020-38,EL,25-49yr,969
2020-39,EL,25-49yr,1011
2020-40,EL,25-49yr,969
2020-41,EL,25-49yr,1038
2020-42,EL,25-49yr,1334
2020-43,EL,25-49yr,2480
2020-44,EL,25-49yr,4592
2020-45,EL,25-49yr,7060
2020-46,EL,25-49yr,7566
2020-47,EL,25-49yr,6530
2020-48,EL,25-49yr,4684
2020-49,EL,25-49yr,4150
2020-50,EL,25-49yr,3279
2020-51,EL,25-49yr,2301
2020-52,EL,25-49yr,1683
2020-53,EL,25-49yr,1854
2021-01,EL,25-49yr,1904
2021-02,EL,25-49yr,1489
2021-03,EL,25-49yr,1383
2021-04,EL,25-49yr,2274
2021-05,EL,25-49yr,3081
2021-06,EL,25-49yr,3486
2021-07,EL,25-49yr,3354
2021-08,EL,25-49yr,4911
2021-09,EL,25-49yr,5876
2021-10,EL,25-49yr,6955
2021-11,EL,25-49yr,6890
2021-12,EL,25-49yr,7351
2021-13,EL,25-49yr,8856
2020-09,EL,80+yr,0
2020-10,EL,80+yr,3
2020-11,EL,80+yr,11
2020-12,EL,80+yr,22
2020-13,EL,80+yr,34
2020-14,EL,80+yr,27
2020-15,EL,80+yr,33
2020-16,EL,80+yr,6
2020-17,EL,80+yr,22
2020-18,EL,80+yr,12
2020-19,EL,80+yr,8
2020-20,EL,80+yr,6
2020-21,EL,80+yr,1
2020-22,EL,80+yr,0
2020-23,EL,80+yr,6
2020-24,EL,80+yr,5
2020-25,EL,80+yr,5
2020-26,EL,80+yr,9
2020-27,EL,80+yr,10
2020-28,EL,80+yr,9
2020-29,EL,80+yr,9
2020-30,EL,80+yr,4
2020-31,EL,80+yr,7
2020-32,EL,80+yr,30
2020-33,EL,80+yr,77
2020-34,EL,80+yr,48
2020-35,EL,80+yr,47
2020-36,EL,80+yr,53
2020-37,EL,80+yr,40
2020-38,EL,80+yr,65
2020-39,EL,80+yr,63
2020-40,EL,80+yr,110
2020-41,EL,80+yr,99
2020-42,EL,80+yr,110
2020-43,EL,80+yr,151
