year_week,country_code,age_group,new_cases
2020-50,LV,80+yr,311
2020-51,LV,80+yr,362
2020-52,LV,80+yr,318
2020-53,LV,80+yr,424
2021-01,LV,80+yr,431
2021-02,LV,80+yr,415
2021-03,LV,80+yr,321
2021-04,LV,80+yr,315
2021-05,LV,80+yr,330
2021-06,LV,80+yr,295
2021-07,LV,80+yr,255
2021-08,LV,80+yr,229
2021-09,LV,80+yr,159
2021-10,LV,80+yr,139
2021-11,LV,80+yr,143
2021-12,LV,80+yr,169
2021-13,LV,80+yr,130
2020-09,LT,15-24yr,0
2020-11,LT,15-24yr,3
2020-12,LT,15-24yr,19
2020-13,LT,15-24yr,28
2020-14,LT,15-24yr,38
2020-15,LT,15-24yr,21
2020-16,LT,15-24yr,10
2020-17,LT,15-24yr,14
2020-18,LT,15-24yr,2
2020-19,LT,15-24yr,1
2020-20,LT,15-24yr,4
2020-21,LT,15-24yr,3
2020-22,LT,15-24yr,3
2020-23,LT,15-24yr,8
2020-24,LT,15-24yr,1
2020-25,LT,15-24yr,3
2020-26,LT,15-24yr,0
2020-27,LT,15-24yr,1
2020-28,LT,15-24yr,0
2020-29,LT,15-24yr,3
2020-30,LT,15-24yr,3
2020-31,LT,15-24yr,6
2020-32,LT,15-24yr,25
2020-33,LT,15-24yr,26
2020-34,LT,15-24yr,38
2020-35,LT,15-24yr,33
2020-36,LT,15-24yr,28
2020-37,LT,15-24yr,32
2020-38,LT,15-24yr,57
2020-39,LT,15-24yr,65
2020-42,LT,15-24yr,138
2020-43,LT,15-24yr,346
2020-44,LT,15-24yr,612
2020-45,LT,15-24yr,775
2020-46,LT,15-24yr,978
2020-47,LT,15-24yr,926
2020-48,LT,15-24yr,1068
2020-49,LT,15-24yr,1127
2020-50,LT,15-24yr,1557
2020-51,LT,15-24yr,1518
2020-52,LT,15-24yr,1481
2020-53,LT,15-24yr,1297
2021-01,LT,15-24yr,1302
2021-02,LT,15-24yr,634
2021-03,LT,15-24yr,539
2021-04,LT,15-24yr,504
2021-05,LT,15-24yr,339
2021-06,LT,15-24yr,245
2021-07,LT,15-24yr,286
2021-08,LT,15-24yr,321
2021-09,LT,15-24yr,283
2021-10,LT,15-24yr,265
2021-11,LT,15-24yr,275
2021-12,LT,15-24yr,415
2021-13,LT,15-24yr,490
2020-09,LT,25-49yr,1
2020-11,LT,25-49yr,9
2020-12,LT,25-49yr,64
2020-13,LT,25-49yr,101
2020-14,LT,25-49yr,132
2020-15,LT,25-49yr,70
2020-16,LT,25-49yr,50
2020-17,LT,25-49yr,79
2020-18,LT,25-49yr,21
2020-19,LT,25-49yr,10
2020-20,LT,25-49yr,17
2020-21,LT,25-49yr,22
2020-22,LT,25-49yr,14
2020-23,LT,25-49yr,26
2020-24,LT,25-49yr,20
2020-25,LT,25-49yr,14
2020-26,LT,25-49yr,5
2020-27,LT,25-49yr,11
2020-28,LT,25-49yr,8
2020-29,LT,25-49yr,36
2020-30,LT,25-49yr,30
2020-31,LT,25-49yr,48
2020-32,LT,25-49yr,64
2020-33,LT,25-49yr,89
2020-34,LT,25-49yr,114
2020-35,LT,25-49yr,109
2020-36,LT,25-49yr,91
2020-37,LT,25-49yr,134
2020-38,LT,25-49yr,184
2020-39,LT,25-49yr,340
2020-42,LT,25-49yr,616
2020-43,LT,25-49yr,1456
2020-44,LT,25-49yr,2578
2020-45,LT,25-49yr,2821
2020-46,LT,25-49yr,4224
2020-47,LT,25-49yr,5145
2020-48,LT,25-49yr,5440
2020-49,LT,25-49yr,5925
2020-50,LT,25-49yr,7784
2020-51,LT,25-49yr,8174
2020-52,LT,25-49yr,7636
2020-53,LT,25-49yr,6388
2021-01,LT,25-49yr,4942
2021-02,LT,25-49yr,2953
2021-03,LT,25-49yr,2510
2021-04,LT,25-49yr,2154
2021-05,LT,25-49yr,1543
2021-06,LT,25-49yr,1292
2021-07,LT,25-49yr,1269
2021-08,LT,25-49yr,1394
2021-09,LT,25-49yr,1149
2021-10,LT,25-49yr,1238
2021-11,LT,25-49yr,1417
2021-12,LT,25-49yr,2154
2021-13,LT,25-49yr,2611
2020-09,LT,80+yr,0
2020-11,LT,80+yr,0
2020-12,LT,80+yr,2
2020-13,LT,80+yr,19
2020-14,LT,80+yr,20
2020-15,LT,80+yr,15
2020-16,LT,80+yr,31
2020-17,LT,80+yr,5
2020-18,LT,80+yr,25
2020-19,LT,80+yr,20
2020-20,LT,80+yr,10
2020-21,LT,80+yr,4
2020-22,LT,80+yr,1
2020-23,LT,80+yr,1
2020-24,LT,80+yr,2
2020-25,LT,80+yr,0
2020-26,LT,80+yr,0
2020-27,LT,80+yr,1
2020-28,LT,80+yr,1
2020-29,LT,80+yr,3
2020-30,LT,80+yr,3
2020-31,LT,80+yr,3
2020-32,LT,80+yr,8
2020-33,LT,80+yr,7
2020-34,LT,80+yr,5
2020-35,LT,80+yr,7
2020-36,LT,80+yr,8
2020-37,LT,80+yr,9
2020-38,LT,80+yr,27
2020-39,LT,80+yr,19
2020-42,LT,80+yr,57
2020-43,LT,80+yr,129
2020-44,LT,80+yr,172
2020-45,LT,80+yr,326
2020-46,LT,80+yr,460
2020-47,LT,80+yr,637
2020-48,LT,80+yr,674
2020-49,LT,80+yr,852
2020-50,LT,80+yr,964
2020-51,LT,80+yr,820
2020-52,LT,80+yr,764
2020-53,LT,80+yr,785
2021-01,LT,80+yr,739
2021-02,LT,80+yr,435
2021-03,LT,80+yr,423
2021-04,LT,80+yr,376
2021-05,LT,80+yr,272
2021-06,LT,80+yr,207
2021-07,LT,80+yr,218
2021-08,LT,80+yr,213
2021-09,LT,80+yr,175
2021-10,LT,80+yr,157
2021-11,LT,80+yr,161
2021-12,LT,80+yr,172
2021-13,LT,80+yr,166
2020-09,LU,15-24yr,0
2020-10,LU,15-24yr,0
2020-11,LU,15-24yr,4
2020-12,LU,15-24yr,50
2020-13,LU,15-24yr,51
2020-14,LU,15-24yr,27
2020-15,LU,15-24yr,13
2020-16,LU,15-24yr,7
2020-17,LU,15-24yr,5
2020-18,LU,15-24yr,2
2020-19,LU,15-24yr,4
2020-20,LU,15-24yr,4
2020-21,LU,15-24yr,3
2020-22,LU,15-24yr,0
2020-23,LU,15-24yr,0
2020-24,LU,15-24yr,6
2020-25,LU,15-24yr,5
2020-26,LU,15-24yr,11
2020-27,LU,15-24yr,29
2020-28,LU,15-24yr,44
2020-29,LU,15-24yr,40
2020-30,LU,15-24yr,61
2020-31,LU,15-24yr,45
2020-32,LU,15-24yr,29
2020-33,LU,15-24yr,39
2020-34,LU,15-24yr,39
2020-35,LU,15-24yr,26
2020-36,LU,15-24yr,36
2020-37,LU,15-24yr,25
2020-38,LU,15-24yr,68
2020-39,LU,15-24yr,56
2020-40,LU,15-24yr,53
2020-41,LU,15-24yr,109
2020-42,LU,15-24yr,104
2020-43,LU,15-24yr,215
2020-44,LU,15-24yr,251
2020-45,LU,15-24yr,253
2020-46,LU,15-24yr,274
2020-47,LU,15-24yr,252
2020-48,LU,15-24yr,243
2020-49,LU,15-24yr,293
2020-50,LU,15-24yr,275
2020-51,LU,15-24yr,209
2020-52,LU,15-24yr,101
2020-53,LU,15-24yr,127
2021-01,LU,15-24yr,80
2021-02,LU,15-24yr,68
2021-03,LU,15-24yr,69
2021-04,LU,15-24yr,101
2021-05,LU,15-24yr,110
2021-06,LU,15-24yr,85
2021-07,LU,15-24yr,118
2021-08,LU,15-24yr,138
2021-09,LU,15-24yr,127
2021-10,LU,15-24yr,118
2021-11,LU,15-24yr,150
2021-12,LU,15-24yr,160
2021-13,LU,15-24yr,156
2020-09,LU,25-49yr,1
2020-10,LU,25-49yr,2
2020-11,LU,25-49yr,44
2020-12,LU,25-49yr,361
2020-13,LU,25-49yr,385
2020-14,LU,25-49yr,118
2020-15,LU,25-49yr,57
2020-16,LU,25-49yr,43
2020-17,LU,25-49yr,31
2020-18,LU,25-49yr,19
2020-19,LU,25-49yr,15
2020-20,LU,25-49yr,23
2020-21,LU,25-49yr,12
2020-22,LU,25-49yr,5
2020-23,LU,25-49yr,7
2020-24,LU,25-49yr,11
2020-25,LU,25-49yr,11
2020-26,LU,25-49yr,38
2020-27,LU,25-49yr,80
2020-28,LU,25-49yr,95
2020-29,LU,25-49yr,169
2020-30,LU,25-49yr,150
2020-31,LU,25-49yr,114
2020-32,LU,25-49yr,83
2020-33,LU,25-49yr,67
2020-34,LU,25-49yr,96
2020-35,LU,25-49yr,107
2020-36,LU,25-49yr,90
2020-37,LU,25-49yr,95
2020-38,LU,25-49yr,244
2020-39,LU,25-49yr,118
2020-40,LU,25-49yr,137
2020-41,LU,25-49yr,164
2020-42,LU,25-49yr,261
2020-43,LU,25-49yr,714
2020-44,LU,25-49yr,826
2020-45,LU,25-49yr,794
2020-46,LU,25-49yr,768
2020-47,LU,25-49yr,786
2020-48,LU,25-49yr,762
2020-49,LU,25-49yr,874
2020-50,LU,25-49yr,753
2020-51,LU,25-49yr,627
2020-52,LU,25-49yr,328
2020-53,LU,25-49yr,356
2021-01,LU,25-49yr,296
2021-02,LU,25-49yr,258
2021-03,LU,25-49yr,242
2021-04,LU,25-49yr,273
2021-05,LU,25-49yr,313
2021-06,LU,25-49yr,308
2021-07,LU,25-49yr,370
2021-08,LU,25-49yr,363
2021-09,LU,25-49yr,331
2021-10,LU,25-49yr,346
2021-11,LU,25-49yr,404
2021-12,LU,25-49yr,449
2021-13,LU,25-49yr,448
2020-09,LU,80+yr,0
2020-10,LU,80+yr,0
2020-11,LU,80+yr,5
2020-12,LU,80+yr,30
2020-13,LU,80+yr,47
2020-14,LU,80+yr,33
2020-15,LU,80+yr,21
2020-16,LU,80+yr,20
2020-17,LU,80+yr,10
2020-18,LU,80+yr,7
2020-19,LU,80+yr,0
2020-20,LU,80+yr,1
2020-21,LU,80+yr,0
2020-22,LU,80+yr,0
2020-23,LU,80+yr,1
2020-24,LU,80+yr,0
2020-25,LU,80+yr,0
2020-26,LU,80+yr,0
2020-27,LU,80+yr,2
2020-28,LU,80+yr,11
2020-29,LU,80+yr,8
2020-30,LU,80+yr,14
2020-31,LU,80+yr,5
2020-32,LU,80+yr,7
2020-33,LU,80+yr,4
2020-34,LU,80+yr,16
2020-35,LU,80+yr,1
2020-36,LU,80+yr,0
2020-37,LU,80+yr,3
2020-38,LU,80+yr,8
2020-39,LU,80+yr,15
2020-40,LU,80+yr,11
2020-41,LU,80+yr,20
2020-42,LU,80+yr,35
2020-43,LU,80+yr,73
2020-44,LU,80+yr,97
2020-45,LU,80+yr,126
2020-46,LU,80+yr,104
2020-47,LU,80+yr,170
2020-48,LU,80+yr,102
2020-49,LU,80+yr,122
2020-50,LU,80+yr,120
2020-51,LU,80+yr,80
2020-52,LU,80+yr,73
2020-53,LU,80+yr,30
2021-01,LU,80+yr,28
2021-02,LU,80+yr,39
2021-03,LU,80+yr,23
2021-04,LU,80+yr,38
2021-05,LU,80+yr,27
2021-06,LU,80+yr,26
2021-07,LU,80+yr,36
2021-08,LU,80+yr,59
2021-09,LU,80+yr,47
2021-10,LU,80+yr,49
2021-11,LU,80+yr,55
2021-12,LU,80+yr,53
2021-13,LU,80+yr,17
2020-10,MT,15-24yr,0
2020-11,MT,15-24yr,10
2020-12,MT,15-24yr,8
2020-13,MT,15-24yr,12
2020-14,MT,15-24yr,12
2020-15,MT,15-24yr,13
2020-16,MT,15-24yr,12
2020-17,MT,15-24yr,5
2020-18,MT,15-24yr,9
2020-19,MT,15-24yr,2
2020-20,MT,15-24yr,9
2020-21,MT,15-24yr,9
2020-22,MT,15-24yr,0
2020-23,MT,15-24yr,1
2020-24,MT,15-24yr,2
2020-25,MT,15-24yr,1
2020-26,MT,15-24yr,0
2020-27,MT,15-24yr,0
2020-28,MT,15-24yr,0
2020-29,MT,15-24yr,0
2020-30,MT,15-24yr,13
2020-31,MT,15-24yr,90
2020-32,MT,15-24yr,61
2020-33,MT,15-24yr,71
2020-34,MT,15-24yr,55
2020-35,MT,15-24yr,54
2020-36,MT,15-24yr,32
2020-37,MT,15-24yr,35
2020-38,MT,15-24yr,39
2020-39,MT,15-24yr,31
2020-40,MT,15-24yr,56
2020-41,MT,15-24yr,81
2020-42,MT,15-24yr,164
2020-43,MT,15-24yr,119
2020-44,MT,15-24yr,98
2020-45,MT,15-24yr,89
2020-46,MT,15-24yr,117
2020-47,MT,15-24yr,85
2020-48,MT,15-24yr,89
2020-49,MT,15-24yr,80
2020-50,MT,15-24yr,60
2020-51,MT,15-24yr,52
2020-52,MT,15-24yr,77
2020-53,MT,15-24yr,118
2021-01,MT,15-24yr,203
2021-02,MT,15-24yr,178
2021-03,MT,15-24yr,141
2021-04,MT,15-24yr,137
2021-05,MT,15-24yr,81
2021-06,MT,15-24yr,145
2021-07,MT,15-24yr,171
2021-08,MT,15-24yr,258
2021-09,MT,15-24yr,305
2021-10,MT,15-24yr,307
2021-11,MT,15-24yr,213
2021-12,MT,15-24yr,81
2021-13,MT,15-24yr,57
2020-10,MT,25-49yr,4
2020-11,MT,25-49yr,21
2020-12,MT,25-49yr,37
2020-13,MT,25-49yr,24
2020-14,MT,25-49yr,41
2020-15,MT,25-49yr,76
2020-16,MT,25-49yr,22
2020-17,MT,25-49yr,10
2020-18,MT,25-49yr,18
2020-19,MT,25-49yr,14
2020-20,MT,25-49yr,22
2020-21,MT,25-49yr,25
2020-22,MT,25-49yr,4
2020-23,MT,25-49yr,8
2020-24,MT,25-49yr,12
2020-25,MT,25-49yr,8
2020-26,MT,25-49yr,4
2020-27,MT,25-49yr,2
2020-28,MT,25-49yr,2
2020-29,MT,25-49yr,1
2020-30,MT,25-49yr,10
2020-31,MT,25-49yr,61
2020-32,MT,25-49yr,131
2020-33,MT,25-49yr,190
2020-34,MT,25-49yr,146
2020-35,MT,25-49yr,114
2020-36,MT,25-49yr,95
2020-37,MT,25-49yr,151
2020-38,MT,25-49yr,138
2020-39,MT,25-49yr,98
2020-40,MT,25-49yr,136
2020-41,MT,25-49yr,256
2020-42,MT,25-49yr,458
2020-43,MT,25-49yr,416
2020-44,MT,25-49yr,373
2020-45,MT,25-49yr,396
2020-46,MT,25-49yr,409
2020-47,MT,25-49yr,413
2020-48,MT,25-49yr,369
2020-49,MT,25-49yr,328
2020-50,MT,25-49yr,271
2020-51,MT,25-49yr,257
2020-52,MT,25-49yr,253
2020-53,MT,25-49yr,450
2021-01,MT,25-49yr,588
2021-02,MT,25-49yr,562
2021-03,MT,25-49yr,537
2021-04,MT,25-49yr,547
2021-05,MT,25-49yr,327
2021-06,MT,25-49yr,522
2021-07,MT,25-49yr,529
2021-08,MT,25-49yr,710
2021-09,MT,25-49yr,819
2021-10,MT,25-49yr,916
2021-11,MT,25-49yr,698
2021-12,MT,25-49yr,276
2021-13,MT,25-49yr,145
2020-10,MT,80+yr,0
2020-11,MT,80+yr,0
2020-12,MT,80+yr,0
2020-13,MT,80+yr,1
2020-14,MT,80+yr,2
2020-15,MT,80+yr,11
2020-16,MT,80+yr,1
2020-17,MT,80+yr,1
2020-18,MT,80+yr,0
2020-19,MT,80+yr,2
2020-20,MT,80+yr,2
2020-21,MT,80+yr,2
2020-22,MT,80+yr,0
2020-23,MT,80+yr,0
2020-24,MT,80+yr,2
2020-25,MT,80+yr,0
2020-26,MT,80+yr,0
2020-27,MT,80+yr,0
2020-28,MT,80+yr,0
2020-29,MT,80+yr,0
2020-30,MT,80+yr,0
2020-31,MT,80+yr,1
2020-32,MT,80+yr,4
2020-33,MT,80+yr,2
2020-34,MT,80+yr,14
2020-35,MT,80+yr,11
2020-36,MT,80+yr,17
2020-37,MT,80+yr,41
2020-38,MT,80+yr,66
2020-39,MT,80+yr,17
2020-40,MT,80+yr,21
2020-41,MT,80+yr,13
2020-42,MT,80+yr,17
2020-43,MT,80+yr,23
2020-44,MT,80+yr,49
2020-45,MT,80+yr,99
2020-46,MT,80+yr,25
2020-47,MT,80+yr,26
2020-48,MT,80+yr,49
2020-49,MT,80+yr,36
2020-50,MT,80+yr,17
2020-51,MT,80+yr,34
2020-52,MT,80+yr,60
2020-53,MT,80+yr,36
2021-01,MT,80+yr,53
2021-02,MT,80+yr,66
2021-03,MT,80+yr,42
2021-04,MT,80+yr,61
2021-05,MT,80+yr,34
2021-06,MT,80+yr,38
2021-07,MT,80+yr,19
2021-08,MT,80+yr,53
2021-09,MT,80+yr,54
2021-10,MT,80+yr,53
2021-11,MT,80+yr,29
2021-12,MT,80+yr,12
2021-13,MT,80+yr,4
2020-09,NL,15-24yr,1
2020-10,NL,15-24yr,11
2020-11,NL,15-24yr,41
2020-12,NL,15-24yr,60
2020-13,NL,15-24yr,151
2020-14,NL,15-24yr,242
2020-15,NL,15-24yr,399
2020-16,NL,15-24yr,496
2020-17,NL,15-24yr,372
2020-18,NL,15-24yr,210
2020-19,NL,15-24yr,154
2020-20,NL,15-24yr,89
2020-21,NL,15-24yr,130
2020-22,NL,15-24yr,137
2020-23,NL,15-24yr,138
2020-24,NL,15-24yr,176
2020-25,NL,15-24yr,118
2020-26,NL,15-24yr,75
2020-27,NL,15-24yr,74
2020-28,NL,15-24yr,85
2020-29,NL,15-24yr,166
2020-30,NL,15-24yr,271
2020-31,NL,15-24yr,478
2020-32,NL,15-24yr,870
2020-33,NL,15-24yr,1218
2020-34,NL,15-24yr,1043
2020-35,NL,15-24yr,1078
2020-36,NL,15-24yr,1451
2020-37,NL,15-24yr,2082
2020-38,NL,15-24yr,3073
2020-39,NL,15-24yr,4833
2020-40,NL,15-24yr,5935
2020-41,NL,15-24yr,8206
2020-42,NL,15-24yr,10529
2020-43,NL,15-24yr,11598
2020-44,NL,15-24yr,11950
2020-45,NL,15-24yr,8350
2020-46,NL,15-24yr,6170
2020-47,NL,15-24yr,6420
2020-48,NL,15-24yr,6214
2020-49,NL,15-24yr,7200
2020-50,NL,15-24yr,10438
2020-51,NL,15-24yr,13483
2020-52,NL,15-24yr,11880
2020-53,NL,15-24yr,9151
2021-01,NL,15-24yr,10307
2021-02,NL,15-24yr,6673
2021-03,NL,15-24yr,5773
2021-04,NL,15-24yr,4613
2021-05,NL,15-24yr,4164
2021-06,NL,15-24yr,3453
2021-07,NL,15-24yr,4199
2021-08,NL,15-24yr,5110
2021-09,NL,15-24yr,5656
2021-10,NL,15-24yr,6272
2021-11,NL,15-24yr,7338
2021-12,NL,15-24yr,8597
2020-09,NL,25-49yr,1
2020-10,NL,25-49yr,59
2020-11,NL,25-49yr,341
2020-12,NL,25-49yr,821
2020-13,NL,25-49yr,1255
2020-14,NL,25-49yr,1392
2020-15,NL,25-49yr,1937
2020-16,NL,25-49yr,2085
2020-17,NL,25-49yr,1421
2020-18,NL,25-49yr,733
2020-19,NL,25-49yr,588
2020-20,NL,25-49yr,388
2020-21,NL,25-49yr,396
2020-22,NL,25-49yr,487
2020-23,NL,25-49yr,471
2020-24,NL,25-49yr,509
2020-25,NL,25-49yr,359
2020-26,NL,25-49yr,285
2020-27,NL,25-49yr,236
2020-28,NL,25-49yr,212
2020-29,NL,25-49yr,364
2020-30,NL,25-49yr,529
2020-31,NL,25-49yr,957
2020-32,NL,25-49yr,1589
2020-33,NL,25-49yr,1899
2020-34,NL,25-49yr,1484
2020-35,NL,25-49yr,1581
2020-36,NL,25-49yr,1972
2020-37,NL,25-49yr,3058
2020-38,NL,25-49yr,4789
2020-39,NL,25-49yr,7407
2020-40,NL,25-49yr,9894
2020-41,NL,25-49yr,15617
2020-42,NL,25-49yr,21638
2020-43,NL,25-49yr,25400
2020-44,NL,25-49yr,26735
2020-45,NL,25-49yr,19156
2020-46,NL,25-49yr,14435
2020-47,NL,25-49yr,13856
2020-48,NL,25-49yr,12688
2020-49,NL,25-49yr,13876
2020-50,NL,25-49yr,20044
2020-51,NL,25-49yr,27468
2020-52,NL,25-49yr,26250
2020-53,NL,25-49yr,20717
2021-01,NL,25-49yr,17910
2021-02,NL,25-49yr,13501
2021-03,NL,25-49yr,12969
2021-04,NL,25-49yr,10403
2021-05,NL,25-49yr,9619
2021-06,NL,25-49yr,8429
2021-07,NL,25-49yr,9869
2021-08,NL,25-49yr,11762
2021-09,NL,25-49yr,11277
2021-10,NL,25-49yr,13747
2021-11,NL,25-49yr,16617
2021-12,NL,25-49yr,18957
2020-09,NL,80+yr,0
2020-10,NL,80+yr,5
2020-11,NL,80+yr,102
2020-12,NL,80+yr,627
2020-13,NL,80+yr,1541
2020-14,NL,80+yr,1813
2020-15,NL,80+yr,1896
2020-16,NL,80+yr,1595
2020-17,NL,80+yr,1290
2020-18,NL,80+yr,756
2020-19,NL,80+yr,526
2020-20,NL,80+yr,398
2020-21,NL,80+yr,220
2020-22,NL,80+yr,140
2020-23,NL,80+yr,92
2020-24,NL,80+yr,79
2020-25,NL,80+yr,43
2020-26,NL,80+yr,28
2020-27,NL,80+yr,22
2020-28,NL,80+yr,6
2020-29,NL,80+yr,20
2020-30,NL,80+yr,31
2020-31,NL,80+yr,45
2020-32,NL,80+yr,73
2020-33,NL,80+yr,118
2020-34,NL,80+yr,76
2020-35,NL,80+yr,71
2020-36,NL,80+yr,101
2020-37,NL,80+yr,178
2020-38,NL,80+yr,358
2020-39,NL,80+yr,463
2020-40,NL,80+yr,692
2020-41,NL,80+yr,1391
2020-42,NL,80+yr,1788
2020-43,NL,80+yr,2667
2020-44,NL,80+yr,3333
2020-45,NL,80+yr,2814
2020-46,NL,80+yr,2098
2020-47,NL,80+yr,2007
2020-48,NL,80+yr,1719
2020-49,NL,80+yr,1843
2020-50,NL,80+yr,2860
2020-51,NL,80+yr,3887
2020-52,NL,80+yr,4204
2020-53,NL,80+yr,3596
2021-01,NL,80+yr,3232
2021-02,NL,80+yr,2854
2021-03,NL,80+yr,2341
2021-04,NL,80+yr,1995
2021-05,NL,80+yr,1807
2021-06,NL,80+yr,1485
2021-07,NL,80+yr,1380
2021-08,NL,80+yr,1302
2021-09,NL,80+yr,976
2021-10,NL,80+yr,885
2021-11,NL,80+yr,914
2021-12,NL,80+yr,985
2020-08,NO,15-24yr,0
2020-09,NO,15-24yr,2
2020-10,NO,15-24yr,19
2020-11,NO,15-24yr,91
2020-12,NO,15-24yr,140
2020-13,NO,15-24yr,145
2020-14,NO,15-24yr,136
2020-15,NO,15-24yr,107
2020-16,NO,15-24yr,77
2020-17,NO,15-24yr,92
2020-18,NO,15-24yr,53
2020-19,NO,15-24yr,30
2020-20,NO,15-24yr,16
2020-21,NO,15-24yr,19
2020-22,NO,15-24yr,15
2020-23,NO,15-24yr,18
2020-24,NO,15-24yr,20
2020-25,NO,15-24yr,18
2020-26,NO,15-24yr,20
2020-27,NO,15-24yr,6
2020-28,NO,15-24yr,13
2020-29,NO,15-24yr,5
2020-30,NO,15-24yr,20
2020-31,NO,15-24yr,35
2020-32,NO,15-24yr,103
2020-33,NO,15-24yr,93
2020-34,NO,15-24yr,99
2020-35,NO,15-24yr,151
2020-36,NO,15-24yr,247
2020-37,NO,15-24yr,208
2020-38,NO,15-24yr,208
2020-39,NO,15-24yr,154
2020-40,NO,15-24yr,119
2020-41,NO,15-24yr,280
2020-42,NO,15-24yr,216
2020-43,NO,15-24yr,416
2020-44,NO,15-24yr,570
2020-45,NO,15-24yr,879
2020-46,NO,15-24yr,845
2020-47,NO,15-24yr,724
2020-48,NO,15-24yr,532
2020-49,NO,15-24yr,412
2020-50,NO,15-24yr,480
2020-51,NO,15-24yr,451
2020-52,NO,15-24yr,624
2020-53,NO,15-24yr,722
2021-01,NO,15-24yr,1064
2021-02,NO,15-24yr,583
2021-03,NO,15-24yr,382
2021-04,NO,15-24yr,328
2021-05,NO,15-24yr,330
2021-06,NO,15-24yr,298
2021-07,NO,15-24yr,414
2021-08,NO,15-24yr,590
2021-09,NO,15-24yr,847
2021-10,NO,15-24yr,1187
2021-11,NO,15-24yr,1300
2021-12,NO,15-24yr,1241
2021-13,NO,15-24yr,1007
2020-08,NO,25-49yr,1
2020-09,NO,25-49yr,14
2020-10,NO,25-49yr,90
2020-11,NO,25-49yr,620
2020-12,NO,25-49yr,605
2020-13,NO,25-49yr,646
2020-14,NO,25-49yr,497
2020-15,NO,25-49yr,323
2020-16,NO,25-49yr,264
2020-17,NO,25-49yr,166
2020-18,NO,25-49yr,143
2020-19,NO,25-49yr,113
2020-20,NO,25-49yr,60
2020-21,NO,25-49yr,43
2020-22,NO,25-49yr,40
2020-23,NO,25-49yr,56
2020-24,NO,25-49yr,41
2020-25,NO,25-49yr,53
2020-26,NO,25-49yr,48
2020-27,NO,25-49yr,24
2020-28,NO,25-49yr,30
2020-29,NO,25-49yr,27
2020-30,NO,25-49yr,46
2020-31,NO,25-49yr,111
2020-32,NO,25-49yr,168
2020-33,NO,25-49yr,179
2020-34,NO,25-49yr,160
2020-35,NO,25-49yr,138
2020-36,NO,25-49yr,293
2020-37,NO,25-49yr,327
2020-38,NO,25-49yr,314
2020-39,NO,25-49yr,408
2020-40,NO,25-49yr,421
2020-41,NO,25-49yr,500
2020-42,NO,25-49yr,455
2020-43,NO,25-49yr,783
2020-44,NO,25-49yr,1558
2020-45,NO,25-49yr,1699
2020-46,NO,25-49yr,1688
2020-47,NO,25-49yr,1503
2020-48,NO,25-49yr,1215
2020-49,NO,25-49yr,1079
2020-50,NO,25-49yr,1174
2020-51,NO,25-49yr,1282
2020-52,NO,25-49yr,1326
2020-53,NO,25-49yr,1606
2021-01,NO,25-49yr,2070
2021-02,NO,25-49yr,1294
2021-03,NO,25-49yr,1010
2021-04,NO,25-49yr,889
2021-05,NO,25-49yr,792
2021-06,NO,25-49yr,790
2021-07,NO,25-49yr,892
2021-08,NO,25-49yr,1332
2021-09,NO,25-49yr,1695
2021-10,NO,25-49yr,2243
2021-11,NO,25-49yr,2635
2021-12,NO,25-49yr,2434
2021-13,NO,25-49yr,1940
2020-08,NO,80+yr,0
2020-09,NO,80+yr,0
2020-10,NO,80+yr,2
2020-11,NO,80+yr,25
2020-12,NO,80+yr,91
2020-13,NO,80+yr,127
2020-14,NO,80+yr,97
2020-15,NO,80+yr,62
2020-16,NO,80+yr,38
2020-17,NO,80+yr,21
2020-18,NO,80+yr,11
2020-19,NO,80+yr,4
2020-20,NO,80+yr,3
2020-21,NO,80+yr,4
2020-22,NO,80+yr,1
2020-23,NO,80+yr,1
2020-24,NO,80+yr,0
2020-25,NO,80+yr,6
2020-26,NO,80+yr,3
2020-27,NO,80+yr,1
2020-28,NO,80+yr,0
2020-29,NO,80+yr,1
2020-30,NO,80+yr,1
2020-31,NO,80+yr,2
2020-32,NO,80+yr,4
2020-33,NO,80+yr,1
2020-34,NO,80+yr,1
2020-35,NO,80+yr,5
2020-36,NO,80+yr,7
2020-37,NO,80+yr,16
2020-38,NO,80+yr,8
2020-39,NO,80+yr,19
2020-40,NO,80+yr,15
2020-41,NO,80+yr,17
2020-42,NO,80+yr,8
2020-43,NO,80+yr,17
2020-44,NO,80+yr,35
2020-45,NO,80+yr,59
2020-46,NO,80+yr,104
2020-47,NO,80+yr,90
2020-48,NO,80+yr,78
2020-49,NO,80+yr,57
2020-50,NO,80+yr,57
2020-51,NO,80+yr,90
2020-52,NO,80+yr,87
2020-53,NO,80+yr,113
2021-01,NO,80+yr,93
2021-02,NO,80+yr,78
2021-03,NO,80+yr,59
2021-04,NO,80+yr,29
2021-05,NO,80+yr,20
2021-06,NO,80+yr,14
2021-07,NO,80+yr,15
2021-08,NO,80+yr,23
2021-09,NO,80+yr,19
2021-10,NO,80+yr,31
2021-11,NO,80+yr,34
2021-12,NO,80+yr,26
2021-13,NO,80+yr,35
2020-10,PL,15-24yr,0
2020-11,PL,15-24yr,4
2020-12,PL,15-24yr,13
2020-13,PL,15-24yr,21
2020-14,PL,15-24yr,33
2020-15,PL,15-24yr,46
2020-16,PL,15-24yr,82
2020-17,PL,15-24yr,99
