year_week,country,WeekValue
2020-W51,Spain,9934.0
2020-W52,Spain,7689.0
2020-W53,Spain,8080.0
2021-W01,Spain,9037.0
2021-W02,Spain,13708.0
2021-W03,Spain,17928.0
2021-W04,Spain,22563.0
2021-W05,Spain,24201.0
2021-W06,Spain,22656.0
2021-W07,Spain,19651.0
2021-W08,Spain,12918.0
2021-W09,Spain,13614.0
2021-W10,Spain,11599.0
2021-W11,Spain,8096.0
2021-W12,Spain,5670.0
2020-W09,Sweden,0.0
2020-W10,Sweden,0.0
2020-W11,Sweden,3.0
2020-W12,Sweden,197.0
2020-W13,Sweden,1100.0
2020-W14,Sweden,2360.0
2020-W15,Sweden,3255.0
2020-W16,Sweden,3638.0
2020-W17,Sweden,3743.0
2020-W18,Sweden,3672.0
2020-W19,Sweden,3354.0
2020-W20,Sweden,2842.0
2020-W21,Sweden,2539.0
2020-W22,Sweden,2273.0
2020-W23,Sweden,2114.0
2020-W24,Sweden,1908.0
2020-W25,Sweden,1581.0
2020-W26,Sweden,1286.0
2020-W27,Sweden,1000.0
2020-W28,Sweden,740.0
2020-W29,Sweden,522.0
2020-W30,Sweden,360.0
2020-W31,Sweden,269.0
2020-W32,Sweden,219.0
2020-W33,Sweden,218.0
2020-W34,Sweden,194.0
2020-W35,Sweden,142.0
2020-W36,Sweden,109.0
2020-W37,Sweden,99.0
2020-W38,Sweden,119.0
2020-W39,Sweden,120.0
2020-W40,Sweden,128.0
2020-W41,Sweden,157.0
2020-W42,Sweden,184.0
2020-W43,Sweden,245.0
2020-W44,Sweden,397.0
2020-W45,Sweden,622.0
2020-W46,Sweden,882.0
2020-W47,Sweden,1214.0
2020-W48,Sweden,1527.0
2020-W49,Sweden,1712.0
2020-W50,Sweden,1762.0
2020-W51,Sweden,1886.0
2020-W52,Sweden,2122.0
2020-W53,Sweden,2369.0
2021-W01,Sweden,2597.0
2021-W02,Sweden,2532.0
2021-W03,Sweden,2232.0
2021-W04,Sweden,1892.0
2021-W05,Sweden,1716.0
2021-W06,Sweden,1595.0
2021-W07,Sweden,1511.0
2021-W08,Sweden,1558.0
2021-W09,Sweden,1640.0
2021-W10,Sweden,1650.0
2021-W11,Sweden,1860.0
2021-W12,Sweden,2034.0
2021-W13,Sweden,2254.0
